Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.163489,0.364435,0.48636,0.431323,-0.0971108,-0.232845,0.333589,-0.260047,0.526027,0.0831902,0.146325,0.507162;1.62352,0.474815,3.7938,3.37629
1;-0.163489,0.416933,0.858461,0.571329,0.475274,-0.599525,0.697718,-0.100823,0.577041,0.0321733,0.392124,0.0954276;1.28229,-1.66693,2.37928,2.71923
2;-0.163489,0.421887,0.633352,0.737743,0.520069,-0.709551,0.416911,-0.0772449,0.628004,0.0155644,0.413621,0.59454;1.88722,-0.465061,4.92742,4.45851
3;-0.163489,0.426811,0.907303,0.775639,0.562134,-0.607576,0.740568,-0.0750151,0.589138,-0.00418775,0.407061,0.708979;2.2244,-1.07402,5.34058,5.7199
4;-0.163489,0.423058,0.934427,0.74069,0.530299,-0.702279,0.788769,-0.0727981,0.633679,-0.00868589,0.415633,0.652259;1.85625,-1.5079,4.99687,5.25789
5;-0.163489,0.427358,0.921861,0.77329,0.56665,-0.708849,0.765952,-0.0744879,0.639981,-0.00453764,0.406254,0.611889;1.85425,-1.38293,4.85194,5.19135
6;-0.163489,0.427965,0.913015,0.775413,0.571626,-0.707212,0.748435,-0.0725519,0.637008,-0.00840705,0.416337,0.648439;1.92577,-1.33028,5.03768,5.3229
7;-0.163489,0.427678,0.921913,0.774886,0.569284,-0.701441,0.764341,-0.0722786,0.634713,-0.00865909,0.416115,0.657246;1.94178,-1.35109,5.07472,5.38185
8;-0.163489,0.427457,0.923846,0.773018,0.567469,-0.704446,0.768041,-0.0724075,0.636798,-0.0085965,0.415347,0.650876;1.92172,-1.37226,5.03973,5.34878
9;-0.163489,0.427658,0.922374,0.773992,0.569117,-0.705175,0.76537,-0.0725071,0.637281,-0.00837476,0.415003,0.64839;1.92036,-1.36573,5.02983,5.33894
10;-0.0145033,0.542396,0.800582,0.836525,0.840624,-0.283771,0.806528,-0.425693,0.782818,0.151665,0.492193,0.425094;2.6489,0.763812,4.01505,5.44745
11;-0.431198,0.183164,0.51955,0.949069,0.890947,-0.76292,0.785977,-0.874217,0.690831,0.492617,0.128108,0.852075;2.25918,2.02779,7.27079,8.72002
12;-0.892666,0.0820416,0.583667,0.990312,0.98019,-0.943455,0.940307,-0.904584,0.499935,0.755744,0.389281,0.284085;2.12378,1.64942,6.88476,7.99014
13;-0.892666,0.0596616,-0.179798,0.992753,0.969232,-0.974168,0.82196,-0.912568,0.524964,0.753637,0.567773,-0.128734;1.71553,3.90187,6.19801,5.51842
14;-0.64612,0.580841,0.0780908,0.925064,0.885868,-0.849358,0.556986,-0.438524,0.868047,0.0447448,0.889576,0.529888;2.83926,3.0763,7.69648,4.63383
15;-0.163489,0.449662,0.899241,0.816822,0.724125,-0.338634,0.709393,-0.00319268,0.608891,-0.0264169,0.781459,0.671841;3.51879,-0.475636,5.77369,6.22808
16;-0.163489,0.424967,0.9302,0.626051,0.546676,-0.683771,0.774061,-0.0625004,0.629557,-0.0135738,0.401839,0.766921;2.08978,-1.75584,5.35617,5.30039
17;-0.425432,0.0141499,0.90435,0.912306,0.149551,-0.834085,0.770272,-0.523375,0.36248,0.537087,-0.000873854,0.557602;0.617031,-0.654445,5.29717,7.5772
18;-0.294823,0.132359,0.549394,0.950905,0.392973,-0.871585,0.725201,-0.817439,0.590554,0.621477,0.456011,-0.443689;-0.569012,0.768953,1.5783,3.76088
19;-0.294823,0.158663,-0.700218,0.953722,0.59259,-0.834506,-0.0998348,-0.798888,0.584059,0.618657,0.649403,0.011738;0.966877,5.27636,5.13756,3.62631
20;-0.425432,0.00878949,0.340746,0.930592,0.097242,-0.717383,0.247442,-0.605346,0.185339,0.508836,0.616535,0.768403;1.44459,1.75455,7.8246,8.274
21;-0.294823,0.111798,0.730613,0.941025,0.205483,-0.718189,0.812041,-0.818242,0.510576,0.620143,0.500474,-0.279145;-0.329257,0.476023,2.19465,4.84024
22;-0.484259,-0.309791,-0.405204,0.977808,0.728661,-0.945132,0.332271,-0.906846,0.518965,0.824332,0.547209,-0.531512;0.518504,3.64425,3.00957,4.38843
23;-0.681151,-0.156607,-0.784463,0.984758,0.838144,-0.892476,-0.079341,-0.903105,-0.109798,0.718033,0.52637,0.229224;1.77627,5.66634,8.00684,6.91994
24;-0.726309,0.716694,-0.216195,0.940477,0.908155,-0.354553,0.732912,-0.628455,0.689408,-0.0551339,0.782648,0.677398;3.98349,5.83192,9.08158,5.52785
25;-0.163489,0.43271,0.934869,0.633802,0.609203,-0.010402,0.776318,0.0582462,0.63267,-0.028245,0.849962,0.585079;4.23365,-0.582854,5.1404,5.6796
26;-0.311762,0.429371,0.916656,0.714028,0.821602,-0.80567,0.839422,-0.470767,0.725166,-0.186534,0.0193291,0.845686;1.83174,-0.535748,5.58146,6.23205
27;-0.170354,0.551465,0.904118,0.937386,0.951392,-0.294579,0.920888,-0.713682,0.843143,-0.0369148,0.608811,0.768171;3.15153,1.66328,6.07522,7.73327
28;-0.549835,0.691948,0.734068,0.849154,0.98199,-0.3533,0.929055,-0.557934,0.928373,0.209532,0.782732,0.720294;4.07503,2.07766,7.43977,6.59608
29;-0.163489,0.455314,0.943813,0.633197,0.755956,-0.776826,0.793079,0.0470742,0.657843,-0.0174106,0.816404,0.697543;2.49126,-2.24989,5.74379,5.14545
30;-0.425432,0.0174821,0.889873,0.924075,0.181673,-0.835431,0.73997,-0.513328,0.366108,0.536483,-0.0371948,0.717432;0.881469,-0.520343,5.97686,8.14483
31;-0.294823,0.132779,0.698903,0.951008,0.396549,-0.868909,0.793621,-0.816938,0.586196,0.620619,0.456368,-0.395484;-0.531117,0.288768,1.64626,4.18424
32;-0.484259,-0.301713,-0.521363,0.98256,0.767482,-0.942765,0.223196,-0.905144,0.515998,0.823952,0.584394,-0.313992;0.937138,4.15135,4.15308,5.03679
33;-0.681151,-0.156948,-0.617265,0.9847,0.83711,-0.874404,0.140851,-0.902429,-0.133435,0.717759,0.533446,0.327823;1.8549,5.12228,8.39588,7.67416
34;-0.726309,0.715336,-0.0698807,0.938769,0.903194,-0.45283,0.776027,-0.628549,0.713983,-0.055127,0.782297,0.612344;3.61036,5.10459,8.60593,5.34109
