Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.439286,0.277333,-0.511875,0.208484,0.258447,0.128287,-0.00723985,-0.4258,-0.151335,0.203649,-0.290069,-0.244409,-0.0916891,-0.463661,0.260727,-0.147395,-0.253454,0.256913,-0.477825,0.377567,0.459526,0.336645,0.199618,0.164225,-0.103457;2.58223,-2.56471,2.13593,1.18218
1;0.439286,0.148622,-0.538223,0.169942,0.743816,0.128287,0.262428,-0.0541097,-0.667984,0.593514,-0.487216,0.147061,-0.548866,-0.587464,0.226555,-0.151718,0.116543,0.0931654,-0.595436,0.54472,0.520039,0.354335,0.537981,0.216555,-0.142359;1.3899,0.135146,1.89205,3.03676
2;0.439286,0.234638,-0.534827,-0.162939,0.917065,0.128287,0.333801,0.052751,-0.554311,0.426357,-0.763308,-0.0196831,-0.682072,-0.610424,0.224743,0.011779,0.135597,0.129196,-0.427836,0.345016,0.649556,0.151138,0.375983,0.174338,-0.12367;0.0462427,-2.13362,0.732511,2.63398
3;0.439286,0.198123,-0.534647,0.240189,0.957765,0.128287,0.321071,0.0725092,-0.610157,-0.0660619,-0.687307,-0.264198,-0.674398,-0.476816,0.245461,0.0553083,0.133147,0.392968,-0.50375,0.366163,0.682338,0.29868,0.330076,0.0771467,-0.0210285;-0.241268,-2.48803,1.84364,2.5997
4;-0.113785,-0.164925,-0.550073,0.470599,0.948037,0.119477,0.250173,-0.242812,-0.615982,0.556606,-0.837937,-0.314546,-0.101333,-0.835594,0.459769,-0.425638,0.137432,0.131153,-0.352355,0.665612,0.866714,0.00441505,0.3486,0.309092,0.0004415;0.0442078,0.822032,2.29247,2.90727
5;-0.113785,0.330442,-0.570586,-0.0710586,0.942302,0.119477,0.483305,0.0621354,0.0356661,0.528657,-0.812588,0.0663878,-0.546418,-0.668928,0.484446,-0.460427,0.148537,-0.0722155,-0.375309,0.546431,0.799403,-0.470397,0.550461,0.151139,-0.252025;-0.660045,-2.04759,-2.37252,1.80867
6;-0.107292,0.375905,-0.212108,0.342553,0.953377,0.573412,0.503792,0.0131421,-0.223169,-0.788869,0.0678112,0.000729914,-0.657307,0.191658,0.721049,-0.0199667,0.510083,0.75593,-0.474374,0.693521,0.760597,-0.169073,0.30414,0.448998,-0.326868;-1.37751,-4.50387,-0.802984,1.66864
7;-0.581981,0.0769251,-0.688951,0.60256,0.70245,0.43527,0.383292,-0.357095,-0.807908,-0.53972,0.0413511,0.37566,0.637924,0.333397,0.89481,0.192186,0.499282,0.757425,-0.218443,0.444498,0.61682,-0.214753,0.563822,0.613096,-0.0930872;1.53455,0.196699,1.03398,3.69524
8;-0.833209,0.071012,-0.401771,0.467,0.948614,0.577563,0.649885,-0.795063,-0.661368,-0.405288,-0.732063,0.813833,0.712441,0.538596,0.92746,0.607529,0.571164,0.557706,0.150354,0.269708,0.616078,-0.125913,0.869116,0.318374,0.193654;-1.59615,2.23869,-1.02716,3.84476
9;-0.833209,0.380895,-0.405585,0.819893,0.970914,0.577563,0.485252,-0.851706,-0.286079,-0.583239,-0.678559,0.750125,0.790759,0.490414,0.926108,0.700253,0.412152,0.628033,0.435901,0.0859043,0.598243,0.339413,0.939749,0.0158764,0.3617;-0.743545,3.44578,-0.293857,2.88313
10;-0.586311,0.509334,-0.864535,0.764509,0.817262,-0.0660649,-0.135713,-0.620977,-0.34331,0.712057,-0.564328,0.506372,0.878601,-0.507577,0.785996,-0.151067,0.284353,-0.035177,0.57745,0.421202,0.386437,0.260667,0.885857,-0.0657102,0.240616;3.09723,6.9295,3.53704,3.60025
11;0.439286,0.656,-0.588226,-0.0908889,0.864341,0.128287,0.157386,-0.0162187,-0.00594242,0.826153,-0.594027,0.795073,-0.651212,-0.298812,0.23432,-0.227312,0.359441,-0.39424,-0.170072,0.699631,0.219819,0.0064255,0.702566,-0.173889,-0.239024;0.74358,-0.602334,-0.59892,2.40263
12;0.439286,0.284356,-0.5356,-0.152265,0.883337,0.128287,0.0154677,-0.194095,-0.495378,-0.0382307,-0.296668,-0.141445,-0.528295,-0.360042,0.260081,-0.0523183,0.171474,0.332953,-0.0841195,0.683193,0.675716,0.14849,0.370154,0.097067,-0.33302;1.18329,-2.38392,2.64595,1.41617
13;-0.581981,-0.481118,-0.653642,0.473069,0.96899,0.43527,0.404248,0.10274,-0.890517,-0.506087,-0.28769,-0.18734,0.0149142,-0.207858,0.887765,-0.10323,0.656184,0.887667,-0.299321,0.582654,0.532542,0.260559,0.660328,0.584792,-0.260694;0.75063,1.40192,2.18172,4.34224
14;-0.902474,0.0174338,-0.596979,0.193328,0.964202,0.112485,0.881872,-0.655666,-0.743686,-0.57792,-0.834632,0.472262,0.560201,0.167782,0.970365,0.365207,0.827057,0.666448,0.263126,0.0630494,0.883043,-0.795565,0.858134,0.468495,-0.0554882;-2.7235,2.11984,-2.22511,4.06114
15;-0.902474,-0.0737767,-0.604346,0.660832,0.984954,0.112485,0.824224,-0.803963,-0.601202,-0.965291,-0.644607,0.213289,0.776772,0.837352,0.976334,0.587966,0.813438,0.77533,0.606777,0.196362,0.820826,-0.248864,0.956556,0.220979,0.237693;-2.40255,4.30351,-1.47332,3.97914
16;-0.581981,0.157264,-0.70721,0.918342,0.956719,0.43527,0.0199944,-0.731254,-0.712932,-0.520065,-0.270143,0.621769,0.897887,0.511506,0.896513,0.371605,0.684006,0.595459,0.00782514,-0.0929562,0.119868,0.376965,0.864548,0.22858,0.254734;3.08509,2.84183,3.75083,4.94994
17;-0.740826,0.267442,-0.81242,0.226889,0.897004,-0.0792873,0.510234,-0.67379,-0.836108,0.403553,-0.548883,0.550908,0.869546,-0.0507384,0.955938,-0.410112,0.899128,0.490905,0.631731,0.636686,0.421522,0.16629,0.909484,0.626008,0.0824665;1.45966,9.22005,-0.160159,6.55789
18;-0.107292,0.545434,-0.273989,-0.0507297,0.982383,0.573412,0.516268,-0.478439,0.0141004,-0.421714,-0.717762,0.572512,-0.120952,-0.142025,0.686397,-0.00352459,0.629486,0.605721,-0.162072,0.638128,0.412441,-0.339421,0.718793,0.314764,-0.0999428;-2.12947,-2.29217,-2.87717,3.32161
19;-0.581981,0.15985,-0.686402,0.812464,0.924216,0.43527,0.432134,-0.0850519,-0.752554,-0.823773,0.295684,0.0951943,0.315771,0.452638,0.898415,0.199513,0.532641,0.867884,0.161897,0.543774,0.443232,0.091163,0.779896,0.42284,-0.137322;1.10826,1.80797,1.43725,3.6628
20;-0.833209,0.00602398,-0.402193,0.540147,0.896566,0.577563,0.552547,-0.829979,-0.735941,-0.0840626,-0.749316,0.85137,0.793064,0.305435,0.9227,0.626007,0.5699,0.411428,-0.0254178,0.289136,0.697497,-0.325344,0.818417,0.345896,0.120152;-1.32457,1.7641,-0.0447556,3.53307
21;-0.833209,0.442017,-0.40503,0.698026,0.971992,0.577563,0.56358,-0.786004,-0.126168,-0.557311,-0.683827,0.784207,0.641026,0.618235,0.929111,0.668682,0.412409,0.590832,0.44345,0.098393,0.574259,0.391551,0.941823,0.0306275,0.383564;-0.826074,3.28276,-1.56096,2.943
22;-0.586311,0.513721,-0.864641,0.746759,0.802957,-0.0660649,-0.177443,-0.684232,-0.330912,0.624658,-0.469775,0.420705,0.904362,-0.541999,0.783836,-0.104023,0.283978,0.070522,0.593532,0.424022,0.441922,0.219308,0.873812,-0.0680747,0.224405;3.39477,6.5219,3.91385,3.30871
23;0.439286,0.644438,-0.588028,-0.0807022,0.846267,0.128287,0.169468,0.0135189,-0.0516321,0.82452,-0.578856,0.796152,-0.660168,-0.263991,0.238534,-0.251334,0.359509,-0.381465,-0.222485,0.712239,0.208585,0.0279612,0.726403,-0.148969,-0.206838;0.825361,-0.319008,-0.627075,2.63765
24;0.439286,0.284012,-0.536019,-0.17613,0.886717,0.128287,0.0154039,-0.222869,-0.495902,-0.021647,-0.33933,-0.135537,-0.501615,-0.375576,0.257913,-0.0449576,0.171333,0.326228,-0.0777087,0.675153,0.678213,0.110261,0.34586,0.107247,-0.339425;1.07665,-2.60145,2.58475,1.42062
25;-0.581981,-0.478191,-0.653469,0.486503,0.9718,0.43527,0.414105,0.116,-0.888781,-0.542381,-0.277982,-0.20456,-0.00488138,-0.174272,0.888636,-0.103268,0.656359,0.891956,-0.297131,0.583387,0.523757,0.282869,0.673727,0.576118,-0.251554;0.718205,1.47716,2.16362,4.36402
26;-0.833209,0.0704052,-0.401049,0.669285,0.974228,0.577563,0.742943,-0.569264,-0.64587,-0.277822,-0.817658,0.779049,0.352835,0.128409,0.919565,0.619265,0.553333,0.624557,-0.222791,-0.171145,0.763059,-0.562402,0.760574,0.241303,-0.0385972;-2.23441,-0.764414,-1.26332,2.82536
27;-0.833209,0.405591,-0.404664,0.826657,0.965721,0.577563,0.572103,-0.720143,-0.223305,-0.658474,-0.595765,0.786387,0.551908,0.737099,0.932528,0.728077,0.411711,0.516503,0.383644,0.0545197,0.690594,0.46291,0.914915,0.0330101,0.340625;-0.843426,3.37253,-0.929909,2.50259
28;-0.586311,0.496451,-0.864762,0.751922,0.773481,-0.0660649,-0.221673,-0.735095,-0.376864,0.72962,-0.549795,0.488157,0.927655,-0.586564,0.780848,-0.0988712,0.283731,-0.0397412,0.589352,0.389648,0.473633,0.27047,0.860174,-0.0359262,0.266726;3.46211,7.09905,4.33873,3.35122
29;0.439286,0.658287,-0.587756,-0.12054,0.869845,0.128287,0.203823,0.0519757,0.00304978,0.847804,-0.615045,0.802755,-0.697759,-0.309819,0.23332,-0.276461,0.359586,-0.385206,-0.176148,0.716341,0.198231,0.107987,0.742777,-0.171102,-0.19005;0.751619,0.00529,-0.966684,2.68134
30;0.439286,0.288911,-0.535501,-0.156638,0.88942,0.128287,0.0214007,-0.184926,-0.486509,-0.0452278,-0.315851,-0.179753,-0.539925,-0.440891,0.249832,-0.0240041,0.171138,0.355822,-0.0707422,0.669387,0.686724,0.0772947,0.322193,0.0917084,-0.363986;0.947571,-2.91738,2.68751,1.26193
31;-0.581981,-0.48235,-0.652822,0.498759,0.969632,0.43527,0.428438,0.171251,-0.891255,-0.545014,-0.2613,-0.20213,-0.0668553,-0.148376,0.889382,-0.0996439,0.656142,0.8884,-0.325185,0.583693,0.535145,0.273223,0.656784,0.580125,-0.243168;0.62582,1.33275,2.03838,4.3581
32;-0.833209,0.0698047,-0.401136,0.660039,0.973187,0.577563,0.739291,-0.584194,-0.646369,-0.27905,-0.817477,0.780254,0.376527,0.13776,0.919726,0.624632,0.553003,0.618445,-0.219961,-0.181836,0.774372,-0.577077,0.740726,0.24881,-0.0342134;-2.2183,-0.876543,-1.26326,2.80027
33;-0.833209,0.405356,-0.404683,0.825556,0.966126,0.577563,0.572395,-0.72401,-0.223981,-0.667387,-0.59332,0.784667,0.558777,0.743399,0.932734,0.727028,0.411764,0.522325,0.384937,0.0564072,0.685057,0.477014,0.916843,0.032745,0.346946;-0.813463,3.41501,-0.919385,2.53377
34;-0.586311,0.49491,-0.864769,0.754653,0.773299,-0.0660649,-0.2242,-0.737587,-0.380864,0.733363,-0.55305,0.487667,0.928835,-0.595151,0.780253,-0.0986944,0.283744,-0.0388178,0.58942,0.388825,0.471285,0.268793,0.861013,-0.0353638,0.265898;3.45964,7.11074,4.37286,3.35949
35;0.439286,0.658773,-0.587701,-0.120834,0.870736,0.128287,0.207401,0.0593721,0.00499909,0.848832,-0.616986,0.803551,-0.702709,-0.308689,0.233491,-0.277886,0.35959,-0.387229,-0.176579,0.716482,0.197642,0.109396,0.743671,-0.172025,-0.189694;0.732703,0.0125131,-1.00059,2.68556
36;0.439286,0.289127,-0.535518,-0.155751,0.889445,0.128287,0.0204386,-0.185869,-0.486066,-0.0476496,-0.314632,-0.181173,-0.539263,-0.441884,0.24969,-0.0218202,0.1711,0.356055,-0.0702014,0.668512,0.687899,0.0737062,0.316938,0.0911985,-0.365242;0.94059,-2.96075,2.70155,1.24746
37;-0.581981,-0.482776,-0.652811,0.500041,0.969524,0.43527,0.42853,0.172084,-0.891517,-0.545289,-0.259963,-0.20133,-0.0673294,-0.145141,0.889463,-0.100226,0.656149,0.888234,-0.326152,0.584164,0.53492,0.275213,0.657224,0.580319,-0.241848;0.631434,1.34276,2.03551,4.36292
38;-0.833209,0.069742,-0.401145,0.659294,0.973096,0.577563,0.738754,-0.586033,-0.646447,-0.276646,-0.817745,0.780602,0.379443,0.135962,0.919693,0.624667,0.552997,0.617772,-0.219275,-0.182257,0.774462,-0.577707,0.740409,0.249276,-0.0345618;-2.21309,-0.874234,-1.25959,2.79998
39;-0.833209,0.405816,-0.404679,0.824835,0.966176,0.577563,0.573051,-0.72327,-0.222795,-0.667858,-0.593248,0.784548,0.557123,0.743657,0.932743,0.726873,0.41177,0.522783,0.385062,0.0566865,0.684366,0.478021,0.917079,0.0325901,0.347142;-0.814573,3.41449,-0.926769,2.53516
40;-0.586311,0.494828,-0.864769,0.754851,0.773102,-0.0660649,-0.224379,-0.737689,-0.381072,0.733082,-0.552508,0.487108,0.928886,-0.595762,0.780211,-0.0982981,0.283741,-0.0381947,0.589396,0.388784,0.471858,0.268115,0.860859,-0.0353571,0.26573;3.46003,7.10806,4.37571,3.35717
41;0.439286,0.658737,-0.587697,-0.120946,0.870646,0.128287,0.207637,0.0598973,0.00485207,0.848822,-0.616981,0.803608,-0.702996,-0.308131,0.23356,-0.277986,0.35959,-0.387375,-0.176934,0.716501,0.197614,0.109504,0.74369,-0.17187,-0.189408;0.732136,0.0132241,-1.00282,2.687
42;0.439286,0.289125,-0.535525,-0.155856,0.889481,0.128287,0.0203023,-0.186334,-0.486067,-0.0478562,-0.314779,-0.181271,-0.538854,-0.441935,0.249679,-0.021676,0.171097,0.356147,-0.0701158,0.668425,0.687972,0.0734465,0.316536,0.0912396,-0.36525;0.940452,-2.96392,2.7027,1.24696
43;-0.581981,-0.482812,-0.65281,0.500281,0.969535,0.43527,0.428566,0.172126,-0.891541,-0.5454,-0.259894,-0.201354,-0.0673349,-0.144907,0.889469,-0.100308,0.656152,0.888253,-0.326206,0.584214,0.534789,0.275505,0.657443,0.580285,-0.241731;0.631827,1.34479,2.03555,4.36366
44;-0.902474,0.00842443,-0.597132,0.203959,0.961333,0.112485,0.875585,-0.685577,-0.752434,-0.562473,-0.836213,0.479913,0.608808,0.154973,0.97027,0.378006,0.826864,0.653468,0.258444,0.0472143,0.890893,-0.806496,0.842506,0.477095,-0.0552375;-2.67123,2.07173,-2.11409,4.04547
45;-0.902474,-0.0702544,-0.604338,0.651169,0.984955,0.112485,0.827366,-0.800014,-0.596104,-0.964481,-0.647374,0.222318,0.770051,0.840393,0.976389,0.585448,0.813476,0.771662,0.609709,0.192592,0.813645,-0.216359,0.958535,0.221044,0.250053;-2.36332,4.41171,-1.49804,4.02283
46;-0.581981,0.157446,-0.707214,0.918558,0.957116,0.43527,0.0188183,-0.732474,-0.712721,-0.513261,-0.274559,0.617079,0.898458,0.488527,0.895822,0.373257,0.684003,0.60081,0.0154919,-0.0934104,0.122819,0.377081,0.863733,0.227507,0.253013;3.07153,2.86516,3.78004,4.9363
47;-0.581981,0.324861,-0.701549,0.672538,0.928015,0.43527,0.161285,-0.55808,-0.759584,0.653506,-0.506683,0.815693,0.761007,-0.0708546,0.882422,-0.101205,0.722187,0.443621,0.248513,0.478951,0.0542784,0.555143,0.847499,0.436689,0.103692;2.73383,6.5998,2.02305,6.00121
48;-0.113785,0.748211,-0.609025,-0.540724,0.925626,0.119477,0.285009,-0.535982,0.326076,0.848551,-0.890249,0.573042,0.152966,-0.797627,0.437664,-0.502118,0.255197,-0.257215,0.295768,0.757247,0.650808,-0.379149,0.702455,0.0902782,0.037137;0.652083,1.05985,-2.85205,2.42198
49;-0.107292,0.437072,-0.205865,0.147998,0.968414,0.573412,0.516781,0.123699,-0.0904728,-0.8893,0.29485,-0.269531,-0.758835,0.081593,0.716287,-0.140135,0.53068,0.880587,-0.157044,0.858614,0.591347,0.0047144,0.663194,0.36748,-0.376591;-0.919839,-2.2373,-1.02603,1.78869
50;-0.581981,0.0540051,-0.688602,0.566136,0.626267,0.43527,0.382163,-0.271478,-0.823767,-0.639683,0.110637,0.250802,0.580905,0.178062,0.891008,0.199813,0.49583,0.818226,-0.374622,0.476639,0.64359,-0.442331,0.501472,0.631544,-0.213729;1.32382,-1.351,1.35382,3.28815
51;-0.833209,0.0481819,-0.401326,0.512334,0.947048,0.577563,0.68964,-0.740164,-0.68959,-0.54012,-0.707343,0.804371,0.637795,0.672236,0.930817,0.607094,0.570991,0.581755,0.0544814,0.263831,0.631218,-0.195909,0.846701,0.351776,0.206605;-1.8657,1.66029,-1.32854,3.93666
52;-0.833209,0.354168,-0.405976,0.845978,0.969059,0.577563,0.45823,-0.880457,-0.349049,-0.597808,-0.681408,0.757592,0.846021,0.54027,0.927175,0.712416,0.41188,0.605086,0.433172,0.0496963,0.619437,0.313673,0.93425,0.0338044,0.373693;-0.695945,3.53215,-0.0274292,2.9051
53;-0.586311,0.506856,-0.864573,0.766116,0.82796,-0.0660649,-0.145453,-0.646737,-0.350281,0.728097,-0.597086,0.527769,0.890507,-0.488869,0.787055,-0.167151,0.284618,-0.0577515,0.581873,0.416859,0.365481,0.305453,0.890723,-0.0662269,0.256223;3.15099,7.13251,3.60534,3.71265
54;0.439286,0.658089,-0.588322,-0.081167,0.871473,0.128287,0.149823,-0.0323725,0.00240524,0.837337,-0.606317,0.797282,-0.642093,-0.336274,0.229747,-0.232945,0.359465,-0.395513,-0.154783,0.700923,0.214928,0.0181202,0.714099,-0.183559,-0.250439;0.763695,-0.496507,-0.511372,2.37216
55;0.439286,0.286711,-0.535145,-0.145603,0.882608,0.128287,0.0250384,-0.162762,-0.491016,-0.0172637,-0.292864,-0.136559,-0.557352,-0.371816,0.258904,-0.0569232,0.171543,0.325068,-0.0848426,0.686221,0.673133,0.151975,0.382686,0.0918343,-0.340364;1.14304,-2.28882,2.57115,1.4064
56;-0.581981,-0.477416,-0.653548,0.456721,0.968316,0.43527,0.405747,0.112794,-0.888151,-0.505554,-0.284996,-0.187923,-0.00199411,-0.211632,0.887686,-0.097444,0.655993,0.886435,-0.297847,0.580443,0.541609,0.245479,0.645589,0.58557,-0.26594;0.712125,1.25867,2.15134,4.29056
57;-0.833209,0.0787992,-0.400937,0.651345,0.975454,0.577563,0.751832,-0.547046,-0.634557,-0.321941,-0.813861,0.772162,0.311098,0.162423,0.920186,0.616109,0.553373,0.640115,-0.21572,-0.164641,0.762462,-0.55669,0.761381,0.239464,-0.0302737;-2.31108,-0.829038,-1.41245,2.83031
58;-0.833209,0.397107,-0.404737,0.838617,0.965769,0.577563,0.562212,-0.733993,-0.245,-0.67131,-0.590209,0.780655,0.582501,0.734787,0.932447,0.730618,0.411643,0.527726,0.381384,0.0560118,0.700223,0.446647,0.911954,0.0333153,0.337862;-0.820189,3.34634,-0.799582,2.48812
