Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.439286,0.277333,-0.511875,0.208484,0.258447,0.128287,-0.00723985,-0.4258,-0.151335,0.203649,-0.290069,-0.244409,-0.0916891,-0.463661,0.260727,-0.147395,-0.253454,0.256913,-0.477825,0.377567,0.459526,0.336645,0.199618,0.164225,-0.103457;-1.6273,-5.54368,0.229694,4.77156
1;0.439286,0.148622,-0.538223,0.169942,0.743816,0.128287,0.262428,-0.0541097,-0.667984,0.593514,-0.487216,0.147061,-0.548866,-0.587464,0.226555,-0.151718,0.116543,0.0931654,-0.595436,0.54472,0.520039,0.354335,0.537981,0.216555,-0.142359;-5.03735,-3.88253,0.514739,5.9302
2;0.439286,0.234638,-0.534827,-0.162939,0.917065,0.128287,0.333801,0.052751,-0.554311,0.426357,-0.763308,-0.0196831,-0.682072,-0.610424,0.224743,0.011779,0.135597,0.129196,-0.427836,0.345016,0.649556,0.151138,0.375983,0.174338,-0.12367;-3.33166,-4.68037,1.49973,6.22993
3;0.439286,0.198123,-0.534647,0.240189,0.957765,0.128287,0.321071,0.0725092,-0.610157,-0.0660619,-0.687307,-0.264198,-0.674398,-0.476816,0.245461,0.0553083,0.133147,0.392968,-0.50375,0.366163,0.682338,0.29868,0.330076,0.0771467,-0.0210285;-1.65316,-2.1711,3.80678,5.91692
4;0.439286,0.0876849,-0.536708,0.608609,0.926626,0.128287,0.221912,-0.0427709,-0.747043,0.445105,-0.733295,0.0217963,-0.514746,-0.569308,0.230439,0.0475555,0.133016,0.0664077,-0.593534,0.338162,0.682168,0.226478,0.322961,0.107439,-0.0300415;-3.4312,-3.63937,4.68356,6.8468
5;0.439286,0.202248,-0.535214,0.223582,0.908512,0.128287,0.272299,0.0370966,-0.60493,0.713059,-0.777342,0.28295,-0.653037,-0.527566,0.237804,-0.0129612,0.134504,-0.246564,-0.471851,0.314987,0.641043,0.376005,0.399223,0.104242,-0.0229251;-3.95805,-3.801,2.91233,6.48853
6;0.444575,0.313892,-0.160592,0.337498,0.959702,0.579387,0.415359,0.0956795,-0.659174,-0.0471986,-0.443298,0.367411,-0.818231,-0.180767,0.505087,0.339321,0.487175,0.583228,-0.577636,0.332146,0.478969,0.662829,0.29024,0.379431,-0.057936;-2.42871,7.3814,1.97853,7.27876
7;-0.113785,0.237996,-0.574836,0.0838388,0.830508,0.119477,0.29606,-0.464896,-0.390971,0.752854,-0.877202,-0.0435624,0.19703,-0.886381,0.428221,-0.377361,-0.135741,0.0490745,0.00568976,0.663741,0.890102,0.123919,0.332238,0.379578,0.326956;-1.77351,-9.88734,5.18299,3.53538
8;0.182427,0.523579,-0.710744,-0.558828,0.910912,-0.394262,0.746767,0.142327,-0.326324,-0.286737,-0.632658,-0.39349,-0.701542,-0.344891,0.643078,-0.293684,0.616163,0.24479,-0.000117212,0.585631,0.700306,-0.528396,0.772346,0.15235,-0.238302;4.39813,-7.58663,0.210911,7.73812
9;0.182427,-0.312164,-0.725267,0.250077,0.957265,-0.394262,0.553684,-0.313602,-0.841721,-0.940696,-0.461584,-0.670433,-0.0754397,0.359362,0.682515,-0.0273538,0.674348,0.669097,-0.303017,0.582695,0.861578,-0.589437,0.498291,0.274876,-0.270564;7.84034,-5.40074,1.93572,9.39444
10;0.188773,-0.392263,-0.452401,0.753759,0.953698,0.115191,0.531306,-0.684786,-0.948024,-0.859092,-0.438284,0.200394,0.419047,0.760246,0.824336,0.187984,0.841844,0.604488,-0.658715,0.0702099,0.620684,-0.0825951,0.702883,0.596026,-0.0168214;8.42009,4.93712,0.761975,9.58415
11;-0.477293,0.214826,-0.609716,0.712655,0.963576,-0.245434,0.558782,-0.879099,-0.897244,-0.640258,-0.413599,0.376571,0.82323,0.0530952,0.959297,-0.118138,0.810835,-0.215284,0.553166,-0.144836,0.611213,-0.188137,0.914457,0.829462,-0.0077277;8.43042,-7.72988,9.38344,10.771
12;-0.7828,0.132907,-0.275547,0.587237,0.978789,-0.0580652,0.880768,-0.874021,-0.628593,-0.857393,-0.676846,0.686954,0.409335,0.330562,0.972576,0.447893,0.759715,-0.328748,0.683798,0.305704,0.800493,-0.330559,0.97343,0.586859,-0.0728804;10.5409,-2.3021,12.4945,13.0065
