Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.275865,0.358422,0.244947,0.109595,0.533861,-0.0290368,-0.0336244,0.127935,0.50606,-0.345208,0.329363,-0.230865,0.186278,-0.314922,0.0443099,0.529958,0.298479,0.322649,0.0460387,-0.444603,0.428853,-0.249796,-0.251133,0.0177892,0.0506307;0.569468,0.533919,0.892585,1.92117
1;-0.491579,0.368603,0.0298137,-0.329732,0.365655,0.829899,-0.521236,-0.545614,0.0669611,-0.542796,0.468965,0.588001,0.163679,-0.479625,0.251792,0.626425,0.25466,0.322649,-0.0195901,-0.602829,0.561148,0.573045,-0.689639,-0.103206,0.0276029;-3.52813,2.64536,1.01649,1.37507
2;-0.908843,0.297719,-0.0102751,-0.841611,0.0917811,0.915847,-0.423529,-0.754186,0.370438,-0.934647,0.74105,0.108687,-0.171215,-0.676787,0.352868,0.761304,0.231306,0.322649,0.238921,0.562307,0.541694,0.473469,-0.773696,0.287842,0.451369;-4.54798,2.40464,0.399363,3.52142
3;-0.884162,0.511597,0.111298,-0.938648,-0.363277,0.981359,-0.144317,-0.863197,0.675028,-0.933109,0.632441,0.0641366,-0.104787,-0.703255,0.463735,0.802792,0.202997,0.322649,0.50076,0.116612,0.783903,0.307631,-0.762717,0.242879,-0.0183991;-4.43639,3.32848,-1.78077,3.79727
4;-0.8855,0.489377,0.270875,-0.963134,-0.344645,0.977137,-0.369862,-0.904032,0.621017,-0.873397,0.576924,-0.403036,0.088187,-0.587033,0.477668,0.861452,0.19917,0.322649,0.543042,0.275284,0.733506,-0.336801,-0.870772,0.165715,-0.161088;-3.48857,1.95821,-2.2336,4.49169
5;-0.875393,0.330045,-0.138217,-0.944865,-0.604503,0.934131,-0.426723,-0.91696,0.292792,-0.905489,0.774167,-0.671521,-0.486838,-0.175569,-0.0023367,0.904306,0.395183,0.515806,0.830228,-0.202131,0.740901,-0.247068,-0.838115,-0.491949,0.0642473;-3.58925,0.920535,-5.09981,2.9719
6;-0.897745,-0.0905673,-0.242035,-0.822652,-0.235403,0.957294,-0.394518,-0.893734,0.326079,-0.900326,0.620092,-0.768777,-0.516337,-0.638037,-0.273474,0.804921,0.446192,0.515806,0.826796,-0.475027,0.839014,-0.443003,-0.84112,-0.4582,-0.0243571;-2.76658,1.40078,-3.92147,3.70501
7;-0.728064,-0.335074,0.11412,-0.942989,-0.72269,0.770219,0.307492,-0.914368,0.781581,-0.878985,0.865589,-0.585706,-0.362644,-0.128353,0.479332,0.788538,0.406326,0.442879,0.843804,-0.34761,0.94359,0.163082,-0.956402,-0.697141,0.279165;-4.85138,0.617713,-4.54313,2.21243
8;-0.661109,-0.262176,-0.0533042,-0.710176,-0.136323,0.816915,0.372536,-0.850789,0.878965,-0.74297,0.898256,-0.734313,0.21792,0.185483,0.23763,0.951476,-0.00810625,0.0657486,0.835845,0.708274,0.938969,-0.391312,-0.986475,-0.362288,0.26665;-1.3759,-1.36359,-2.48129,3.54175
9;0.255555,0.136228,0.167582,-0.781641,0.290095,0.833112,0.13085,-0.573932,0.846502,-0.883775,0.951722,-0.42804,-0.0929349,0.695566,-0.452653,0.786494,-0.178155,0.204012,0.805932,0.645789,0.926084,-0.112094,-0.986011,-0.712456,-0.00187216;2.09847,-2.85825,-2.10838,1.32542
10;-0.651561,0.00143043,-0.533175,0.183091,0.931226,0.95043,0.073872,-0.835162,0.560916,-0.869817,0.671827,0.228928,-0.0699634,-0.16407,-0.666781,0.920158,0.094812,0.159277,0.753507,-0.650548,0.946688,0.625189,-0.958642,-0.237126,-0.155614;-0.766367,1.18258,0.727556,2.0999
11;-0.698429,0.0348979,-0.320225,-0.724322,-0.0214842,0.804094,0.241688,-0.914943,0.400127,-0.863937,0.910505,0.49726,0.0594226,0.175163,0.260288,0.824822,-0.0134883,0.0657486,0.487319,-0.0903218,0.952153,0.929853,-0.986589,-0.153768,0.650716;-3.92037,1.74275,-0.444152,1.17931
12;-0.284026,-0.0503778,0.453669,-0.784844,0.628446,0.923685,-0.570635,-0.909346,0.591429,-0.755904,0.975432,-0.645577,-0.0848747,0.103397,-0.368014,0.461897,-0.628787,0.128804,0.761867,0.927622,0.855154,-0.434247,-0.965148,0.00172049,-0.157388;1.2306,-2.95483,1.65252,1.99721
13;0.643005,0.0520687,0.319741,-0.861334,0.653943,0.849159,-0.0409906,-0.871732,0.778733,-0.954378,0.949613,-0.299661,-0.570524,0.416113,-0.325323,0.844675,-0.635282,0.128804,0.776665,-0.232221,0.942222,0.409119,-0.954716,-0.579057,-0.846062;2.02003,-2.54754,0.639501,0.588509
14;0.292088,-0.188299,-0.204471,-0.321205,0.927266,0.880641,0.708522,-0.932522,0.889975,-0.894666,0.908317,0.341911,-0.020144,0.506562,-0.125307,0.965031,0.0738104,0.0657486,0.820486,0.0983272,0.99286,0.897587,-0.986424,-0.254275,0.219902;0.122503,0.239745,1.70686,1.6577
15;-0.850061,0.204471,0.150839,-0.609881,0.964269,0.990683,0.526255,-0.724875,0.720539,-0.607432,0.436997,0.523264,0.591343,-0.558903,-0.289715,0.779769,0.366339,0.322649,0.234098,0.234706,0.762507,0.909657,-0.92521,0.425095,0.574592;-1.59993,3.6486,2.55259,4.29707
16;-0.943856,0.575295,-0.0347752,-0.944307,-0.19417,0.947912,-0.304809,-0.75753,0.588958,-0.646479,0.70555,0.479933,0.50303,-0.501611,0.398893,0.845549,0.219967,0.322649,0.389729,-0.35586,0.269203,0.858401,-0.863463,0.429887,0.570241;-5.08918,3.48181,-0.378763,2.88777
