Passo;A  o
0;3
1;1
2;3
3;3
4;3
5;3
6;1
7;1
8;3
9;1
10;3
11;0
12;3
13;3
14;4
15;1
16;3
17;0
18;4
19;4
20;1
21;3
22;0
23;4
24;4
25;1
26;3
27;0
28;4
29;4
30;1
31;3
32;0
33;4
34;4
35;1
36;3
37;0
38;4
39;4
40;1
41;3
42;0
43;4
44;4
45;1
46;3
47;3
48;3
49;4
50;1
51;1
52;3
53;0
54;3
55;4
56;1
57;3
58;0
59;4
60;4
61;1
62;1
63;3
64;0
65;3
66;0
67;3
68;4
69;1
70;1
71;3
72;0
73;3
74;0
75;3
76;4
77;1
78;1
79;3
80;0
81;3
82;4
83;1
84;1
85;3
86;0
87;3
88;4
89;1
90;3
91;0
92;4
93;4
94;1
95;1
96;3
97;0
98;3
99;0
100;3
101;4
102;1
103;1
104;3
105;0
106;3
107;0
108;3
109;4
110;1
111;1
112;3
113;0
114;3
115;0
116;3
117;4
118;1
119;1
120;3
121;0
122;3
123;0
124;3
125;4
126;1
127;1
128;3
129;0
130;3
131;0
132;3
133;4
134;1
135;1
136;3
137;0
138;3
139;4
140;1
141;1
142;3
143;0
144;3
145;4
146;1
147;3
148;0
149;4
150;4
151;1
152;1
153;3
154;0
155;3
156;0
157;3
158;4
159;1
160;1
161;3
162;0
163;3
164;3
165;1
166;3
167;0
168;4
169;1
170;1
171;3
172;0
173;3
174;4
175;1
176;3
177;0
178;4
179;4
180;1
181;3
182;3
183;3
184;3
185;3
186;3
187;3
188;3
189;3
190;3
191;3
192;3
193;3
194;4
195;1
196;1
197;3
198;0
199;3
200;4
201;1
202;3
203;0
204;4
205;4
206;1
207;1
208;3
209;0
210;3
211;0
212;3
213;4
214;1
215;1
216;3
217;0
218;3
219;0
220;3
221;4
222;1
223;1
224;3
225;0
226;3
227;4
228;1
229;1
230;3
231;0
232;3
233;4
234;1
235;3
236;0
237;4
238;4
239;1
240;1
241;3
242;0
243;3
244;0
245;3
246;4
247;1
248;1
249;3
250;0
251;3
252;0
253;3
254;4
255;1
256;1
257;3
258;0
259;3
260;0
261;3
262;4
263;1
264;1
265;3
266;0
267;3
268;0
269;3
270;4
271;1
272;1
273;3
274;0
275;3
276;0
277;3
278;4
279;1
280;1
281;3
282;0
283;3
284;4
285;1
286;1
287;3
288;0
289;3
290;4
291;1
292;3
293;0
294;4
295;4
296;1
297;1
298;3
299;0
300;-1.83255e-06
