0.00000000, 0.00147382, 0.00587337, 0.00118119, 0.00132065, 0.00130243, 0.00113772, 0.00233237, 0.00101278, 0.00167289, 0.00207436, 0.00338554, 0.00117347, 0.00101725, 0.00114532, 0.00116359, 0.00128662, 0.00115950, 0.00209611, 0.00270887, 0.00116345, 0.00145731, 0.00100842, 0.00171987
0.00147382, 0.00000000, 0.00138552, 0.00120761, 0.00122502, 0.00119537, 0.00103636, 0.00117889, 0.00084863, 0.00119405, 0.00298311, 0.00133090, 0.00145577, 0.00111665, 0.00080983, 0.00239952, 0.00148299, 0.00124145, 0.00148528, 0.00131097, 0.00119161, 0.00128994, 0.00156952, 0.00091619
0.00587337, 0.00138552, 0.00000000, 0.00156210, 0.00146272, 0.00118086, 0.00130513, 0.00101015, 0.00103422, 0.00106118, 0.00163706, 0.00110948, 0.00077889, 0.00092715, 0.00122559, 0.00125341, 0.00512500, 0.00202281, 0.00102236, 0.00127016, 0.00148095, 0.00300926, 0.00143258, 0.00114480
0.00118119, 0.00120761, 0.00156210, 0.00000000, 0.00093161, 0.00129291, 0.00115791, 0.00150167, 0.00134695, 0.00154613, 0.00096156, 0.00203075, 0.00098363, 0.00102658, 0.00118107, 0.00111911, 0.00157248, 0.00106972, 0.00217573, 0.00103486, 0.00087597, 0.00125896, 0.00137817, 0.00135057
0.00132065, 0.00122502, 0.00146272, 0.00093161, 0.00000000, 0.00166591, 0.00182173, 0.00095393, 0.00115947, 0.00118701, 0.00271082, 0.00082349, 0.00096984, 0.00177405, 0.00146594, 0.00150244, 0.00312306, 0.00150567, 0.00127628, 0.00140889, 0.00118525, 0.00421420, 0.00107931, 0.00324432
0.00130243, 0.00119537, 0.00118086, 0.00129291, 0.00166591, 0.00000000, 0.00129287, 0.00105662, 0.00292345, 0.00085370, 0.00158024, 0.00135381, 0.00084541, 0.00139296, 0.00121914, 0.00148226, 0.00192411, 0.00122317, 0.00100628, 0.00127026, 0.00110532, 0.00123575, 0.00159793, 0.00217884
0.00113772, 0.00103636, 0.00130513, 0.00115791, 0.00182173, 0.00129287, 0.00000000, 0.00104570, 0.00210223, 0.00154902, 0.00162651, 0.00121949, 0.00454869, 0.00114501, 0.00128684, 0.00141982, 0.00906457, 0.00197080, 0.00158960, 0.00140933, 0.00143923, 0.00573568, 0.00137852, 0.00169029
0.00233237, 0.00117889, 0.00101015, 0.00150167, 0.00095393, 0.00105662, 0.00104570, 0.00000000, 0.00096930, 0.00103714, 0.00101565, 0.00156278, 0.00090774, 0.01500570, 0.00120588, 0.00115535, 0.00118359, 0.00094909, 0.00140837, 0.00096201, 0.00105586, 0.00140981, 0.00132516, 0.00101245
0.00101278, 0.00084863, 0.00103422, 0.00134695, 0.00115947, 0.00292345, 0.00210223, 0.00096930, 0.00000000, 0.00099289, 0.00178214, 0.00153287, 0.00090781, 0.00191698, 0.00103544, 0.00192790, 0.00135569, 0.00083699, 0.00117572, 0.00147741, 0.00368678, 0.00116810, 0.00305157, 0.00112049
0.00167289, 0.00119405, 0.00106118, 0.00154613, 0.00118701, 0.00085370, 0.00154902, 0.00103714, 0.00099289, 0.00000000, 0.00105689, 0.00125039, 0.00108457, 0.00090916, 0.00095837, 0.00345544, 0.00147866, 0.00096887, 0.00106874, 0.00145708, 0.00091842, 0.00113264, 0.00816088, 0.00100726
