Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.113783,-0.398189,0.449528,-0.471385,0.408143;0.102224,-0.377135,-0.872904,0.970674
1;-0.113783,-0.398189,0.466835,-0.471385,0.408143;0.0960463,-0.364686,-0.865669,0.96666
2;-0.113783,-0.398189,0.466835,-0.471385,0.408143;0.0960463,-0.364686,-0.865669,0.96666
3;-0.113783,-0.398189,0.466835,-0.471385,0.408143;0.0960463,-0.364686,-0.865669,0.96666
4;-0.113783,-0.398189,0.466835,-0.471385,0.408143;0.0960463,-0.364686,-0.865669,0.96666
5;-0.113783,-0.398189,0.466835,-0.471385,0.408143;0.0960463,-0.364686,-0.865669,0.96666
6;-0.384055,0.0938592,0.612318,-0.504364,-0.00596946;-0.200087,-0.325739,-0.116241,0.623492
7;-0.384055,0.0938592,0.643811,-0.504364,-0.00596946;-0.211328,-0.303084,-0.103076,0.616187
8;-0.333169,-0.445713,0.622903,0.67059,0.749177;0.455315,-0.539519,-2.03159,0.205019
9;-0.166305,-0.104289,0.597967,0.502232,0.556876;0.077448,0.0293256,-1.49302,0.171964
10;-0.218682,0.0589166,0.31344,0.817488,0.667061;0.233442,-0.114933,-1.81621,0.0146982
11;0.122054,-0.551338,0.431167,0.533897,0.788572;0.226923,0.0925008,-2.09849,0.404697
12;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
13;-0.166305,-0.104289,0.538708,0.502232,0.556876;0.0985998,-0.0133015,-1.5178,0.185709
14;-0.26669,-0.555518,0.817799,0.639426,0.696747;0.337614,-0.342195,-1.98008,0.174563
15;-0.184414,-0.120743,0.499282,0.00998791,0.508928;0.104171,-0.191934,-1.09823,0.573028
16;-0.166305,-0.104289,0.579253,0.502232,0.556876;0.0841279,0.0158637,-1.50085,0.176305
17;-0.218682,0.0589166,0.31344,0.817488,0.667061;0.233442,-0.114933,-1.81621,0.0146982
18;0.122054,-0.551338,0.431167,0.533897,0.788572;0.226923,0.0925008,-2.09849,0.404697
19;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
20;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
21;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
22;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
23;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
24;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
25;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
26;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
27;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
28;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
29;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
30;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
31;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
32;-0.166305,-0.104289,0.538708,0.502232,0.556876;0.0985998,-0.0133015,-1.5178,0.185709
33;-0.26669,-0.555518,0.817799,0.639426,0.696747;0.337614,-0.342195,-1.98008,0.174563
34;-0.184414,-0.120743,0.499282,0.00998791,0.508928;0.104171,-0.191934,-1.09823,0.573028
35;-0.166305,-0.104289,0.579253,0.502232,0.556876;0.0841279,0.0158637,-1.50085,0.176305
36;-0.218682,0.0589166,0.31344,0.817488,0.667061;0.233442,-0.114933,-1.81621,0.0146982
37;0.122054,-0.551338,0.431167,0.533897,0.788572;0.226923,0.0925008,-2.09849,0.404697
38;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
39;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
40;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
41;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
42;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
43;-0.166305,-0.104289,0.538708,0.502232,0.556876;0.0985998,-0.0133015,-1.5178,0.185709
44;-0.26669,-0.555518,0.817799,0.639426,0.696747;0.337614,-0.342195,-1.98008,0.174563
45;-0.184414,-0.120743,0.499282,0.00998791,0.508928;0.104171,-0.191934,-1.09823,0.573028
46;-0.166305,-0.104289,0.579253,0.502232,0.556876;0.0841279,0.0158637,-1.50085,0.176305
47;-0.218682,0.0589166,0.31344,0.817488,0.667061;0.233442,-0.114933,-1.81621,0.0146982
48;0.122054,-0.551338,0.431167,0.533897,0.788572;0.226923,0.0925008,-2.09849,0.404697
49;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
50;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
51;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
52;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
53;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
54;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
55;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
56;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
57;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
58;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
59;0.122054,-0.551338,0.376288,0.533897,0.788572;0.246511,0.0530242,-2.12143,0.417426
