Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.219874,0.271103,0.379045,0.368048,0.248566,-0.465956,0.342902,0.310322,0.106839,-0.497282,-0.303688,-0.413217,-0.528024,-0.185356,-0.372882,0.276693,-0.529238,-0.363638,-0.0783025,-0.156419,0.332911,0.0375384,0.270153,0.478758,-0.437511,-0.486679,-0.412306,0.209324,-0.0475912,-0.353875,0.382833,-0.337235,-0.438429,-0.227736,0.0103088,0.0745524,0.136243,-0.0519385,-0.417611,-0.534308,0.464837,0.195979,0.118481,0.325793,0.102275,-0.320973,-0.533234,0.100136,-0.249218,0.499897;-1.99185,2.98282,-1.37619,1.23151
1;-0.0778474,0.608803,-0.115725,-0.374413,0.12981,-0.73901,0.16841,0.308262,-0.0915435,-0.659853,0.342352,-0.515248,-0.428189,-0.328528,-0.0346593,-0.19194,-0.550935,-0.217579,-0.319617,0.0758769,0.0264682,-0.0119604,0.568724,0.717241,-0.365675,-0.455133,-0.182322,0.264805,0.0486861,-0.140932,0.3388,-0.054421,0.242953,0.0818564,-0.281953,0.552375,0.205297,-0.00849634,-0.431607,-0.695255,0.504796,-0.221079,0.114248,0.639335,-0.0829794,-0.0804792,-0.66848,-0.309787,-0.0544774,0.563198;-0.680436,-0.211775,-2.01688,3.01883
2;-0.222414,0.356635,-0.172752,-0.0873926,0.218848,-0.52789,0.159966,0.283206,-0.0848479,-0.587775,0.628176,-0.549587,-0.483826,-0.239768,-0.621751,0.297599,-0.260552,-0.623865,-0.385431,-0.109186,0.58329,-0.257758,0.664058,0.422271,-0.230148,-0.573561,-0.289334,0.170005,-0.244081,-0.625002,0.375837,0.0272106,0.247931,0.253163,-0.0493006,0.631969,0.198189,-0.011315,-0.36184,-0.639295,0.770197,0.0180201,0.053014,0.0769455,-0.31085,-0.271701,-0.642714,0.0617545,-0.347694,0.306281;-1.19165,-3.34848,-3.33855,1.10772
3;-0.0738695,0.288962,-0.36589,-0.258238,0.14629,-0.719856,0.258556,0.201098,-0.211043,-0.656104,0.643224,-0.312937,-0.47905,-0.435864,-0.435954,-0.051356,-0.327664,-0.321085,-0.393554,0.234768,0.673212,-0.691697,0.598838,0.565375,-0.113296,-0.195216,0.0697012,0.268931,-0.225443,-0.376132,0.386315,-0.343817,0.563,-0.0873412,-0.436187,0.653081,0.403211,-0.000732999,-0.197315,-0.678544,0.791031,0.260917,0.222536,0.262185,-0.234094,-0.144218,-0.593091,0.0889699,-0.588928,0.387819;0.0277048,-1.79838,-3.19331,0.757796
4;0.21477,0.496751,0.113531,-0.573227,0.17382,-0.824022,0.686213,0.146267,0.334371,-0.79713,0.351583,-0.313824,-0.589078,-0.275681,-0.780852,0.0203906,-0.157222,-0.772543,-0.058066,0.627327,0.847901,-0.816093,0.837543,0.336576,-0.366771,-0.643507,0.403489,-0.187178,0.102117,-0.565857,0.313785,0.308645,0.628487,0.500525,-0.351017,0.0340116,0.763179,-0.352021,0.150861,-0.867296,0.628236,-0.00732043,0.0460969,0.607752,-0.249968,0.253843,-0.695851,0.820994,-0.354186,-0.200423;0.641606,-3.75903,-3.40845,5.18828
5;0.187971,0.434854,-0.0594499,-0.655076,-0.0573234,-0.92247,0.709375,0.175095,0.351797,-0.660971,0.582721,-0.515608,-0.370012,-0.407069,-0.686447,-0.597419,-0.114444,-0.817071,-0.0865702,0.71329,0.7029,-0.823379,0.794958,0.438788,-0.554235,-0.577914,0.513237,-0.172423,0.0195894,-0.418942,0.399213,0.249563,0.545108,0.402586,-0.7044,0.165347,0.425959,-0.316444,0.333253,-0.91244,0.2079,0.066306,-0.416702,0.594794,-0.20057,0.552411,-0.746898,0.687806,-0.2224,-0.181092;0.895825,-5.19374,-1.54148,5.28616
6;0.454214,0.181539,0.202867,-0.312074,-0.248148,-0.902236,0.881483,-0.224045,0.256018,-0.0766558,0.387139,-0.605585,-0.163997,-0.360834,-0.532881,-0.790718,0.110046,-0.910166,0.156886,0.732688,0.737033,-0.576097,0.832865,0.228575,-0.629875,-0.809096,0.450008,-0.219559,0.540762,-0.573939,0.301335,0.453064,-0.0841662,0.146829,-0.925779,-0.432902,-0.1452,0.207085,0.598419,-0.774298,0.544234,0.129743,-0.731487,-0.291654,-0.399377,0.647154,-0.478868,0.814021,-0.40926,-0.221799;1.20608,-5.47365,0.927021,4.38763
7;0.785293,0.401739,0.270642,-0.326935,-0.199673,-0.762774,0.77703,-0.688782,-0.145838,0.0599817,0.0426261,-0.601833,-0.242381,0.161795,-0.0988917,-0.65924,-0.269083,-0.953574,0.368751,0.535263,0.310947,-0.620487,0.834394,0.573307,-0.0776703,-0.763,0.146359,-0.100905,0.892039,-0.397365,0.45856,0.550534,0.556596,-0.405841,-0.971818,-0.044615,-0.555089,0.674978,0.626721,-0.883607,0.600613,-0.400143,-0.870749,-0.408906,0.303168,0.927545,-0.725399,0.538438,-0.644848,0.329719;1.35461,-4.03278,3.32113,3.2789
8;0.119052,0.132137,0.329841,0.188804,0.62047,-0.818375,0.158618,0.315925,-0.335962,-0.6939,0.615844,-0.71236,-0.616024,-0.253375,-0.440418,-0.0448989,-0.820121,-0.899762,0.114991,0.264554,0.206034,0.0625222,0.816198,0.585544,-0.0370401,0.217949,0.0733312,0.0722318,-0.44255,-0.573514,0.451071,-0.0417151,0.249597,-0.285795,-0.605275,0.822643,0.657442,0.0161935,-0.36149,-0.841014,0.637932,0.101236,0.4065,-0.288058,-0.499941,0.319936,-0.503277,0.55246,-0.792436,0.358285;0.139176,-1.33747,-2.4513,2.22246
9;0.291133,0.347237,-0.430975,-0.277457,0.113289,-0.657283,0.0912613,0.109446,-0.248326,-0.856262,0.0317273,-0.453804,-0.634852,-0.280717,-0.204378,-0.335943,-0.736982,-0.600429,-0.441667,0.254553,0.447985,-0.331549,0.894623,0.560717,-0.281187,0.0125274,-0.0548525,0.200181,-0.284273,-0.403182,0.377475,-0.0835687,0.469489,0.202546,-0.606943,0.696006,0.482237,-0.0713394,-0.134269,-0.503624,0.864822,-0.22685,0.459313,0.058466,-0.320558,-0.0990234,-0.512793,0.0117957,-0.647804,0.412691;-0.252196,1.20585,-1.83669,2.86768
