Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.167349,0.187389,0.390914,-0.0244588,0.580726,0.576169,-0.139853,-0.3111,-0.643155,0.800138,-0.0837415,0.321744,-0.431108,-0.248239,0.386718,0.701763,-0.0541113,-0.162825,0.0987766,0.340492,-0.321416,-0.14093,-0.619507,0.340201,-0.541581,-0.632885,0.238593,-0.363972,0.704743,0.519668,0.255271,-0.11467,0.501502,-0.0501669,0.238005,0.688787,-0.0578716,0.69275,-0.249922,-0.463932,-0.681794,-0.157615,-0.680853,-0.462494,-0.127156,0.686334,0.105952,0.159401,-0.454773,0.567593;-6.47297,1.84391,-2.85161,3.16863
1;0.693379,-0.255151,0.659451,-0.079185,0.73855,0.720698,0.277409,-0.704961,-0.752124,0.852146,0.355341,0.562865,-0.0703726,-0.769964,-0.205384,0.318898,0.125968,-0.54687,-0.192894,-0.31651,-0.640611,-0.168683,-0.78666,0.316766,-0.464246,-0.853551,0.83291,-0.400781,0.866901,0.796321,0.711881,-0.708972,0.947121,0.453517,-0.124237,0.541004,-0.17086,0.389785,-0.508218,-0.30421,-0.385217,-0.587869,-0.35424,0.603277,-0.795398,0.755849,0.176397,0.0996913,-0.676436,0.868175;-1.97891,1.25268,-1.31419,5.14618
2;0.4521,-0.64104,0.74844,-0.81146,0.865595,0.850187,0.393129,-0.597313,-0.767918,0.859332,0.107085,0.53688,0.471089,-0.958363,0.61945,-0.096801,-0.584654,0.666609,-0.679244,0.193117,-0.761218,-0.324401,-0.758937,-0.117359,-0.421965,-0.868084,0.442589,-0.016059,0.932775,0.688147,0.566897,-0.721119,0.816973,0.745764,-0.246573,0.541204,-0.404173,0.724161,-0.547788,-0.313866,-0.529711,0.279264,-0.160875,0.808054,-0.881874,0.803828,0.260851,0.436435,-0.740718,0.824283;-0.413489,0.96085,-4.7598,6.82621
3;-0.303661,-0.785104,-0.0848244,-0.949135,0.733509,0.833071,0.821178,-0.163488,-0.0805816,0.828479,0.0896687,0.18158,0.976874,-0.981776,0.834382,0.0811217,-0.4809,0.0858939,-0.241947,0.195466,-0.866983,0.813468,-0.700693,0.38625,-0.460802,-0.768593,0.46856,0.568042,0.824712,0.927056,0.968571,-0.190108,0.467555,-0.233936,0.621836,0.71192,-0.714665,0.957809,-0.0855831,-0.161404,-0.252129,-0.0873843,0.407082,0.819618,-0.600758,0.880876,0.679528,0.857672,-0.58095,0.989264;1.83576,-0.00828255,-5.27393,6.97821
4;-0.14499,-0.845362,0.145034,-0.965158,0.696362,0.449139,0.831124,0.595744,-0.3863,0.894015,0.453238,0.629715,0.94828,-0.946453,0.862208,0.38954,-0.687396,-0.0601487,-0.848391,0.174051,-0.933024,0.772673,-0.538808,0.842946,-0.635082,-0.632148,0.6077,0.694116,0.72533,0.924844,0.988961,-0.496411,0.482569,-0.506398,0.605209,0.757014,-0.660722,0.982325,0.60991,-0.0713054,-0.0147454,-0.588531,0.385094,0.991914,-0.833616,0.763898,0.681238,0.797769,-0.186712,0.987145;7.35525,-3.35157,-6.08627,6.12883
5;-0.268565,-0.558552,0.765921,-0.91168,0.321123,0.567911,0.665089,0.258002,-0.821701,0.907353,0.262695,0.215356,0.637498,-0.818041,0.899591,0.857743,-0.272992,0.352703,-0.91452,0.768747,-0.766523,0.750206,0.0354369,0.557464,-0.726253,-0.565787,0.498963,-0.218275,0.704513,0.387373,0.943809,-0.376971,0.212734,0.322574,0.326978,0.808835,-0.29026,0.869196,0.472954,-0.0928131,-0.270801,0.123245,0.176082,0.992161,0.0285562,0.941253,0.311389,0.763791,0.683254,0.918232;1.08128,0.881445,-3.83861,3.54174
6;-0.238252,-0.337049,0.860978,-0.521828,-0.013859,0.666697,0.626426,-0.299515,-0.780846,0.902128,0.15613,-0.144265,0.436303,-0.290836,0.858114,0.858703,0.0352749,-0.486156,-0.222022,0.593483,-0.390207,0.700864,-0.827185,0.214466,-0.869813,-0.547429,0.463236,-0.630283,0.741412,0.645326,0.934368,-0.309778,0.278857,0.657862,0.42629,0.770828,-0.424775,0.753734,0.27054,-0.116146,-0.399076,0.0318643,-0.0365178,0.933246,0.0781664,0.95814,0.298604,0.728416,0.0209287,0.887611;-3.08989,5.55487,-3.96829,2.42295
7;0.0935326,-0.779691,0.881394,-0.856086,0.587474,0.620529,0.762671,-0.0392994,-0.458803,0.947946,0.378981,0.0383902,0.801302,-0.773973,0.794477,0.423673,-0.350425,-0.55695,-0.0571519,-0.431276,-0.654242,0.70678,-0.964082,0.609665,-0.84149,-0.61907,0.686445,0.617055,0.685808,0.965582,0.969945,-0.681976,0.644786,-0.031742,0.720505,0.547886,-0.708137,0.935627,0.520953,-0.127488,-0.436518,-0.524084,0.0889869,0.890609,-0.923289,0.870987,0.697542,0.690925,-0.662507,0.976408;1.81539,0.23821,-5.81032,5.48676
8;0.111693,-0.884732,0.722959,-0.980967,0.740276,0.451284,0.804167,0.0503131,-0.515371,0.939607,0.461642,0.408574,0.950925,-0.963221,0.872057,0.31809,-0.615681,0.64091,-0.922794,0.218259,-0.857617,0.7428,-0.503004,0.76723,-0.724136,-0.596449,0.41036,0.666662,0.60104,0.90084,0.972726,-0.655511,0.642539,-0.602894,0.647379,0.745078,-0.575099,0.964977,0.680489,-0.110531,-0.200947,-0.367007,0.409738,0.989508,-0.898878,0.847678,0.698183,0.829143,-0.0260071,0.984162;6.11339,-3.05115,-6.46472,6.0352
9;-0.326343,-0.478495,0.397261,-0.902102,0.331562,0.420122,0.647254,-0.230111,-0.81904,0.846385,0.30989,0.171674,0.738673,-0.810514,0.904035,0.825612,-0.224502,0.143031,-0.872355,0.795474,-0.743719,0.87586,-0.0346165,0.558487,-0.764988,-0.524595,0.551614,-0.35268,0.705417,0.422782,0.920866,-0.245769,0.274015,0.270956,0.359713,0.791549,-0.325347,0.903752,0.522672,-0.10704,-0.257898,0.358087,0.195151,0.977164,0.25664,0.951294,0.310943,0.739526,0.733515,0.914092;1.41757,1.95749,-2.38867,3.69814
