Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.456499,0.00269173,0.0915003,0.0759726,0.0754264,0.303589,-0.436207,-0.141666,-0.2691,0.513074,0.190973,-0.192913,-0.474428,-0.0772104,0.0223907,0.329095,0.0749166,0.325564,0.14163,0.126598,-0.0443387,-0.42072,-0.177175,0.125408,-0.445736,-0.366812,0.0745888,-0.425021,0.3595,0.506787,0.337819,0.316762,0.0340638,-0.223669,-0.27151,0.266244,-0.235292,0.296891,0.214535,-0.100644,-0.447788,-0.496979,-0.23013,-0.451469,0.139943,0.409231,-0.0667909,-0.393099,-0.126994,0.483711;0.434689,0.360498,7.37619,5.00881
1;-0.147412,0.101774,0.00943642,-0.318808,0.303129,0.188155,-0.41279,-0.368032,-0.423725,0.298393,0.0552378,-0.36266,-0.548801,-0.227141,-0.24869,0.389501,0.363061,0.12685,-0.0246786,-0.00545687,0.379163,-0.240729,-0.446121,-0.295124,-0.331614,-0.207594,0.418221,-0.495335,0.334731,0.124376,0.556296,-0.436745,0.542486,0.532333,-0.293562,0.314227,-0.327452,0.134708,0.107276,-0.121018,-0.453626,-0.843076,-0.269783,-0.349584,-0.00348531,0.622966,-0.146796,-0.298655,0.0798361,0.458941;-1.3641,1.16678,6.85125,7.10339
2;-0.326152,-0.149695,0.41158,-0.302695,0.276756,0.354142,-0.546017,-0.375611,-0.45662,0.284173,-0.0104019,-0.387856,-0.0956531,-0.471525,-0.250192,0.31576,0.127112,0.806793,-0.0898463,-0.0873352,-0.0261263,-0.265097,-0.429587,-0.3551,-0.501447,-0.10267,-0.0116561,-0.38433,0.480819,0.238327,0.107718,-0.440105,0.438213,0.517137,-0.138967,0.372925,-0.615958,0.239677,0.167821,-0.144117,-0.332842,-0.702061,-0.134142,-0.455412,-0.135838,0.663739,-0.12338,0.0864471,-0.356624,0.307683;-3.23479,1.05524,4.7392,6.69321
3;-0.034419,-0.329143,-0.307953,-0.741655,0.412687,0.377967,-0.157923,-0.697853,-0.303761,0.177689,0.473255,0.0675241,-0.00851126,-0.762826,-0.356819,-0.0387937,-0.242041,0.813848,-0.335154,-0.29754,-0.241614,-0.442568,-0.52892,-0.076831,-0.624422,-0.370655,0.484577,-0.0103586,0.487301,0.812783,0.732898,-0.391062,0.847573,0.135059,-0.48973,0.261601,-0.611425,0.686831,-0.316948,0.131392,-0.163728,-0.823967,0.306197,-0.28838,-0.273717,0.314708,0.0321111,0.0186974,-0.741823,0.780159;-2.4955,-0.0187623,3.09241,8.92119
4;0.337053,-0.721509,-0.0581997,-0.934401,0.93329,0.82827,-0.21551,-0.702819,-0.609876,0.371063,0.188658,0.794232,0.681797,-0.737657,-0.17477,-0.152692,-0.710623,0.915879,-0.943781,-0.268004,-0.747453,0.0915164,-0.750104,-0.454173,-0.21498,-0.821647,0.625152,-0.301093,0.799499,0.285287,0.716605,-0.571423,0.955557,0.551874,-0.048845,0.951675,-0.650164,0.958435,-0.358936,-0.413344,0.104885,-0.55559,0.0745766,0.133855,-0.147473,0.809443,0.431589,-0.0162194,-0.537305,0.953398;-5.30456,5.46339,-2.58296,8.31307
5;-0.202697,-0.928424,-0.221837,-0.979729,0.796054,0.816258,0.743683,0.1164,-0.112115,0.560928,0.414215,0.542656,0.951912,-0.96382,0.148772,-0.706551,0.0932341,0.717053,-0.939841,0.00413491,-0.660812,0.850729,-0.920879,-0.253331,-0.732434,-0.897874,0.208293,0.383047,0.343919,0.623215,0.986589,-0.515455,0.785204,-0.0810548,0.526552,0.993983,-0.878873,0.973303,-0.130239,-0.123882,-0.400598,-0.0998103,0.088801,0.761119,-0.538566,0.85985,0.460038,0.460514,-0.166963,0.994694;-7.3701,12.4616,-1.40318,6.19239
6;-0.752632,-0.755926,-0.892369,-0.968976,0.174865,0.223831,-0.00320471,0.0945892,-0.00626937,-0.083572,0.70751,0.632506,0.926111,-0.632414,0.347592,-0.936836,-0.802513,0.906405,-0.940812,0.0371046,-0.622345,0.25601,-0.757123,-0.400858,-0.63645,-0.765853,0.432163,0.484389,0.596943,0.594661,0.985911,-0.192214,0.660833,-0.379021,-0.307836,0.8989,-0.867928,0.951614,0.717979,0.019955,0.0156917,-0.496364,0.291375,0.971285,-0.747097,0.309288,0.214008,-0.778264,0.281154,0.938794;-6.04079,6.38459,-1.43894,6.91859
7;-0.824961,-0.735011,-0.949315,-0.989859,0.484834,0.378134,0.0148042,0.614626,0.179524,-0.144055,0.429097,0.43732,0.891449,0.183859,0.362587,-0.843,-0.431983,0.937354,-0.973489,0.134659,0.232961,0.0766831,-0.888634,-0.82139,-0.855575,-0.782653,0.734626,0.153687,0.20085,-0.293147,0.989698,0.117717,0.544652,-0.364935,-0.268347,0.993041,-0.88887,0.959132,0.270341,0.0476615,0.0417653,-0.823403,0.303236,0.82831,-0.351778,0.0545698,0.299251,-0.746401,0.453047,0.975587;-0.407101,8.94147,0.810846,6.33703
8;-0.873576,-0.49745,-0.816074,-0.939724,0.26942,0.327654,-0.635104,0.520519,-0.186526,-0.29186,0.234274,0.233409,0.524578,0.649868,0.29509,-0.447848,0.353288,0.947886,-0.926756,0.440557,-0.16787,0.248581,-0.684371,-0.835724,-0.767478,-0.571286,0.296353,-0.507306,0.682103,-0.858785,0.85897,0.190191,0.469506,0.539307,-0.316337,0.997132,-0.897861,0.861567,0.145128,0.0386153,-0.132256,-0.42901,-0.122673,0.703469,0.583662,0.473139,-0.287624,-0.828143,0.658829,0.728889;-0.761667,6.64807,5.67011,8.28682
9;-0.810531,0.0928332,-0.531073,-0.728818,-0.241122,0.583378,-0.526805,0.362807,-0.223386,-0.215028,0.279528,-0.293145,0.246272,0.767661,0.0755652,-0.413932,0.729467,0.843573,-0.663331,-0.0498204,0.117829,-0.172758,-0.88848,-0.908658,-0.803357,-0.508335,0.0943305,-0.447599,0.368293,-0.740605,0.935328,0.141753,0.476806,0.818587,-0.425988,0.996772,-0.88555,0.734441,-0.185726,0.00580639,-0.308637,-0.631339,-0.366068,0.0188743,0.0654026,0.556713,-0.293491,-0.874283,-0.0895808,0.476126;-0.267734,5.24548,9.91274,8.81106
