Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;1
9;3
10;1
11;3
12;3
13;1
14;3
15;3
16;3
17;4
18;1
19;3
20;1
21;3
22;3
23;3
24;3
25;3
26;3
27;3
28;3
29;3
30;3
31;1
32;1
33;3
34;3
35;3
36;3
37;4
38;1
39;3
40;1
41;3
42;3
43;3
44;3
45;3
46;3
47;3
48;3
49;3
50;4
51;1
52;3
53;1
54;3
55;3
56;3
57;3
58;4
59;1
60;3
61;1
62;3
63;3
64;3
65;3
66;3
67;3
68;3
69;3
70;3
71;3
72;3
73;1
74;1
75;3
76;3
77;3
78;4
79;1
80;3
81;1
82;3
83;3
84;3
85;3
86;3
87;3
88;3
89;3
90;3
91;3
92;1
93;3
94;1
95;3
96;3
97;4
98;1
99;3
100;1
101;3
102;3
103;3
104;3
105;3
106;3
107;3
108;3
109;3
110;3
111;1
112;1
113;3
114;3
115;3
116;3
117;4
118;1
119;3
120;1
121;3
122;3
123;3
124;3
125;3
126;3
127;3
128;3
129;3
130;3
131;4
132;1
133;3
134;1
135;3
136;3
137;3
138;4
139;1
140;3
141;1
142;3
143;3
144;3
145;3
146;3
147;3
148;3
149;3
150;3
151;3
152;1
153;1
154;3
155;3
156;3
157;3
158;4
159;1
160;3
161;1
162;3
163;3
164;3
165;3
166;3
167;3
168;3
169;3
170;3
171;4
172;1
173;3
174;1
175;3
176;3
177;3
178;3
179;4
180;1
181;3
182;1
183;3
184;3
185;3
186;3
187;3
188;3
189;3
190;3
191;3
192;3
193;3
194;1
195;1
196;3
197;3
198;3
199;4
200;1
201;3
202;1
203;3
204;3
205;3
206;3
207;3
208;3
209;3
210;3
211;3
212;3
213;1
214;3
215;1
216;3
217;3
218;4
219;1
220;3
221;1
222;3
223;3
224;3
225;3
226;3
227;3
228;3
229;3
230;3
231;3
232;1
233;1
234;3
235;3
236;3
237;3
238;4
239;1
240;3
241;1
242;3
243;3
244;3
245;3
246;3
247;3
248;3
249;3
250;3
251;3
252;1
253;1
254;3
255;3
256;3
257;3
258;4
259;1
260;3
261;1
262;3
263;3
264;3
265;3
266;3
267;3
268;3
269;3
270;3
271;3
272;1
273;1
274;3
275;3
276;3
277;3
278;4
279;1
280;3
281;1
282;3
283;3
284;3
285;3
286;3
287;3
288;3
289;3
290;3
291;3
292;1
293;1
294;3
295;3
296;3
297;3
298;4
299;1
300;0
