Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.19897,0.441205,-0.812542,0.675721,-0.113604,-0.479999,0.744569,-0.622712,0.648927,0.488438,-0.273172,0.418608,-0.788663,-0.504115,-0.496731,-0.680351,0.781085,-0.822831,-0.511048,-0.300194,0.13333,-0.0778657,0.470131,0.190267,-0.260484,-0.386484,-0.546108,0.506542,0.00173955,-0.718648,0.435169,-0.205082,0.427239,0.113893,0.101768,-0.55971,0.361985,-0.575006,-0.386484,0.47825,0.0593497,0.473519,-0.554735,-0.26219,-0.486763,0.755714,-0.443856,-0.644624,-0.849095,0.592293;-2.97748,2.06307,-0.608167,2.25591
1;0.526154,0.924494,-0.826728,0.753148,-0.638754,0.204295,0.843527,-0.600604,0.939591,0.709756,-0.185269,0.190075,-0.936008,-0.781639,-0.496354,-0.97011,0.756915,-0.672135,-0.104922,-0.739428,-0.0778205,-0.356857,0.501091,0.154971,0.789612,-0.795675,-0.0366131,0.0751934,-0.556089,-0.848633,-0.415168,-0.485724,-0.250496,-0.246961,0.766477,0.733375,0.651866,-0.500758,0.500476,0.914964,-0.602137,0.421426,-0.669978,-0.789075,-0.977209,-0.0755867,-0.452152,-0.800261,-0.988305,0.835811;-2.33737,4.48193,-1.74617,4.06761
2;-0.363285,0.78187,-0.951227,0.654916,-0.378961,0.115941,0.95864,-0.203023,0.873048,0.849402,0.443724,0.202041,-0.678301,-0.804475,-0.111677,-0.766639,0.339272,-0.333932,-0.367067,-0.786319,0.49565,-0.772451,-0.137831,0.637018,0.270595,-0.409988,-0.644128,0.903218,-0.275938,-0.984963,0.787384,-0.619025,-0.0838363,-0.356217,0.528663,-0.0800747,0.687123,-0.53154,0.0822864,0.395353,-0.193398,0.134355,-0.588861,0.0495352,-0.587092,0.651014,0.0718356,-0.796205,-0.986382,0.77112;-2.99704,2.25328,-4.19999,3.356
3;-0.0598325,0.957978,-0.563772,0.766882,0.272436,0.346472,0.747139,0.478239,0.914509,0.951402,0.665094,0.105727,-0.277606,-0.552849,-0.210321,-0.951819,0.623575,-0.276383,-0.0909964,-0.771926,-0.085359,0.325451,-0.0177086,-0.0384504,0.780343,-0.591026,-0.700251,0.692391,-0.416273,-0.972923,0.0627986,-0.372771,-0.411765,-0.542419,0.0778649,0.772607,0.784093,-0.749032,-0.126357,0.749892,-0.525632,-0.210763,-0.440337,-0.129906,-0.914614,0.480065,-0.343031,-0.911691,-0.9908,0.886368;0.0283976,3.24567,-4.38362,3.72415
4;-0.472899,0.938919,-0.609924,0.733956,0.277157,0.630689,0.846749,0.330484,0.941527,0.916783,0.682692,0.742109,-0.45487,-0.539569,-0.183864,-0.702219,0.652611,-0.310054,0.0985917,-0.725089,-0.00258915,0.201164,-0.135193,-0.175125,0.755684,-0.60704,-0.54806,0.495021,-0.661818,-0.966636,0.479833,-0.16251,-0.229324,-0.770068,0.440086,0.553024,0.811348,-0.605011,-0.297211,0.474214,-0.390412,0.214785,-0.601939,-0.145672,-0.789566,0.783866,-0.363592,-0.897157,-0.991984,0.830451;-0.6755,3.11398,-3.68819,3.23514
5;-0.438594,0.944554,-0.636795,0.806547,0.294661,0.583988,0.820617,0.531516,0.900543,0.934649,0.785007,0.64908,-0.333033,-0.643339,-0.163572,-0.777792,0.742271,-0.360444,-0.0863273,-0.781243,0.0827633,0.297823,0.111189,-0.0424712,0.660698,-0.624612,-0.645311,0.419146,-0.702932,-0.951932,0.304139,0.211789,-0.1622,-0.749892,0.211695,0.687723,0.867626,-0.656913,-0.48599,0.448901,-0.208524,0.166251,-0.547433,-0.143002,-0.913428,0.830544,-0.38017,-0.912786,-0.989407,0.84383;-0.707549,3.15073,-4.21432,2.76434
6;-0.877399,0.813545,-0.436253,0.609465,0.325896,-0.098626,0.828659,0.707436,0.719083,0.917945,0.828069,0.662744,0.0137542,-0.160507,0.446898,-0.102065,0.328806,0.100902,0.19006,-0.708635,0.405002,-0.599264,0.0683492,-0.0891038,0.201128,-0.812815,-0.127764,0.748343,0.0588566,-0.938993,-0.219588,-0.507089,-0.240945,-0.756157,0.141168,0.615407,0.43617,-0.205115,-0.279032,-0.00545007,-0.0195534,0.592778,-0.0485776,0.592399,-0.859431,0.623391,0.306035,-0.714713,-0.931586,0.364443;2.02516,1.13369,-4.11325,2.54081
7;-0.907319,0.893536,-0.297531,0.693785,0.584395,-0.199768,0.679811,0.698503,0.414943,0.887906,0.817919,0.161681,0.291268,-0.0765341,0.445392,-0.705108,0.179137,0.191962,0.0580814,-0.589085,0.197784,-0.612376,0.157272,-0.236935,0.380971,-0.726593,-0.299486,0.780241,0.022735,-0.965913,-0.494511,-0.24028,-0.341681,-0.864597,0.11313,0.727073,0.212616,-0.0685358,-0.139611,-0.0332028,0.227011,0.348704,0.104403,0.650266,-0.891195,0.632916,0.327004,-0.747987,-0.905238,0.295761;3.62262,0.0083042,-5.61732,3.32113
8;-0.582947,0.964461,-0.669994,0.882807,0.568405,0.617521,0.584078,0.476959,0.854575,0.938427,0.728191,0.254739,-0.245938,-0.552633,-0.227967,-0.943468,0.645912,-0.397937,0.21109,-0.544173,-0.121927,0.336926,0.185443,-0.595226,0.811293,-0.48766,-0.732654,0.400535,-0.67042,-0.975517,0.145149,0.332626,-0.225742,-0.910113,0.347937,0.760356,0.774548,-0.478794,-0.586318,0.391751,-0.0739538,0.11505,-0.456749,-0.0485512,-0.909903,0.877857,-0.364886,-0.915962,-0.974757,0.805879;1.19904,2.5688,-5.29972,3.5978
9;-0.527303,0.931511,-0.826363,0.83497,0.283536,0.666582,0.76205,0.541302,0.931916,0.946533,0.784889,0.621841,-0.496594,-0.754263,-0.274143,-0.684624,0.749426,-0.473493,0.119418,-0.692102,0.199046,0.277404,0.147249,-0.281082,0.698484,-0.652389,-0.661514,0.134653,-0.736696,-0.946698,0.465021,-0.0144118,-0.127155,-0.819203,0.318359,0.666396,0.867384,-0.617176,-0.491725,0.205906,-0.10363,0.411851,-0.421648,-0.15536,-0.917428,0.856895,-0.407671,-0.910853,-0.984858,0.838818;-0.167962,3.68556,-4.34331,2.99262
10;-0.889063,0.800274,-0.543065,0.703414,0.280694,-0.122915,0.829593,0.75155,0.714646,0.916228,0.835245,0.601265,0.0297054,-0.300656,0.415764,-0.204663,0.372274,0.121414,0.141022,-0.702781,0.489336,-0.615471,0.263688,-0.169022,0.0551143,-0.81785,-0.104449,0.72904,-0.0036833,-0.93478,-0.0193057,-0.447393,-0.24181,-0.750887,0.0643213,0.61502,0.472636,-0.289817,-0.121487,-0.129816,0.195382,0.624453,0.0835079,0.579066,-0.846578,0.627987,0.305449,-0.721061,-0.937341,0.336326;2.27505,1.05426,-4.05185,2.50889
11;-0.910025,0.892551,-0.411434,0.734428,0.556716,-0.255178,0.699395,0.693024,0.45807,0.887817,0.804206,0.191493,0.175927,-0.130792,0.393724,-0.757609,0.159944,0.184544,0.0982887,-0.588684,0.192294,-0.521315,0.237286,-0.446349,0.306227,-0.757696,-0.192029,0.824974,0.0663561,-0.958604,-0.413555,-0.179458,-0.357255,-0.877776,0.0352188,0.732855,0.172756,-0.102806,-0.125575,-0.083671,0.22442,0.30677,0.113047,0.647305,-0.896846,0.574081,0.342755,-0.782421,-0.897941,0.276891;3.80684,0.288062,-5.41836,3.48958
