Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.262658,0.395871,0.0663261,0.22522,0.515133,-0.371051,0.21236,0.344239,0.522173,-0.427544,0.163152,-0.0201387,-0.490495,0.507048,0.494665,0.395118,-0.401126,-0.00999974,0.157655,-0.178294,0.13976,0.121015,0.0979377,0.184263,0.340764;0.722037,-5.48612,-1.05786,-0.974309
1;0.582306,0.510755,0.0663261,0.0767915,0.409111,-0.489593,0.21236,0.128541,0.403929,-0.101962,0.256805,-0.103262,-0.629081,0.484808,0.332335,0.766425,-0.230245,0.110974,0.541024,-0.0502384,0.554914,-0.138014,-0.183285,-0.295325,0.262827;-1.4265,-4.76353,-2.25553,-2.03663
2;-0.0321105,0.567586,0.0663261,0.155825,0.656308,-0.390495,0.21236,0.273456,0.506522,-0.27124,0.463014,-0.513173,-0.71648,0.484808,-0.0505076,0.818269,0.234152,0.179299,0.30326,-0.00876825,0.547794,-0.236973,-0.392624,-0.275553,0.239496;-1.99549,-7.80592,-3.89706,-2.33513
3;-0.270082,0.676263,0.0663261,0.102725,0.647974,-0.458267,0.21236,0.197386,0.383551,-0.449059,0.339256,-0.481614,-0.672346,0.484808,0.522768,0.842842,-0.219625,0.322949,0.479254,-0.0434442,0.552986,0.144251,-0.419385,-0.275553,0.227849;-2.11302,-7.46347,-4.14463,-0.817949
4;0.180131,0.613764,0.0663261,0.139122,0.647974,-0.423285,0.21236,0.248819,0.23547,-0.51921,0.432298,-0.538482,-0.70381,0.484808,0.689727,0.781657,-0.589009,0.23806,0.653895,-0.019736,0.52033,0.142668,-0.431823,-0.275553,0.205398;-2.55672,-4.72495,-3.08362,0.108486
5;0.241403,0.661361,0.0663261,0.120376,0.647974,-0.447084,0.21236,0.213697,0.171283,-0.638381,0.516348,-0.472197,-0.681547,0.484808,0.345878,0.740833,-0.223181,0.302312,0.674663,-0.0319779,0.511904,-0.14571,-0.400559,-0.275553,0.218337;-2.34692,-4.49129,-3.0082,-0.526236
6;-0.320779,0.553803,-0.309188,-0.0978979,0.802563,-0.537818,0.345747,0.419946,-0.127889,-0.786433,0.769524,-0.570061,-0.605293,0.645044,0.708663,0.893404,0.399683,0.714422,0.672504,0.374661,0.671513,0.0897139,-0.571341,0.249242,0.321424;-3.3609,-2.74227,-3.77512,-0.807972
7;-0.25269,0.688,-0.309188,-0.159399,0.617441,-0.596063,0.345747,0.5851,0.00150794,-0.908458,0.768975,-0.764173,-0.795873,0.732347,0.860247,0.908516,-0.232764,0.794965,0.824536,0.401645,0.767176,0.431598,-0.478305,0.0991811,0.342172;-3.17344,-2.66723,-3.51231,0.38837
8;-0.240798,0.865279,-0.024756,-0.0944679,0.677811,-0.741102,0.23088,0.837454,-0.469376,-0.948378,0.908747,-0.88304,-0.717348,0.440008,0.894289,0.915462,-0.617268,0.911479,0.902777,0.454681,0.81448,0.185404,-0.805197,-0.480301,0.651791;-4.8004,-0.894055,-5.03124,2.04427
9;0.207729,0.951271,-0.176392,0.226733,0.933407,-0.789853,-0.0663236,0.61429,-0.701858,-0.966138,0.936079,-0.927929,-0.76345,0.731473,0.849076,0.889849,-0.273903,0.974542,0.974109,0.30778,0.668122,0.342638,-0.909941,-0.0794936,0.689066;-3.39651,-1.70674,-5.49847,1.49318
10;-0.221563,0.960207,-0.116156,0.254087,0.78632,-0.582101,0.333284,0.0616855,-0.377454,-0.961268,0.981784,-0.952442,-0.504553,0.827017,0.794398,0.936986,-0.0623851,0.953451,0.990962,-0.16808,0.249937,-0.0618509,-0.957112,0.201883,0.802885;-2.53285,-4.38311,-5.04411,-0.705857
11;-0.789622,0.96327,-0.116156,0.0795749,0.693848,-0.249487,0.333284,0.0338606,0.061001,-0.968428,0.982158,-0.953311,-0.543603,0.81836,0.94171,0.930066,-0.241056,0.956446,0.990663,-0.237803,-0.410426,0.093156,-0.962235,0.111748,0.802196;1.28991,-6.24876,-5.71297,-1.11547
12;-0.0338677,0.893722,-0.440735,-0.377399,0.849914,-0.393758,0.0589966,0.0585604,-0.212665,-0.8683,0.874559,-0.822375,-0.898963,0.892497,0.957445,0.884868,-0.340661,0.944517,0.967556,0.101006,-0.0746889,0.643084,-0.715728,0.0922414,0.357475;0.180613,-2.7656,-4.32376,0.481405
13;0.577673,0.872163,-0.440735,-0.354175,0.853838,-0.458767,0.0589966,0.481217,-0.357358,-0.831056,0.871136,-0.923975,-0.966394,0.918355,0.745022,0.918642,0.0428795,0.935204,0.961819,0.150717,0.0920132,0.430629,-0.590288,0.0207427,0.370553;-0.324762,-1.06153,-3.97554,0.0152468
14;-0.0533195,0.947762,-0.176392,-0.252002,0.865967,-0.720486,-0.0663236,0.753319,-0.61045,-0.93394,0.940471,-0.958207,-0.935862,0.806485,0.481952,0.937522,0.36537,0.973101,0.968481,0.215774,0.477293,0.183133,-0.857037,-0.495002,0.688282;-2.13584,-1.83174,-6.01165,0.308217
15;0.267291,0.900224,0.135291,0.487455,0.968437,-0.707164,-0.10691,0.284678,-0.718519,-0.96811,0.947688,-0.905688,-0.71796,0.693496,0.928877,0.968547,-0.381919,0.978016,0.946484,0.333013,0.883353,0.560464,-0.797724,-0.658737,0.413333;-3.41188,-3.93325,-7.56331,1.75928
16;-0.01001,0.940156,-0.124613,0.685264,0.970261,-0.688788,-0.0123151,-0.663854,0.100667,-0.983396,0.974269,-0.918251,-0.200336,0.377547,0.922086,0.906841,-0.671196,0.954185,0.983426,-0.482069,0.70628,-0.488117,-0.972062,-0.60978,0.554399;-5.69397,-9.02969,-7.33712,1.90427
17;-0.915144,0.942944,-0.124613,0.781738,0.968082,-0.274368,-0.0123151,-0.762166,0.225159,-0.946041,0.975411,-0.865698,0.282394,0.472113,0.978699,0.830615,-0.451551,0.95592,0.983183,-0.486993,-0.12925,-0.461364,-0.959208,-0.382306,0.548375;-0.621264,-10.2385,-8.58616,-0.272323
18;-0.929604,0.943046,-0.124613,0.639793,0.955719,-0.221712,-0.0123151,-0.800402,0.330711,-0.92454,0.975403,-0.81774,0.30848,0.472113,0.996842,0.726023,-0.883406,0.955993,0.981553,-0.58972,-0.247273,-0.0401719,-0.955268,-0.457614,0.547952;0.921382,-10.1452,-7.88507,0.330749
19;-0.818528,0.962663,-0.116156,0.130651,0.871444,0.153651,0.333284,-0.344685,-0.374113,-0.77051,0.98195,-0.856861,0.131031,0.819599,0.990876,0.733124,-0.749509,0.956048,0.989361,-0.352809,-0.835436,0.283161,-0.950776,0.426602,0.803518;3.44326,-3.65837,-5.05897,-1.87202
20;0.18971,0.893689,-0.440735,-0.549478,0.771859,-0.197502,0.0589966,0.00654931,0.0854305,-0.930441,0.874368,-0.738824,-0.88604,0.892497,0.963818,0.781113,-0.469155,0.9445,0.950104,-0.0398031,-0.484479,0.574942,-0.651035,0.0910529,0.35759;2.41108,-2.78897,-3.75679,0.223052
21;0.268993,0.82732,0.0663261,-0.279472,0.464401,-0.36211,0.21236,0.725496,-0.205304,-0.668279,0.638472,-0.847889,-0.959934,0.637981,0.344978,0.783369,-0.399996,0.565872,0.924945,-0.110602,0.303601,-0.0884346,-0.122195,-0.589875,0.159847;-1.56105,-1.81329,-2.6957,0.23526
22;-0.0612976,0.750104,0.0663261,-0.0194586,0.762575,-0.637042,0.21236,0.567515,-0.0705736,-0.877575,0.629109,-0.745077,-0.891106,0.484808,0.298655,0.832311,0.0496125,0.434738,0.81879,-0.0533612,0.718972,-0.140538,-0.401447,-0.406259,0.173833;-3.88565,-4.07,-3.2275,0.419096
23;-0.285321,0.746606,0.0663261,0.233112,0.700186,-0.58035,0.21236,0.361608,-0.202869,-0.831588,0.587547,-0.619377,-0.765615,0.484808,0.558896,0.859577,-0.25569,0.429057,0.863419,0.042841,0.67727,0.113768,-0.426512,-0.275553,0.190017;-3.03332,-4.15122,-3.61548,0.737037
24;0.00377905,0.730335,0.0663261,0.203686,0.647974,-0.497095,0.21236,0.120618,-0.122163,-0.840987,0.605427,-0.443324,-0.623769,0.484808,0.677456,0.813442,-0.569759,0.403449,0.844462,0.0230099,0.598949,0.140926,-0.440201,-0.275553,0.190748;-2.39476,-3.51284,-3.21313,0.84785
25;0.0998306,0.737479,0.0663261,0.159813,0.647974,-0.386655,0.21236,0.150069,-0.12967,-0.769764,0.597905,-0.438164,-0.642152,0.484808,0.483685,0.769897,-0.393251,0.414544,0.844798,-0.00614125,0.461308,-0.0628982,-0.416923,-0.275553,0.194144;-1.87907,-3.24133,-3.07825,0.171531
26;-0.164277,0.734512,0.0663261,0.100654,0.647974,-0.400861,0.21236,0.193476,-0.0620179,-0.771075,0.598039,-0.447143,-0.668821,0.484808,0.413207,0.765708,-0.205082,0.409889,0.823576,-0.0447863,0.46397,-0.0638311,-0.394438,-0.275553,0.192654;-1.6377,-4.02667,-3.15836,-0.0725517
27;-0.207592,0.734558,0.0663261,0.108313,0.647974,-0.421451,0.21236,0.250799,-0.0609836,-0.747093,0.589493,-0.493691,-0.703364,0.484808,0.626842,0.782085,-0.431961,0.409973,0.824698,-0.0398204,0.491775,0.0992953,-0.392249,-0.275553,0.193273;-1.85076,-4.07987,-3.11659,0.532494
28;0.0660769,0.731137,0.0663261,0.11939,0.647974,-0.447988,0.21236,0.243467,-0.0389062,-0.761418,0.589948,-0.497653,-0.699399,0.484808,0.652553,0.752487,-0.528234,0.404661,0.81598,-0.0326196,0.526798,0.0647552,-0.400781,-0.275553,0.193263;-2.29303,-3.6349,-2.87801,0.715869
29;0.0679139,0.73132,0.0663261,0.133623,0.647974,-0.444636,0.21236,0.232813,-0.0526936,-0.75387,0.586402,-0.469983,-0.692446,0.484808,0.451965,0.757255,-0.292751,0.404944,0.820134,-0.0233339,0.506716,-0.0808482,-0.385312,-0.275553,0.193977;-2.10931,-3.71278,-2.99175,0.0893569
30;-0.175478,0.729893,0.0663261,0.131828,0.647974,-0.439743,0.21236,0.219041,-0.046195,-0.750637,0.588094,-0.46113,-0.684259,0.484808,0.447054,0.789539,-0.219136,0.402732,0.817134,-0.024507,0.509575,-0.0255643,-0.387819,-0.275553,0.193939;-1.81471,-4.26037,-3.24578,-0.0356583
31;-0.269166,0.595203,-0.309188,-0.101859,0.802563,-0.539983,0.345747,0.410281,-0.22982,-0.850271,0.803275,-0.588482,-0.598486,0.645044,0.867229,0.883483,-0.0517026,0.739617,0.753321,0.372449,0.69309,0.271126,-0.591271,0.249242,0.30804;-3.54125,-1.81007,-3.31421,0.156102
32;0.0595065,0.703004,-0.309188,-0.158248,0.617441,-0.592494,0.345747,0.58775,-0.0579909,-0.925694,0.788738,-0.762543,-0.797326,0.732347,0.845666,0.896755,-0.278501,0.804041,0.848758,0.40228,0.757478,0.319246,-0.473562,0.0991811,0.334224;-3.46824,-1.77254,-3.2161,0.461263
33;-0.340781,0.869494,-0.024756,-0.0963956,0.677811,-0.741784,0.23088,0.837103,-0.481875,-0.953577,0.911336,-0.88062,-0.716494,0.440008,0.80499,0.91599,-0.340004,0.913938,0.906885,0.453689,0.813074,0.0364674,-0.802625,-0.480301,0.649916;-4.86377,-1.14122,-5.26053,1.60914
34;-0.0588877,0.951482,-0.176392,0.227085,0.933407,-0.789777,-0.0663236,0.615513,-0.704287,-0.966791,0.936394,-0.928274,-0.764347,0.731473,0.876155,0.89743,-0.286183,0.974639,0.974458,0.307996,0.668661,0.436769,-0.909997,-0.0794936,0.688586;-3.17313,-2.17582,-5.64955,1.59275
