Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;2
9;3
10;2
11;2
12;2
13;4
14;2
15;3
16;3
17;3
18;2
19;3
20;2
21;2
22;3
23;4
24;2
25;2
26;3
27;2
28;2
29;3
30;4
31;2
32;2
33;3
34;2
35;2
36;3
37;4
38;2
39;2
40;3
41;2
42;2
43;3
44;4
45;2
46;2
47;3
48;2
49;2
50;3
51;4
52;2
53;2
54;3
55;2
56;2
57;3
58;4
59;2
60;2
61;3
62;2
63;2
64;3
65;4
66;2
67;2
68;3
69;2
70;2
71;3
72;4
73;2
74;2
75;3
76;2
77;2
78;3
79;4
80;2
81;2
82;3
83;2
84;2
85;3
86;4
87;2
88;2
89;3
90;2
91;2
92;3
93;4
94;2
95;2
96;3
97;2
98;2
99;3
100;4
101;2
102;2
103;3
104;2
105;2
106;3
107;4
108;2
109;2
110;3
111;2
112;2
113;3
114;4
115;2
116;2
117;3
118;2
119;2
120;3
121;4
122;2
123;2
124;3
125;2
126;2
127;3
128;4
129;2
130;2
131;3
132;2
133;2
134;3
135;4
136;2
137;2
138;3
139;2
140;2
141;3
142;4
143;2
144;2
145;3
146;2
147;2
148;3
149;4
150;2
151;2
152;3
153;2
154;2
155;3
156;4
157;2
158;2
159;3
160;2
161;2
162;3
163;4
164;2
165;2
166;3
167;2
168;2
169;3
170;4
171;2
172;2
173;3
174;2
175;2
176;3
177;4
178;2
179;2
180;3
181;2
182;2
183;3
184;4
185;2
186;2
187;3
188;2
189;2
190;3
191;4
192;2
193;2
194;3
195;2
196;2
197;3
198;4
199;2
200;2
201;3
202;2
203;2
204;3
205;4
206;2
207;2
208;3
209;2
210;2
211;3
212;4
213;2
214;2
215;3
216;2
217;2
218;3
219;4
220;2
221;2
222;3
223;2
224;2
225;3
226;4
227;2
228;2
229;3
230;2
231;2
232;3
233;4
234;2
235;2
236;3
237;2
238;2
239;3
240;4
241;2
242;2
243;3
244;2
245;2
246;3
247;4
248;2
249;2
250;3
251;2
252;2
253;3
254;4
255;2
256;2
257;3
258;2
259;2
260;3
261;4
262;2
263;2
264;3
265;2
266;2
267;3
268;4
269;2
270;2
271;3
272;2
273;2
274;3
275;4
276;2
277;2
278;3
279;2
280;2
281;3
282;4
283;2
284;2
285;3
286;2
287;2
288;3
289;4
290;2
291;2
292;3
293;2
294;2
295;3
296;4
297;2
298;2
299;3
300;0
