Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.534418,-0.173169,-0.352997,-0.435176,0.488381,-0.0895481,0.461666,0.0160516,-0.143782,-0.407851,0.0741789,0.369815,0.385431,0.0584418,0.0198928,-0.240282,-0.397476,0.21105,-0.121445,-0.447152,-0.359511,-0.0329504,0.471937,0.514133,0.469603,0.496038,-0.163719,-0.285984,-0.505842,0.391996,0.170414,-0.413424,-0.305701,-0.059832,0.229966,0.511305,-0.269598,0.532055,0.023939,-0.475927,0.462526,0.179142,0.34584,-0.520248,-0.118263,-0.50923,0.0539835,-0.280081,0.355147,-0.526389;0.628124,0.485023,0.0520662,-0.258851
1;-0.478614,0.0809523,-0.56685,-0.690864,0.543301,0.339708,0.534743,0.159149,-0.741794,-0.770199,0.0758115,-0.0545304,0.508253,0.188441,0.225716,0.168421,-0.491354,0.122602,-0.173809,-0.712576,-0.410147,-0.0410922,0.477013,0.799966,0.318336,0.356334,-0.260512,-0.631998,-0.466945,0.483732,0.0889853,-0.316103,-0.283118,-0.0235163,-0.278062,0.18533,-0.0961265,0.370592,0.431111,-0.148304,0.0775272,-0.310318,-0.123055,-0.427178,-0.302001,-0.394271,-0.341665,-0.317791,-0.0469052,-0.468742;0.651803,0.379934,0.406603,1.77311
2;-0.581697,-0.159583,-0.6111,-0.454183,0.470817,-0.0631222,0.358197,-0.092771,-0.384821,-0.707835,-0.050315,-0.213012,0.502603,-0.00977075,0.193825,-0.217826,-0.560656,-0.305614,-0.165953,-0.628887,-0.592441,0.110705,0.568479,0.679933,0.388434,0.74909,-0.178149,-0.64925,-0.66216,0.6702,0.161942,-0.127782,-0.34834,-0.272372,-0.100279,-0.338267,-0.00286275,0.508728,0.213864,-0.0170935,0.238278,-0.217082,-0.186577,-0.544431,-0.425951,-0.329068,-0.325,-0.185623,-0.115481,-0.678618;1.63671,0.38174,-0.472006,1.19954
3;-0.559582,-0.14349,-0.475129,-0.320077,0.672897,-0.20446,0.447257,-0.077528,-0.684857,-0.816538,-0.0509445,-0.477519,0.511897,-0.0571859,0.170176,0.270143,-0.52669,-0.455511,-0.179935,-0.706915,-0.597923,0.110013,0.409947,0.699671,0.349275,0.560601,-0.323114,-0.732114,-0.558798,0.609218,0.0424311,-0.219644,-0.166149,-0.264676,0.0100035,-0.300525,-0.0481113,0.49568,0.339741,-0.00674032,0.0663112,0.113655,-0.0888276,-0.510033,-0.177219,-0.24718,-0.237368,0.00724524,-0.00558227,-0.591348;0.511647,0.988556,-0.683707,1.94903
4;-0.493336,-0.228641,-0.639966,-0.388358,0.526921,-0.0111274,0.321217,-0.166995,-0.753529,-0.711049,-0.0869296,-0.168499,0.509662,0.0526261,0.208641,0.427236,-0.571913,-0.142764,-0.17455,-0.668189,-0.526654,-0.017971,0.377878,0.708852,0.290817,0.358535,-0.216521,-0.652151,-0.616633,0.658192,0.0339986,-0.0921731,-0.135053,-0.211227,-0.182187,-0.220067,-0.18195,0.603035,0.364189,-0.0282497,0.178443,0.320057,0.0254336,-0.491305,-0.0191441,-0.333243,-0.180629,0.0626866,0.0155091,-0.730919;0.148635,1.41992,-1.28209,1.71174
5;-0.740257,-0.495724,-0.780113,-0.223786,0.482919,-0.0717141,-0.274591,0.148819,-0.636041,-0.528232,0.0309154,0.0658373,0.730216,0.217668,0.382057,0.563346,-0.515844,-0.0130165,0.0504326,-0.598484,-0.681495,0.554844,0.412868,0.472795,-0.263705,0.433963,-0.430497,-0.221027,-0.482175,0.571291,-0.0569843,-0.416669,-0.388241,-0.0173492,-0.538519,-0.358742,-0.142321,0.403945,-0.167745,0.0838162,-0.161362,-0.312031,-0.38723,-0.579501,-0.271576,-0.146932,-0.693184,0.0284684,-0.07791,-0.471786;1.23657,1.64438,-2.46335,0.937189
6;-0.630263,0.0600211,-0.413961,-0.684991,0.685096,-0.727475,-0.0452174,-0.337388,-0.232644,-0.715403,-0.345141,-0.142989,-0.020013,0.593162,0.448292,-0.539543,-0.207673,-0.313729,0.106966,-0.779055,-0.634963,0.239391,-0.127579,0.0316643,0.352585,0.65791,0.439605,-0.858732,-0.0585317,0.825105,0.61778,-0.543942,-0.604497,-0.724695,0.628672,-0.257379,-0.483352,0.817469,0.295833,0.347659,-0.024224,-0.190017,0.0230106,-0.0789855,-0.211188,0.205681,-0.584469,0.0389217,-0.193956,-0.0489831;2.95607,-3.32509,0.398421,-1.20738
7;-0.577184,-0.13471,-0.71444,-0.165165,0.642573,-0.542001,0.346945,0.19992,-0.65622,-0.216429,-0.616336,0.406353,0.825933,-0.380184,0.669509,0.369102,-0.185717,-0.257336,0.097143,0.00279263,-0.830723,0.738146,0.224576,0.499984,-0.119022,0.0747935,-0.175785,-0.357058,-0.317773,0.546197,-0.0889255,-0.462626,0.467831,-0.276303,-0.122728,-0.417528,-0.111485,0.361912,0.069313,-0.127683,0.101136,0.0252774,-0.591392,-0.542216,0.0826295,-0.220438,-0.542761,0.221777,-0.469553,-0.730789;1.79548,0.868186,-0.434884,2.24325
8;-0.550672,0.0720567,-0.675615,-0.452895,0.785292,-0.795452,-0.520358,-0.469438,-0.820947,-0.513611,0.590813,0.0355411,-0.145343,0.475073,0.379402,0.380625,0.193585,-0.35444,-0.237601,-0.622319,-0.773783,0.888861,-0.163936,-0.617817,-0.61973,-0.203571,0.19825,-0.721052,-0.133408,0.866014,0.0605942,-0.747903,-0.657698,-0.15719,0.803847,-0.509918,-0.31943,0.418252,0.0289571,0.817355,0.00706413,0.0577671,0.285292,-0.115429,-0.39417,-0.106093,-0.68843,-0.499392,-0.0698562,0.461132;-0.0425467,-2.59877,-1.25319,0.62121
9;-0.287214,0.917247,-0.614726,-0.598689,0.975251,-0.975336,0.136449,-0.634729,0.0688703,0.338175,0.0547316,-0.304661,0.687821,0.593522,0.0211531,-0.138301,-0.777103,-0.285001,-0.174289,-0.386574,-0.983509,0.857605,-0.30131,-0.570885,-0.855457,-0.457156,-0.755483,-0.952387,0.504702,0.437349,0.136532,-0.537315,0.421557,0.422203,-0.0910107,-0.982824,-0.912898,0.885927,-0.894594,0.869461,0.77653,0.268156,-0.1859,0.288297,-0.249022,-0.437933,0.100897,-0.715594,-0.608273,-0.254845;-0.0163279,-2.93708,-2.22769,0.0707322
