Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.534418,-0.173169,-0.352997,-0.435176,0.488381,-0.0895481,0.461666,0.0160516,-0.143782,-0.407851,0.0741789,0.369815,0.385431,0.0584418,0.0198928,-0.240282,-0.397476,0.21105,-0.121445,-0.447152,-0.359511,-0.0329504,0.471937,0.514133,0.469603,0.496038,-0.163719,-0.285984,-0.505842,0.391996,0.170414,-0.413424,-0.305701,-0.059832,0.229966,0.511305,-0.269598,0.532055,0.023939,-0.475927,0.462526,0.179142,0.34584,-0.520248,-0.118263,-0.50923,0.0539835,-0.280081,0.355147,-0.526389;-1.16809,3.07563,3.21884,4.8808
1;-0.478614,0.0809523,-0.56685,-0.690864,0.543301,0.339708,0.534743,0.159149,-0.741794,-0.770199,0.0758115,-0.0545304,0.508253,0.188441,0.225716,0.168421,-0.491354,0.122602,-0.173809,-0.712576,-0.410147,-0.0410922,0.477013,0.799966,0.318336,0.356334,-0.260512,-0.631998,-0.466945,0.483732,0.0889853,-0.316103,-0.283118,-0.0235163,-0.278062,0.18533,-0.0961265,0.370592,0.431111,-0.148304,0.0775272,-0.310318,-0.123055,-0.427178,-0.302001,-0.394271,-0.341665,-0.317791,-0.0469052,-0.468742;0.764246,1.34407,4.31501,3.27189
2;-0.581697,-0.159583,-0.6111,-0.454183,0.470817,-0.0631222,0.358197,-0.092771,-0.384821,-0.707835,-0.050315,-0.213012,0.502603,-0.00977075,0.193825,-0.217826,-0.560656,-0.305614,-0.165953,-0.628887,-0.592441,0.110705,0.568479,0.679933,0.388434,0.74909,-0.178149,-0.64925,-0.66216,0.6702,0.161942,-0.127782,-0.34834,-0.272372,-0.100279,-0.338267,-0.00286275,0.508728,0.213864,-0.0170935,0.238278,-0.217082,-0.186577,-0.544431,-0.425951,-0.329068,-0.325,-0.185623,-0.115481,-0.678618;0.930393,1.9037,4.45482,5.22011
3;-0.559582,-0.14349,-0.475129,-0.320077,0.672897,-0.20446,0.447257,-0.077528,-0.684857,-0.816538,-0.0509445,-0.477519,0.511897,-0.0571859,0.170176,0.270143,-0.52669,-0.455511,-0.179935,-0.706915,-0.597923,0.110013,0.409947,0.699671,0.349275,0.560601,-0.323114,-0.732114,-0.558798,0.609218,0.0424311,-0.219644,-0.166149,-0.264676,0.0100035,-0.300525,-0.0481113,0.49568,0.339741,-0.00674032,0.0663112,0.113655,-0.0888276,-0.510033,-0.177219,-0.24718,-0.237368,0.00724524,-0.00558227,-0.591348;0.244331,1.10148,4.03001,4.06415
4;-0.711823,-0.557729,-0.769074,-0.196259,0.591749,-0.318976,-0.259723,0.0526218,-0.58206,-0.514788,-0.0551418,0.178367,0.745707,0.158655,0.442827,0.572331,-0.534198,0.020272,0.0507003,-0.555268,-0.726,0.517888,0.40041,0.485291,-0.291364,0.361311,-0.324085,-0.249873,-0.474621,0.524682,-0.0268325,-0.399143,-0.311412,-0.0532942,-0.550408,-0.274846,-0.0873138,0.354764,-0.0726155,0.030302,-0.196646,0.0198626,-0.367933,-0.557498,-0.0792496,-0.135051,-0.641834,0.257038,-0.184397,-0.579277;-0.903362,1.36966,2.888,3.86986
5;-0.783475,-0.719855,-0.773003,-0.171889,0.790131,-0.396172,-0.371916,0.0807382,-0.370536,-0.444061,-0.0379893,0.0201843,0.728731,0.259625,0.58351,0.417085,-0.560071,-0.139864,0.0495814,-0.450737,-0.66165,0.684587,0.275568,0.194039,0.0615175,0.478239,0.0172738,-0.0230549,-0.226663,0.487981,0.19367,-0.453929,-0.504562,-0.305039,-0.241582,-0.112432,-0.0519267,0.412491,-0.318133,0.218,-0.425434,-0.370464,-0.416561,-0.548641,-0.484008,-0.0495389,-0.704448,-0.103408,-0.0886231,-0.198422;-1.57501,2.86119,1.75074,4.57425
6;-0.835492,0.0739592,-0.107803,-0.234601,0.956373,-0.889191,-0.376516,-0.711742,-0.45793,0.247994,-0.0633052,0.123939,0.445675,0.119099,0.039174,-0.13207,-0.180446,-0.114221,-0.417759,-0.199539,-0.937288,0.95473,-0.273148,-0.603885,-0.248136,0.19775,0.0185268,-0.915149,-0.13674,0.374561,-0.436093,-0.871084,-0.726473,0.131606,0.698045,-0.848166,-0.500589,0.513979,-0.458696,0.885126,-0.204881,-0.163771,0.0294465,-0.0273438,-0.394998,0.260635,-0.407845,-0.536868,-0.14527,0.152183;-1.55723,4.58757,-1.89813,5.16716
7;-0.737538,0.0696564,-0.352912,-0.628564,0.909286,-0.948287,0.103862,-0.384138,-0.791279,0.517354,-0.633163,0.517619,0.283299,0.480101,0.130567,-0.143504,-0.182314,0.367553,-0.382822,0.221458,-0.987465,0.906014,-0.709243,-0.617258,-0.508814,-0.463498,0.0634684,-0.940051,-0.175446,0.128374,-0.74363,-0.862375,-0.73989,0.312885,0.831543,-0.880271,-0.695948,0.294716,-0.544747,0.567537,0.0843224,0.198721,0.109176,-0.0776987,-0.0142081,-0.112736,-0.318463,-0.609337,-0.593279,0.0937006;-3.26938,4.46479,-4.42931,3.19375
8;-0.0834613,0.342335,-0.840979,-0.922749,0.668515,-0.906139,0.374813,0.275511,-0.470278,-0.264788,-0.822546,0.0346665,0.612823,0.8803,0.600967,-0.267507,-0.43595,0.0726083,0.649913,-0.464516,-0.978953,0.351512,-0.101498,-0.337077,-0.757272,-0.522603,0.636974,-0.632817,0.61221,-0.00154412,0.626953,-0.273218,-0.440913,-0.322318,0.714307,-0.46289,-0.844485,0.680465,-0.20632,0.0743593,0.180066,-0.761414,-0.585864,-0.121981,-0.338571,-0.61306,-0.787875,-0.0548731,-0.798306,-0.357219;-2.17414,3.34371,-6.3819,5.11104
9;-0.535658,0.354984,-0.110974,-0.587663,0.864832,-0.772902,0.541532,-0.444525,0.00415262,-0.302523,-0.573842,-0.283053,0.930173,0.0463242,0.386869,-0.892602,-0.642822,-0.314886,0.529668,-0.460516,-0.941852,0.9346,0.135631,-0.806104,-0.469388,-0.320031,-0.217824,-0.787185,0.584438,-0.371936,0.456494,-0.81352,-0.425979,-0.252,0.683965,-0.840631,-0.827907,0.925368,-0.647299,0.681521,0.105319,-0.791428,-0.344467,0.166656,-0.127883,-0.464221,-0.480747,-0.359003,-0.721876,-0.690269;-0.164365,6.04683,-6.64175,6.4728
