Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.485372,-0.114172,-0.516489,0.0975981,0.311731,-0.178739,0.364606,-0.219097,0.429905,0.366656,-0.101242,-0.25675,0.22985,0.0891517,-0.445279,-0.0523097,0.350256,0.525366,-0.0662877,-0.00785383,0.0244466,-0.322543,0.498125,-0.0587488,0.513712,-0.276452,-0.132963,-0.220151,0.240916,-0.16223;0.741846,4.10155,-0.682631,0.355322
1;0.419585,-0.10419,-0.550674,0.411994,0.486462,0.0576168,0.42287,-0.360533,0.356421,0.534503,0.357319,-0.42786,0.266426,-0.0167325,-0.429844,0.330979,0.371677,0.171006,-0.674903,0.849524,-0.0755399,-0.371278,0.469336,-0.698894,0.394345,-0.183123,-0.051912,0.0421945,0.690513,0.209673;-1.85181,0.692194,-2.22525,4.55285
2;0.378231,-0.13357,-0.256671,0.493094,0.471717,-0.0832553,0.326653,-0.150411,0.527217,0.508135,0.318874,-0.432425,0.241876,0.433285,-0.487675,0.383937,0.0702262,0.124181,-0.0766628,0.44397,-0.139412,-0.51421,0.552539,-0.744506,0.394272,-0.796426,-0.398985,0.114193,0.667156,0.367202;-1.8778,0.456908,-2.94537,3.79554
3;0.34578,-0.223484,-0.560333,0.413961,0.486427,-0.231455,0.617817,-0.531529,0.554027,0.567879,0.236736,-0.541993,0.275642,0.399989,-0.416063,-0.235036,0.102456,-0.125535,0.0509482,0.404945,-0.0442634,-0.547279,0.614424,-0.437586,0.373141,-0.835549,-0.37255,0.000601976,0.727596,0.343547;-0.134815,-0.102643,-2.50199,4.21374
4;0.3113,-0.585428,-0.841801,0.602093,0.751326,0.36146,0.445931,-0.481768,0.783315,0.717965,0.670352,-0.717126,0.512554,0.209748,-0.482245,0.130022,0.25964,-0.59713,-0.794764,0.752201,0.230286,-0.0808113,0.546424,-0.88021,0.323143,-0.659021,0.117012,0.514231,0.916552,0.0997247;-0.841235,-5.7319,-5.59264,8.90902
5;0.224811,-0.573744,-0.765092,0.50835,0.777712,0.0929508,0.279186,0.0532344,0.836975,0.76841,0.659583,-0.686752,0.423754,0.583286,-0.672013,0.2287,-0.386172,-0.389959,-0.402788,0.477491,0.251706,-0.185642,0.571849,-0.946586,0.305723,-0.914867,-0.228664,0.43851,0.911253,0.24884;-1.17125,-4.94251,-5.51449,7.95324
6;0.497605,-0.552389,-0.661313,0.359373,0.886131,-0.248891,0.800597,0.067791,0.824909,0.623461,0.482865,-0.697795,0.533481,0.519647,-0.427808,-0.647144,-0.546778,-0.230986,-0.658592,0.695376,0.7239,-0.447387,0.418631,-0.709527,0.347454,-0.907485,-0.538046,0.456049,0.831481,0.435319;0.658507,-7.08451,-2.35951,5.85171
7;0.22544,-0.771838,-0.799628,0.77907,0.916496,-0.183306,0.602189,0.15356,0.713605,0.370636,0.816241,-0.714801,0.389842,0.00153004,0.0672949,-0.773344,0.351168,0.0722354,-0.937069,0.96787,0.892731,-0.742308,-0.0420763,-0.735762,0.221465,-0.834962,-0.14848,0.425715,0.782206,0.579525;-1.44294,-9.44585,-0.294684,5.68419
8;0.398596,-0.866612,-0.385042,0.68275,0.746998,-0.511912,-0.0650239,-0.643335,0.704355,0.631123,0.647152,-0.367547,0.204244,0.431484,0.0279268,0.0559473,0.618749,0.325647,-0.878854,0.98912,0.715766,-0.610925,0.191783,-0.981799,0.38452,-0.758563,-0.434683,0.517912,0.582904,0.757466;-1.98101,-6.91084,-3.17572,3.06811
9;0.328208,-0.885786,-0.548067,0.0792801,0.745661,0.187274,0.322888,-0.772322,0.518741,0.628372,0.709485,-0.471469,0.387839,0.277044,0.341391,0.44047,0.688495,-0.0860206,-0.617758,0.989875,0.488963,-0.575495,0.101346,-0.968587,0.482491,-0.879098,-0.317663,0.503016,0.722692,0.850437;4.24638,-7.75787,-4.52563,1.34065
10;-0.00539479,-0.793045,-0.878681,0.451496,0.720609,0.28495,0.158041,-0.741295,0.696253,0.500896,0.844814,-0.547349,0.404896,0.308927,-0.000759086,0.397757,0.212692,-0.246283,-0.530575,0.885069,0.563002,-0.421659,-0.101599,-0.960039,0.327391,-0.927065,0.0446163,0.233556,0.777671,0.467076;1.62221,-7.86833,-4.42953,3.93147
11;0.105609,-0.738291,-0.89025,0.313468,0.791748,0.188883,0.0760504,-0.501547,0.758307,0.563527,0.707685,-0.557529,0.417336,0.431072,-0.430297,0.239294,0.0422934,0.13455,-0.298992,0.797339,0.57261,-0.579076,0.136651,-0.967931,0.415601,-0.889073,-0.0646002,0.286425,0.693748,0.358727;1.18859,-5.69785,-4.51451,3.86377
