Passo;A  o
0;2
1;3
2;3
3;0
4;3
5;3
6;3
7;3
8;4
9;0
10;3
11;3
12;3
13;3
14;3
15;3
16;4
17;0
18;0
19;2
20;3
21;3
22;3
23;2
24;4
25;0
26;4
27;0
28;3
29;3
30;3
31;4
32;0
33;0
34;2
35;3
36;3
37;3
38;2
39;4
40;0
41;4
42;0
43;3
44;3
45;3
46;4
47;0
48;0
49;2
50;3
51;3
52;3
53;2
54;4
55;0
56;4
57;0
58;3
59;3
60;3
61;4
62;0
63;0
64;2
65;3
66;3
67;3
68;2
69;4
70;0
71;4
72;0
73;3
74;3
75;3
76;4
77;0
78;0
79;2
80;3
81;3
82;3
83;2
84;4
85;0
86;4
87;0
88;3
89;3
90;3
91;4
92;0
93;0
94;2
95;3
96;3
97;3
98;2
99;4
100;0
101;4
102;0
103;3
104;3
105;3
106;4
107;0
108;0
109;2
110;3
111;3
112;3
113;2
114;4
115;0
116;4
117;0
118;3
119;3
120;3
121;4
122;0
123;0
124;2
125;3
126;3
127;3
128;2
129;4
130;0
131;4
132;0
133;3
134;3
135;3
136;4
137;0
138;0
139;2
140;3
141;3
142;3
143;2
144;4
145;0
146;4
147;0
148;3
149;3
150;3
151;4
152;0
153;0
154;2
155;3
156;3
157;3
158;2
159;4
160;0
161;4
162;0
163;3
164;3
165;3
166;4
167;0
168;0
169;2
170;3
171;3
172;3
173;2
174;4
175;0
176;4
177;0
178;3
179;3
180;3
181;4
182;0
183;0
184;2
185;3
186;3
187;3
188;2
189;4
190;0
191;4
192;0
193;3
194;3
195;3
196;4
197;0
198;0
199;2
200;3
201;3
202;3
203;2
204;4
205;0
206;4
207;0
208;3
209;3
210;3
211;4
212;0
213;0
214;2
215;3
216;3
217;3
218;2
219;4
220;0
221;4
222;0
223;3
224;3
225;3
226;4
227;0
228;0
229;2
230;3
231;3
232;3
233;2
234;4
235;0
236;4
237;0
238;3
239;3
240;3
241;4
242;0
243;0
244;2
245;3
246;3
247;3
248;2
249;4
250;0
251;4
252;0
253;3
254;3
255;3
256;4
257;0
258;0
259;2
260;3
261;3
262;3
263;2
264;4
265;0
266;4
267;0
268;3
269;3
270;3
271;4
272;0
273;0
274;2
275;3
276;3
277;3
278;2
279;4
280;0
281;4
282;0
283;3
284;3
285;3
286;4
287;0
288;0
289;2
290;3
291;3
292;3
293;2
294;4
295;0
296;4
297;0
298;3
299;3
300;0
