Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.266128,-0.435762,0.264903,-0.290129,0.264554,-0.319291,-0.109709,-0.370258,-0.182577,0.100109,-0.513846,0.260453,0.52987,-0.433941,-0.429761,0.384253,0.449264,0.517436,0.351432,0.0899852,0.516487,0.280722,-0.414037,-0.225747,0.223388,-0.433633,0.28737,0.253067,0.0282211,-0.265847,-0.49667,-0.296695,0.239642,0.0101435,0.375023,0.116798,0.109477,0.276094,-0.45407,-0.482026,0.340461,-0.115648,0.448724,0.519516,-0.293566,-0.316311,0.478515,-0.113459,-0.125737,-0.346719;986741,3.87246e+06,1.71154e+07,6.4786e+06
1;0.0555605,-0.31619,0.675901,-0.402285,0.0376971,-0.777946,0.0464441,-0.303779,-0.414979,-0.147779,-0.371177,0.0644757,0.600618,-0.447693,-0.565626,0.625283,0.547937,0.863744,0.519097,0.31664,0.64634,-0.237826,-0.346005,-0.120523,0.36644,-0.430104,0.303571,0.525018,0.102983,-0.637905,-0.686924,-0.505086,0.558182,0.393016,0.174608,-0.258975,0.0506131,0.0801634,-0.573706,-0.225403,0.503624,-0.220889,0.630871,0.519516,-0.196736,0.58146,0.146558,0.075546,0.232424,-0.20405;1.42055e+06,3.25177e+06,1.82618e+07,1.68856e+07
2;-0.292883,-0.449777,0.727762,-0.366306,-0.0667283,-0.813939,0.434441,-0.033905,-0.623927,-0.262939,-0.68229,0.0222212,0.692494,-0.478936,-0.632199,0.655972,0.744163,0.814706,0.242958,0.515328,0.624015,-0.157102,-0.451005,0.174133,0.636971,-0.439007,0.344136,0.529148,0.0596324,-0.745427,-0.845101,-0.611146,0.599305,0.599771,0.0553717,-0.254444,-0.111288,0.18959,-0.471374,-0.316437,0.828629,-0.135809,0.695121,0.519516,-0.407181,0.218745,0.0109802,0.20068,0.318651,-0.208227;1.16536e+07,4.63654e+06,1.57326e+07,1.90943e+07
3;-0.248529,-0.568109,0.736986,-0.389275,-0.216267,-0.849366,0.662488,0.13941,-0.729169,-0.339921,-0.635825,0.224537,0.795813,-0.374206,-0.64621,0.724587,0.714908,0.798179,0.269091,0.518548,0.664004,-0.242083,-0.385304,0.348755,0.728142,-0.638334,0.324316,0.353265,0.0601407,-0.798092,-0.846668,-0.709177,0.566347,0.636579,0.0463078,-0.0312582,-0.35994,0.303986,-0.515978,-0.275932,0.932495,-0.0824961,0.66926,0.519516,-0.48115,-0.047376,0.0106605,0.385768,0.457848,-0.137867;1.47881e+07,4.27554e+06,1.12187e+07,1.62048e+07
4;-0.23795,-0.565173,0.764022,-0.32399,-0.256777,-0.857427,0.613443,0.285102,-0.690858,-0.240623,-0.599854,0.47532,0.845866,-0.329675,-0.587373,0.767848,0.63085,0.829463,0.447459,0.519161,0.610552,-0.144522,-0.389561,0.517451,0.779244,-0.746844,0.307471,0.48785,0.114651,-0.814493,-0.845097,-0.744473,0.494615,0.497248,0.0640441,-0.01496,-0.31776,0.208076,-0.581502,-0.302102,0.949779,-0.0901021,0.669883,0.519516,-0.374327,-0.0316446,-0.0396982,0.4076,0.522445,-0.0417133;1.22581e+07,5.95997e+06,5.22007e+06,1.50597e+07
5;-0.288889,-0.597935,0.754072,-0.305029,-0.270095,-0.870955,0.587331,0.29395,-0.723473,-0.180956,-0.606622,0.416639,0.853751,-0.28184,-0.589765,0.817892,0.65314,0.862661,0.501737,0.51213,0.54326,-0.163603,-0.420821,0.504559,0.76112,-0.744707,0.421698,0.489025,0.178761,-0.830361,-0.857914,-0.764648,0.517177,0.555805,-0.085349,-0.142789,-0.281796,0.0785248,-0.598461,-0.296127,0.953961,-0.0811936,0.695408,0.519516,-0.498843,-0.0798196,-0.0238918,0.399733,0.542947,-0.0233593;1.20434e+07,5.49218e+06,3.45921e+06,1.68226e+07
6;-0.23955,-0.60544,0.765024,-0.352604,-0.305509,-0.871331,0.662126,0.279022,-0.772067,-0.259161,-0.619495,0.466213,0.845576,-0.347985,-0.617054,0.823624,0.701169,0.858643,0.404058,0.530553,0.615654,-0.152879,-0.413722,0.493935,0.777362,-0.754087,0.428573,0.406763,0.163626,-0.84255,-0.876847,-0.765501,0.525691,0.598221,-0.129246,-0.255555,-0.350433,0.122697,-0.602913,-0.301454,0.959418,-0.119574,0.702562,0.519516,-0.543715,-0.120116,0.0125342,0.399864,0.546511,-0.0193035;1.43728e+07,5.84096e+06,2.07766e+06,1.66309e+07
7;-0.224092,-0.593558,0.766635,-0.351381,-0.306256,-0.87853,0.682728,0.277031,-0.758196,-0.307346,-0.595699,0.536317,0.854366,-0.337853,-0.608095,0.824747,0.732737,0.863055,0.362937,0.533424,0.595582,-0.159044,-0.399441,0.535058,0.780848,-0.779354,0.383455,0.473483,0.176455,-0.839138,-0.878458,-0.769758,0.530585,0.554803,-0.0649831,-0.190867,-0.320583,0.0740515,-0.608458,-0.284035,0.964603,-0.0673665,0.699571,0.519516,-0.463096,-0.0311364,-0.0346066,0.418597,0.545446,-0.0174929;1.38099e+07,6.49787e+06,1.82381e+06,1.6145e+07
8;-0.0754269,-0.725534,0.910814,-0.381147,-0.630342,-0.885245,0.680722,0.617201,-0.637634,0.0616759,-0.388995,0.478028,0.941929,-0.0746148,-0.840091,0.858775,0.862553,0.881103,0.748905,0.736394,0.25445,0.0256129,0.0129021,0.58006,0.857818,-0.837139,0.750956,0.605327,0.162736,-0.728429,-0.938245,-0.889393,0.102829,0.744401,-0.388498,0.188349,-0.0848038,-0.232054,-0.521571,0.0566291,0.900937,-0.426869,0.758292,0.179279,-0.497998,-0.273828,0.0515116,0.372972,0.393727,-0.334449;1.49622e+07,-795272,-9.4027e+06,1.36725e+07
9;-0.605572,-0.841583,0.842822,-0.557746,-0.477757,-0.889274,0.645513,0.0805317,-0.658823,0.26965,-0.877843,0.603493,0.875041,-0.445995,-0.427507,0.626506,0.400929,0.6463,0.65514,0.777212,0.522999,0.0253018,-0.512049,0.632561,0.869438,-0.37442,0.228548,0.608759,0.238237,-0.932828,-0.955227,-0.930304,0.838138,0.813613,0.138051,-0.377252,0.176652,0.0199912,-0.630652,-0.407399,0.982393,-0.281763,0.763697,0.00275799,-0.341636,-0.269042,0.60689,0.392588,0.635195,0.0211901;1.58354e+07,6.55332e+06,-1.12422e+07,2.17548e+07
10;-0.646364,-0.823764,0.502179,-0.56847,-0.690785,-0.912844,0.846964,-0.0679511,-0.857014,-0.325979,-0.870942,0.667056,0.838346,-0.166239,-0.563029,0.719775,0.609107,0.646688,0.527648,0.733667,0.481815,0.244802,-0.452048,0.607624,0.878868,-0.281981,-0.0689841,0.107846,0.268381,-0.919241,-0.946206,-0.921453,0.857379,0.86004,0.128333,0.0728125,-0.0777812,-0.189928,-0.551354,-0.559265,0.978112,0.194576,0.517362,0.00275799,-0.328455,0.151307,0.521864,0.46374,0.636167,0.0840255;1.89503e+07,7.65358e+06,-8.90675e+06,1.9876e+07
