Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.257054,-0.530624,-0.508357,-0.172729,0.487783,-0.129128,0.455446,0.327861,0.497914,0.0303575,-0.0863915,-0.17485;-1.09807,-1.77201,3.06161,3.20196
1;-0.257054,-0.398997,-0.668377,-0.499947,-0.808708,-0.297167,0.343971,0.327861,-0.103014,0.0303575,-0.0863915,-0.245992;-1.08787,0.79117,3.00915,3.94994
2;-0.257054,-0.701613,-0.863509,-0.499947,-0.720873,-0.297167,0.32232,0.327861,-0.773808,0.0303575,-0.0863915,-0.176288;-1.41742,1.7534,3.91135,3.90206
3;-0.257054,-0.685871,-0.967477,-0.499947,-0.955401,-0.297167,0.343537,0.327861,-0.738904,0.0303575,-0.0863915,-0.33279;-1.67024,1.72118,3.9242,4.30062
4;-0.257054,-0.726446,-0.967339,-0.499947,-0.952725,-0.297167,0.295443,0.327861,-0.811523,0.0303575,-0.0863915,-0.325006;-1.67096,1.88055,3.99675,4.26571
5;-0.672157,-0.821816,-0.941141,0.00149615,-0.987169,-0.130378,0.0541266,0.548913,-0.913515,0.476301,-0.573295,0.032707;-0.264026,0.743633,4.73154,5.35814
6;-0.672157,-0.825642,-0.891226,-0.539662,-0.986908,-0.809715,-0.714923,0.548913,0.16128,0.476301,-0.573295,0.839213;0.885133,2.00433,6.40519,6.12705
7;-0.257054,-0.731547,0.730245,-0.81921,-0.983237,-0.862105,-0.352302,0.327861,0.138841,0.0303575,-0.0863915,0.677205;1.14709,4.09802,1.5424,2.82824
8;0.160666,-0.565966,0.638902,-0.632716,-0.704908,-0.606946,0.792227,0.449166,-0.182983,-0.252966,-0.0901192,-0.489884;-1.54679,2.78918,0.0583075,1.80201
9;-0.672157,-0.791991,-0.957741,0.54447,-0.622993,-0.137859,0.5915,0.548913,-0.969484,0.476301,-0.573295,0.130448;-0.0658503,-0.355134,3.83344,5.20982
10;-0.509616,-0.561227,-0.916389,-0.875683,-0.964289,-0.985191,0.273938,0.885235,0.924281,0.247218,-0.804087,0.397839;-0.612395,0.889342,6.74642,7.11377
11;-0.509616,-0.636674,0.841001,-0.807562,-0.939762,-0.994208,0.727919,0.885235,-0.938779,0.247218,-0.804087,0.813123;0.973565,4.50244,2.49212,2.91049
12;-0.686124,-0.671227,-0.951942,-0.125552,-0.83667,-0.979628,0.738122,0.57796,-0.751972,0.663114,-0.80459,0.834199;0.360955,1.57344,5.48991,5.37377
13;-0.606038,-0.867629,-0.900878,-0.618753,-0.989774,-0.986717,-0.111935,0.202675,0.919699,-0.15121,-0.532098,0.904834;0.892671,2.0786,6.75191,7.50909
14;-0.772212,-0.894759,0.973038,-0.797834,-0.998287,-0.980203,0.97026,0.352516,0.202833,0.090925,-0.654393,0.31474;0.523636,2.37364,2.41757,4.34761
15;-0.772212,-0.895344,-0.578993,-0.870439,-0.836266,-0.987944,0.864691,0.352516,-0.738528,0.090925,-0.654393,0.552429;-0.3111,2.91164,6.15476,5.33439
16;-0.257054,-0.706415,-0.995028,-0.861795,-0.985598,-0.899046,0.431493,0.327861,-0.78123,0.0303575,-0.0863915,0.75804;-0.438001,3.94261,5.14615,4.60065
17;-0.257054,-0.731337,-0.9784,-0.499947,-0.988436,-0.297167,0.590195,0.327861,-0.655729,0.0303575,-0.0863915,-0.335157;-1.82787,1.51025,3.94095,4.66481
18;-0.257054,-0.731793,-0.983705,-0.499947,-0.962778,-0.297167,0.294703,0.327861,-0.812468,0.0303575,-0.0863915,-0.347367;-1.72081,1.8642,4.02672,4.29814
19;-0.257054,-0.727648,-0.967149,-0.499947,-0.962716,-0.297167,0.290881,0.327861,-0.817276,0.0303575,-0.0863915,-0.347589;-1.70436,1.87975,3.9826,4.25851
20;-0.257054,-0.727638,-0.967062,-0.499947,-0.960732,-0.297167,0.290811,0.327861,-0.817362,0.0303575,-0.0863915,-0.345567;-1.70154,1.87983,3.98441,4.25675
21;-0.257054,-0.727315,-0.967061,-0.499947,-0.960815,-0.297167,0.291445,0.327861,-0.816574,0.0303575,-0.0863915,-0.345562;-1.70151,1.87826,3.98378,4.25752
22;-0.257054,-0.727328,-0.967076,-0.499947,-0.960753,-0.297167,0.291447,0.327861,-0.816572,0.0303575,-0.0863915,-0.345404;-1.70129,1.87836,3.98394,4.25758
23;-0.257054,-0.727318,-0.967076,-0.499947,-0.960764,-0.297167,0.291496,0.327861,-0.81651,0.0303575,-0.0863915,-0.345411;-1.70131,1.87824,3.98391,4.25767
24;-0.111898,-0.622712,-0.944258,-0.550717,-0.952866,-0.704377,0.6606,0.67346,-0.921124,-0.187732,-0.33693,-0.558398;-2.49948,2.67532,4.18555,4.23736
25;-0.111898,-0.621038,-0.988354,-0.386592,-0.92676,-0.88272,0.847191,0.67346,-0.962351,-0.187732,-0.33693,0.0647822;-1.53217,3.26385,4.25016,4.60353
26;-0.581074,-0.744197,-0.99025,0.141978,-0.988851,-0.837479,0.835614,0.798131,-0.848186,0.289333,-0.724207,0.42866;-0.223654,1.68074,4.81197,5.99951
27;-0.393194,-0.493536,-0.891447,-0.40289,-0.994471,-0.987204,0.814549,0.665499,0.922186,0.469482,-0.80591,0.644365;-0.119975,0.282378,5.4503,6.91422
28;-0.628372,-0.545287,0.664444,-0.564616,-0.949403,-0.995483,0.763484,0.746682,0.253331,0.636912,-0.863037,0.630423;0.910166,1.58172,2.47392,4.07963
29;-0.628372,-0.534251,0.111764,-0.754123,-0.274381,-0.996422,0.534607,0.746682,-0.172282,0.636912,-0.863037,0.695613;0.341469,1.44732,4.43168,3.32381
30;-0.772212,-0.83307,-0.296987,-0.809365,-0.681481,-0.994844,0.126626,0.352516,-0.369858,0.090925,-0.654393,0.87466;0.874443,3.1391,5.83499,4.87912
31;-0.257054,-0.678595,-0.840572,-0.861795,-0.976854,-0.899046,0.51686,0.327861,-0.472697,0.0303575,-0.0863915,0.77235;-0.307588,3.55716,4.78712,4.73219
32;-0.111898,-0.626104,-0.945175,-0.550717,-0.978875,-0.704377,0.826358,0.67346,-0.839253,-0.187732,-0.33693,-0.539524;-2.54148,2.51038,4.15081,4.47115
33;-0.581074,-0.752125,-0.986006,0.141978,-0.976257,-0.837479,0.761415,0.798131,-0.983038,0.289333,-0.724207,0.426364;-0.206031,1.8984,4.82053,5.79157
34;-0.686124,-0.678098,-0.961451,-0.226405,-0.995089,-0.971873,0.612256,0.57796,0.768033,0.663114,-0.80459,0.732708;0.317643,-0.202172,5.86733,7.29299
35;-0.822256,-0.716821,0.442641,-0.701347,-0.97906,-0.989967,0.140471,0.676259,0.227859,0.77864,-0.862075,0.669455;1.06483,1.63758,3.80615,4.46889
36;-0.822256,-0.714117,0.606376,-0.788862,-0.697761,-0.99206,-0.15712,0.676259,-0.787862,0.77864,-0.862075,0.732696;1.21104,3.10289,3.67791,2.49857
37;-0.704007,-0.818018,0.464325,-0.901097,-0.53834,-0.99834,0.284348,0.688413,-0.708629,-0.128461,-0.780623,0.753109;0.906021,4.185,4.49064,3.68128
38;0.160666,-0.452492,-0.883757,-0.884819,-0.907931,-0.971754,0.902549,0.449166,-0.297771,-0.252966,-0.0901192,0.828161;-0.670051,4.16046,4.27282,4.50519
39;-0.371054,-0.695068,-0.940163,0.391686,-0.989902,-0.490261,0.915144,0.641106,-0.539318,0.225311,-0.575812,0.0207751;-0.670181,0.586925,3.477,5.78756
40;-0.606038,-0.880133,-0.91389,-0.257702,-0.989291,-0.966506,0.580582,0.202675,0.961569,-0.15121,-0.532098,0.717774;0.500668,1.02546,5.87134,7.92499
