Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;4
10;1
11;3
12;4
13;1
14;3
15;1
16;3
17;0
18;3
19;3
20;4
21;4
22;1
23;3
24;4
25;1
26;3
27;1
28;3
29;0
30;3
31;0
32;3
33;4
34;1
35;3
36;1
37;3
38;0
39;3
40;0
41;3
42;4
43;1
44;3
45;1
46;3
47;0
48;3
49;0
50;3
51;4
52;1
53;3
54;1
55;3
56;0
57;3
58;0
59;3
60;4
61;1
62;3
63;1
64;3
65;3
66;4
67;4
68;1
69;3
70;1
71;3
72;0
73;3
74;0
75;3
76;4
77;1
78;3
79;1
80;3
81;0
82;3
83;3
84;3
85;4
86;4
87;1
88;3
89;4
90;1
91;3
92;1
93;3
94;0
95;3
96;0
97;3
98;4
99;1
100;3
101;1
102;3
103;0
104;3
105;0
106;3
107;4
108;1
109;3
110;1
111;3
112;0
113;3
114;0
115;3
116;4
117;1
118;3
119;1
120;3
121;0
122;3
123;0
124;3
125;4
126;1
127;3
128;1
129;3
130;3
131;4
132;4
133;1
134;3
135;1
136;3
137;0
138;3
139;0
140;3
141;4
142;1
143;3
144;1
145;3
146;0
147;3
148;3
149;3
150;4
151;4
152;1
153;3
154;4
155;1
156;3
157;1
158;3
159;0
160;3
161;0
162;3
163;4
164;1
165;3
166;1
167;3
168;0
169;3
170;0
171;3
172;4
173;1
174;3
175;1
176;3
177;0
178;3
179;0
180;3
181;4
182;1
183;3
184;1
185;3
186;0
187;3
188;0
189;3
190;4
191;1
192;3
193;1
194;3
195;3
196;4
197;4
198;1
199;3
200;1
201;3
202;0
203;3
204;0
205;3
206;4
207;1
208;3
209;1
210;3
211;0
212;3
213;3
214;3
215;4
216;4
217;1
218;3
219;4
220;1
221;3
222;1
223;3
224;0
225;3
226;0
227;3
228;4
229;1
230;3
231;1
232;3
233;0
234;3
235;0
236;3
237;4
238;1
239;3
240;1
241;3
242;0
243;3
244;0
245;3
246;4
247;1
248;3
249;1
250;3
251;0
252;3
253;0
254;3
255;4
256;1
257;3
258;1
259;3
260;3
261;4
262;4
263;1
264;3
265;1
266;3
267;0
268;3
269;0
270;3
271;4
272;1
273;3
274;1
275;3
276;0
277;3
278;3
279;3
280;4
281;4
282;1
283;3
284;4
285;1
286;3
287;1
288;3
289;0
290;3
291;0
292;3
293;4
294;1
295;3
296;1
297;3
298;0
299;3
300;-1.83255e-06
