Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.227476,0.0482672,0.762487,-0.44985,0.140894,0.532775,0.678112,-0.206222,0.502844,0.561806,-0.187354,0.611981,-0.453174,-0.560276,0.157115,0.325286,0.0164785,-0.0646213,0.284469,0.149785,0.129029,0.069543,0.0503861,-0.692712,-0.521723;-1.2104,-7.45654,-16.122,4.06294
1;0.000760792,0.293284,0.794621,-0.141932,0.204878,0.582937,0.826141,0.612857,0.524212,0.727738,-0.278595,0.68229,-0.448867,-0.654935,-0.2657,-0.228167,-0.618428,-0.0646213,0.290208,-0.0658176,-0.740174,0.627506,-0.112806,-0.692712,-0.814119;-6.61276,-10.194,-16.2947,1.02296
2;-0.394702,0.0777939,0.810482,-0.720522,0.00979929,0.746641,0.519679,0.695353,0.262069,0.201897,-0.00908928,0.670544,-0.328716,-0.742949,0.195686,-0.889606,0.39255,0.310091,0.25351,0.069643,-0.601616,0.768668,0.168075,-0.634146,-0.615259;-1.81865,-13.3102,-15.0935,1.72226
3;0.367689,0.100207,0.662098,-0.80075,0.130916,0.823175,0.615843,0.590586,-0.156163,0.744916,0.52892,0.748266,-0.165863,-0.857791,-0.462546,-0.936553,0.699866,-0.142402,0.00229942,0.757768,-0.175301,0.921221,0.498301,-0.840569,-0.745255;5.79178,-9.616,-24.2606,-5.10739
4;-0.090651,-0.619418,0.951734,-0.865104,0.0896725,0.908288,0.729199,0.410155,0.624251,0.876188,0.150525,0.606039,-0.655835,0.433975,0.219443,-0.204692,-0.0434857,-0.0593132,-0.0357666,0.506702,-0.0885987,0.73615,0.635779,-0.77688,-0.788465;3.88556,-10.1486,-14.8933,6.67574
5;-0.0576068,0.586814,0.794173,-0.714715,0.219542,0.351507,0.863184,0.517064,0.586682,0.902966,0.195315,0.842342,-0.602518,-0.0268535,0.399455,-0.0490515,-0.321319,-0.0593132,-0.0523795,0.715099,0.518264,0.902153,0.0438038,-0.77688,-0.857175;-3.81938,-6.30784,-23.8939,-5.64837
6;0.254563,-0.459813,0.365858,0.0652349,-0.149757,0.277893,0.816047,0.753337,0.761617,0.505732,-0.815767,0.875493,-0.118579,-0.105085,0.178558,-0.100321,-0.508106,-0.177334,-0.20946,0.775005,0.299085,0.596591,0.421881,-0.455615,-0.744687;-3.67122,-6.43292,-27.3845,1.64324
7;-0.00283077,-0.254428,0.559909,-0.163196,0.5405,0.275755,0.779803,0.12191,0.785555,-0.413008,-0.706465,0.659967,-0.472312,0.373883,0.246757,0.236946,0.131847,-0.198583,-0.175501,0.954204,0.819772,0.728591,0.00809288,-0.398042,-0.673275;-2.19557,5.18652,-26.8198,1.54752
8;0.437542,-0.273635,0.573428,0.431868,0.864419,0.734249,0.960583,0.318042,0.446657,0.797109,0.0145582,0.831866,-0.783542,-0.187056,-0.807163,0.673758,0.12549,-0.681706,-0.592237,0.981002,0.943072,0.807151,0.406486,-0.901693,-0.900594;4.04697,7.43532,-29.3707,4.7168
9;-0.0695697,-0.927156,-0.0692366,-0.829819,0.480028,0.971568,0.872589,0.778748,-0.428607,0.373685,0.64505,-0.195544,-0.894817,0.686338,-0.856391,-0.0698438,0.438752,-0.163912,0.0684058,0.00126695,0.740691,0.694026,0.429075,-0.818635,-0.728424;14.3531,0.837076,-6.02069,19.0937
10;0.523978,-0.802338,0.650703,-0.968466,0.292206,0.98095,0.891633,0.550279,-0.129578,0.976341,0.837382,-0.231812,-0.645287,-0.529488,-0.894417,-0.200183,0.968475,-0.163912,0.0582721,0.72088,0.973172,0.970419,0.224282,-0.818635,-0.575347;16.6652,-1.89036,-18.6833,11.7546
11;0.708915,-0.934067,0.976239,-0.706788,0.645103,0.991581,0.969691,0.902475,0.625428,0.983312,0.345719,0.303251,-0.717344,-0.123441,-0.92116,0.502361,0.650566,-0.681706,-0.577934,0.649783,0.777742,0.949035,0.844206,-0.901693,-0.93434;13.9797,-1.25303,-20.0716,16.1819
12;0.635076,-0.88497,0.741875,-0.769456,0.73523,0.989167,0.972842,0.86446,0.394878,0.966339,0.182042,0.284386,-0.892126,-0.29489,-0.702669,0.251503,0.688157,-0.681706,-0.579213,0.85823,0.777316,0.68575,0.839879,-0.901693,-0.955851;16.5915,0.661281,-24.9086,15.1954
13;0.403794,-0.940533,0.750331,-0.686156,0.248167,0.965611,0.927853,0.428432,0.731355,0.921149,-0.543034,0.111915,-0.700252,0.489897,0.0912866,0.291439,0.00736104,-0.198583,-0.167718,0.828519,0.594707,0.432538,0.704737,-0.398042,-0.834365;8.67512,-2.59116,-20.0817,10.707
14;0.367181,-0.472753,0.725325,0.0619791,0.469019,0.570808,0.904137,0.413721,0.782411,0.839748,-0.519112,0.620229,-0.398413,0.198078,0.0826459,0.550292,-0.515647,-0.198583,-0.189763,0.884736,0.844649,0.834935,0.355069,-0.398042,-0.840338;-1.79498,4.26128,-25.0131,3.40309
15;0.338957,-0.372651,0.650528,0.0214407,0.846759,0.628046,0.955918,0.869378,0.466446,0.65757,-0.00671104,0.788502,-0.796102,-0.0632146,-0.821803,0.688125,0.264271,-0.681706,-0.585992,0.917593,0.90369,0.79874,0.376593,-0.901693,-0.928898;7.03109,4.43638,-28.6248,8.45849
16;0.357352,-0.935088,0.463155,-0.656909,0.787241,0.979425,0.975917,0.835591,0.382026,0.77436,-0.0449193,0.353256,-0.912163,0.193595,-0.744991,0.373643,0.729125,-0.681706,-0.588126,0.887871,0.879237,0.610956,0.637389,-0.901693,-0.923688;15.4248,2.51597,-24.6882,14.8757
17;0.354043,-0.950445,0.526977,-0.593294,0.321563,0.969868,0.929976,0.359732,0.73434,0.89792,-0.566428,0.0795418,-0.70866,0.476305,0.104126,0.388386,0.205547,-0.198583,-0.174248,0.829238,0.857093,0.398464,0.595986,-0.398042,-0.790648;8.70982,-0.305542,-20.5573,11.7283
18;0.324985,-0.47437,0.741768,0.153244,0.475421,0.63427,0.905316,0.432843,0.781651,0.829009,-0.522463,0.626291,-0.409936,0.23317,-0.13592,0.716962,-0.408475,-0.198583,-0.192716,0.868042,0.891041,0.811288,0.405303,-0.398042,-0.80892;-1.23883,4.38615,-24.4752,3.91442
19;0.2966,-0.543741,0.633269,0.00113392,0.847093,0.772077,0.95668,0.862582,0.492091,0.59182,-0.0211172,0.715669,-0.801006,-0.037133,-0.831419,0.713533,0.281412,-0.681706,-0.587387,0.877253,0.905569,0.799785,0.393815,-0.901693,-0.932776;7.74921,4.54228,-27.4676,10.626
20;0.366464,-0.929441,0.499609,-0.64785,0.789162,0.980213,0.976097,0.816256,0.383276,0.800006,-0.0230751,0.346741,-0.911655,0.133257,-0.743026,0.375383,0.7446,-0.681706,-0.588064,0.89972,0.88673,0.61317,0.623137,-0.901693,-0.929814;15.4753,2.42182,-25.0089,14.8211
21;0.349945,-0.951187,0.559932,-0.586505,0.314648,0.970269,0.929923,0.382952,0.734202,0.896842,-0.566137,0.0810494,-0.709328,0.497776,0.0864848,0.395217,0.14954,-0.198583,-0.174055,0.817548,0.835683,0.396384,0.605191,-0.398042,-0.796825;8.55411,-0.47774,-20.2124,11.6964
22;0.321846,-0.479901,0.734616,0.126722,0.475342,0.626005,0.905409,0.429241,0.782695,0.824453,-0.523442,0.617942,-0.410773,0.224244,-0.114237,0.705572,-0.409068,-0.198583,-0.192896,0.871138,0.888096,0.814028,0.379666,-0.398042,-0.814007;-1.17909,4.33767,-24.5712,4.00644
23;0.30904,-0.529001,0.641302,0.005844,0.84719,0.762717,0.956734,0.864104,0.489584,0.615126,-0.0152119,0.723738,-0.799591,-0.0475936,-0.831129,0.711973,0.281579,-0.681706,-0.587226,0.883111,0.905573,0.800076,0.391567,-0.901693,-0.931997;7.71439,4.50151,-27.6095,10.4142
24;0.364356,-0.930374,0.499243,-0.650743,0.788376,0.980205,0.976045,0.822934,0.383238,0.796258,-0.0258422,0.346938,-0.911773,0.144741,-0.743967,0.375387,0.740477,-0.681706,-0.588047,0.895875,0.883562,0.612243,0.628897,-0.901693,-0.929843;15.4746,2.39591,-24.9112,14.8458
25;0.351255,-0.950959,0.554455,-0.590569,0.315526,0.970188,0.929935,0.37838,0.734268,0.897377,-0.565896,0.0803274,-0.709115,0.492448,0.0912875,0.392334,0.158229,-0.198583,-0.174136,0.82072,0.838235,0.397191,0.602908,-0.398042,-0.796763;8.5884,-0.45926,-20.2911,11.6899
26;0.323725,-0.478262,0.736527,0.131799,0.475276,0.625999,0.905379,0.430317,0.782411,0.826359,-0.522891,0.620229,-0.410272,0.225744,-0.117301,0.706949,-0.410284,-0.198583,-0.192826,0.871001,0.888326,0.813613,0.384117,-0.398042,-0.81317;-1.19747,4.34493,-24.5638,3.9752
27;0.306666,-0.531385,0.639475,0.00429412,0.847135,0.763751,0.956702,0.864074,0.489939,0.61045,-0.0165223,0.72261,-0.799863,-0.0449128,-0.831118,0.712095,0.281156,-0.681706,-0.58725,0.882165,0.905458,0.799929,0.392268,-0.901693,-0.932107;7.72127,4.50986,-27.5846,10.4475
28;0.36505,-0.93022,0.498691,-0.650309,0.788551,0.980195,0.976055,0.821577,0.383237,0.797164,-0.0253301,0.346946,-0.911734,0.14233,-0.743689,0.375281,0.741444,-0.681706,-0.588056,0.896702,0.884337,0.612449,0.627688,-0.901693,-0.929784;15.4762,2.40333,-24.9328,14.8414
29;0.351059,-0.951002,0.555566,-0.589727,0.315364,0.970203,0.929931,0.379426,0.734249,0.897301,-0.565939,0.0805407,-0.709147,0.493495,0.0901914,0.393039,0.156975,-0.198583,-0.174118,0.820068,0.83787,0.396995,0.603541,-0.398042,-0.796672;8.58382,-0.463615,-20.2759,11.6928
30;0.323336,-0.478702,0.736122,0.130631,0.475288,0.626253,0.905384,0.430068,0.782476,0.825959,-0.523017,0.619708,-0.410376,0.225442,-0.116814,0.706752,-0.409929,-0.198583,-0.192843,0.871009,0.888274,0.813688,0.383471,-0.398042,-0.81334;-1.19172,4.34345,-24.564,3.98279
31;0.307212,-0.530985,0.639874,0.00465213,0.847148,0.763626,0.956708,0.864053,0.489882,0.611526,-0.0162222,0.722789,-0.7998,-0.0455551,-0.831118,0.712067,0.281241,-0.681706,-0.587246,0.882327,0.905484,0.799959,0.392165,-0.901693,-0.932095;7.7202,4.50815,-27.5891,10.4418
32;0.36489,-0.930246,0.498883,-0.650389,0.788511,0.980197,0.976053,0.821883,0.383237,0.796973,-0.0254272,0.346946,-0.911743,0.142825,-0.743755,0.375305,0.741233,-0.681706,-0.588054,0.896512,0.884159,0.6124,0.627963,-0.901693,-0.929802;15.4758,2.40137,-24.9281,14.8424
