Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.0136959,-0.106604,0.575092,-0.291589,0.127769,0.734355,0.43352,0.20829,-0.390728,0.449908,0.579998,0.673936,-0.514247,-0.75841,-0.589493,-0.390604,0.667164,-0.142402,-0.0667362,-0.12016,0.791956,0.746886,0.574528,-0.840569,-0.31348;-6.59264,1.85137,2.68745,4.81908
1;0.294864,-0.481723,0.714387,-0.878822,0.313017,0.97494,0.812961,0.310572,-0.152993,0.653732,0.720981,-0.0300294,-0.678645,-0.448071,-0.929945,-0.168533,0.81119,-0.163912,0.0630088,-0.23783,0.495223,0.955673,0.381669,-0.818635,-0.699209;-4.7085,5.41974,-0.474985,4.86581
2;0.620987,-0.817688,0.749606,-0.830043,0.104331,0.983896,0.919435,0.871221,0.113252,0.973607,0.426089,-0.202034,-0.65341,-0.865338,-0.755547,-0.43421,0.491786,-0.484412,0.108506,0.107782,-0.228279,0.806905,0.692029,-0.868745,-0.890072;-2.29712,5.41717,-3.13164,5.64723
3;0.605269,-0.81885,0.891094,-0.932327,0.205593,0.968064,0.916365,0.915711,-0.110855,0.966625,0.456723,-0.070089,-0.797808,-0.779905,-0.451914,-0.860558,0.661574,-0.484412,0.0952647,0.71907,-0.509072,0.875221,0.736517,-0.868745,-0.897716;-1.02569,4.13338,-3.14683,6.70661
4;0.63767,-0.919161,0.846294,-0.940715,0.195237,0.951111,0.932531,0.91161,-0.156278,0.973835,0.440691,0.162761,-0.792226,-0.382145,-0.219717,-0.921349,0.312321,-0.484412,0.10135,0.838703,-0.555909,0.884406,0.767191,-0.868745,-0.905536;-0.222837,3.01098,-3.21654,5.29148
5;0.640233,-0.900746,0.645317,-0.939137,0.200662,0.886169,0.931967,0.912562,-0.190585,0.965857,0.391415,0.330594,-0.791762,-0.27418,-0.112596,-0.928626,0.273703,-0.484412,0.102167,0.881224,-0.29419,0.886816,0.700464,-0.868745,-0.900147;-1.42907,2.11097,-2.87241,5.13111
6;0.639752,-0.890531,0.497351,-0.936001,0.217258,0.854052,0.93192,0.915561,-0.206261,0.958737,0.353491,0.40214,-0.79185,-0.251196,-0.304685,-0.877885,0.405194,-0.484412,0.102382,0.893923,-0.0466125,0.885701,0.69179,-0.868745,-0.875977;-2.61679,1.82306,-2.53145,5.13881
7;0.638795,-0.929235,0.43595,-0.933819,0.229946,0.912906,0.931928,0.915125,-0.17808,0.955983,0.336647,0.270954,-0.792023,-0.253349,-0.477652,-0.800446,0.505336,-0.484412,0.102283,0.842535,0.101542,0.882037,0.723482,-0.868745,-0.856423;-3.25555,2.45766,-2.58376,5.19798
8;0.638127,-0.944035,0.525623,-0.932561,0.235556,0.944778,0.931946,0.912769,-0.152451,0.962698,0.366395,0.143357,-0.792144,-0.312251,-0.568705,-0.735361,0.568242,-0.484412,0.101956,0.797299,0.153958,0.879123,0.745547,-0.868745,-0.854995;-3.64494,3.04525,-2.73068,5.31368
9;0.637742,-0.948211,0.627113,-0.93431,0.225637,0.957158,0.931958,0.91231,-0.138874,0.967999,0.39473,0.073916,-0.792213,-0.343966,-0.604907,-0.708345,0.532743,-0.484412,0.101697,0.774145,0.0330796,0.877753,0.758603,-0.868745,-0.868609;-3.09377,3.37885,-2.92535,5.21212
10;0.638277,-0.948745,0.674729,-0.93619,0.216145,0.958577,0.931965,0.912224,-0.133461,0.970147,0.41013,0.0460682,-0.792117,-0.355534,-0.540168,-0.767424,0.476337,-0.484412,0.101575,0.769358,-0.0799979,0.880029,0.751057,-0.868745,-0.880523;-2.45069,3.49001,-2.98678,5.24424
