Passo;A  o
0;3
1;3
2;1
3;1
4;3
5;3
6;3
7;3
8;1
9;3
10;4
11;1
12;1
13;1
14;1
15;3
16;3
17;1
18;3
19;3
20;3
21;3
22;3
23;3
24;4
25;1
26;1
27;3
28;4
29;1
30;3
31;4
32;1
33;1
34;1
35;1
36;3
37;4
38;1
39;4
40;4
41;1
42;1
43;4
44;4
45;1
46;3
47;4
48;1
49;1
50;1
51;1
52;3
53;4
54;1
55;4
56;4
57;1
58;1
59;4
60;4
61;1
62;3
63;4
64;1
65;1
66;1
67;1
68;3
69;4
70;1
71;4
72;4
73;1
74;1
75;4
76;4
77;1
78;3
79;4
80;1
81;1
82;1
83;1
84;3
85;4
86;1
87;4
88;4
89;1
90;1
91;4
92;4
93;1
94;3
95;4
96;1
97;1
98;1
99;1
100;3
101;4
102;1
103;4
104;4
105;1
106;1
107;4
108;4
109;1
110;3
111;4
112;1
113;1
114;1
115;1
116;3
117;4
118;1
119;4
120;4
121;1
122;1
123;4
124;4
125;1
126;3
127;4
128;1
129;1
130;1
131;1
132;3
133;4
134;1
135;4
136;4
137;1
138;1
139;4
140;4
141;1
142;3
143;4
144;1
145;1
146;1
147;1
148;3
149;4
150;1
151;4
152;4
153;1
154;1
155;4
156;4
157;1
158;3
159;4
160;1
161;1
162;1
163;1
164;3
165;4
166;1
167;4
168;4
169;1
170;1
171;4
172;4
173;1
174;3
175;4
176;1
177;1
178;1
179;1
180;3
181;4
182;1
183;4
184;4
185;1
186;1
187;4
188;4
189;1
190;3
191;4
192;1
193;1
194;1
195;1
196;3
197;4
198;1
199;4
200;4
201;1
202;1
203;4
204;4
205;1
206;3
207;4
208;1
209;1
210;1
211;1
212;3
213;4
214;1
215;4
216;4
217;1
218;1
219;4
220;4
221;1
222;3
223;4
224;1
225;1
226;1
227;1
228;3
229;4
230;1
231;4
232;4
233;1
234;1
235;4
236;4
237;1
238;3
239;4
240;1
241;1
242;1
243;1
244;3
245;4
246;1
247;4
248;4
249;1
250;1
251;4
252;4
253;1
254;3
255;4
256;1
257;1
258;1
259;1
260;3
261;4
262;1
263;4
264;4
265;1
266;1
267;4
268;4
269;1
270;3
271;4
272;1
273;1
274;1
275;1
276;3
277;4
278;1
279;4
280;4
281;1
282;1
283;4
284;4
285;1
286;3
287;4
288;1
289;1
290;1
291;1
292;3
293;4
294;1
295;4
296;4
297;1
298;1
299;4
300;0
