Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.489859,-0.224156,0.104883,0.0628523,0.478984,-0.176039,0.00360727,-0.0539105,0.235776,-0.283072,-0.493275,-0.11505,-0.102021,0.0217685,0.29512,0.285226,0.325793,0.510371,-0.406636,0.00924684,-0.260587,-0.286504,-0.139404,-0.0129818,-0.0308444,-0.25652,-0.261235,-0.115086,0.49943,-0.0530706,-0.341609,-0.405229,0.287311,0.510452,-0.309693,0.191679,0.149445,0.472866,-0.509151,0.0564297,-0.253233,0.116061,0.256999,0.304154,0.216211,0.0580723,-0.19316,0.158847,0.0517193,0.527179;-4.61017,2.91705,-0.440684,3.33897
1;-0.647568,0.0683963,-0.19057,0.0836438,0.655474,-0.0682583,0.0246789,0.120569,0.175871,-0.0296524,-0.749784,-0.181734,-0.286905,0.304447,0.665583,0.453842,-0.0434028,0.750404,-0.493931,-0.0611754,-0.201345,-0.225049,-0.245345,-0.519688,-0.107322,-0.187921,-0.40379,0.0730196,0.539143,0.302845,-0.453832,-0.139749,0.270563,0.576186,-0.430249,0.286794,0.435704,0.529755,-0.579292,-0.361989,0.0270048,-0.401871,0.044963,0.239322,0.0127733,0.119362,0.0804947,-0.385332,0.153916,-0.0586465;-1.41186,3.16245,-1.40363,4.08239
2;-0.37167,-0.259345,-0.15267,0.169635,0.608486,-0.15433,0.475162,0.210436,-0.511582,-0.703494,0.180512,0.122465,-0.250593,0.344539,0.506443,0.519286,0.600769,0.534087,-0.551372,-0.190966,-0.234608,-0.687295,-0.427134,-0.461271,-0.843567,-0.357168,0.19817,0.0749181,0.608323,0.201632,0.114317,0.571019,0.0239658,0.902927,-0.464436,-0.252796,0.184481,0.834413,-0.10285,-0.547346,-0.435948,-0.690036,0.0290231,0.580612,-0.158547,-0.560392,-0.00383401,-0.767325,-0.612761,0.204699;-9.55255,3.29635,-2.38573,4.8877
3;-0.342189,-0.469562,-0.11836,-0.0732698,0.731327,-0.162009,0.456789,0.425399,-0.658018,-0.523405,0.711191,0.52679,0.0323578,0.38812,-0.338452,0.876271,0.653093,0.2992,-0.450966,-0.420291,-0.417004,-0.753157,-0.481286,-0.886549,-0.661344,-0.576901,-0.533542,0.492874,0.48509,0.0289342,0.0698347,0.143029,0.237424,0.848344,-0.394942,0.0744177,-0.0476369,0.848263,-0.026248,-0.772802,-0.0921564,-0.365137,0.262362,0.815503,0.205138,-0.464823,-0.452406,-0.746665,-0.681027,-0.24453;-12.8516,2.23686,-0.149083,4.54453
4;0.428808,-0.398313,-0.321185,-0.155236,0.73287,0.427497,0.399006,0.629957,-0.347569,-0.901249,0.566285,0.00756635,-0.52795,0.579226,-0.829508,0.519059,0.808791,0.156616,-0.552852,-0.560248,-0.72096,-0.785625,-0.780486,-0.850844,-0.0252711,-0.504282,-0.0468052,-0.033813,0.749918,0.349184,0.110712,0.462393,0.138523,0.948768,-0.528964,-0.425446,-0.0844795,0.930626,-0.492863,-0.903649,-0.163216,0.39143,0.493911,0.364971,-0.140953,-0.835708,-0.141958,-0.606598,-0.0722715,0.0968849;-13.7864,0.543873,-0.94806,4.51286
5;-0.0736829,-0.788845,-0.00987942,-0.267603,0.697554,0.73124,0.530642,0.805973,0.205791,-0.86981,0.908151,-0.150159,-0.451895,0.626919,-0.806901,-0.240312,0.866213,-0.156288,-0.552378,-0.0860193,-0.707926,-0.672844,-0.944187,-0.926168,-0.0739643,-0.892961,0.527244,-0.206305,0.626961,0.0544321,0.880727,-0.292839,-0.097561,0.979096,-0.716133,-0.698801,-0.523528,0.916779,-0.594256,-0.95481,-0.308196,-0.409032,0.885429,-0.376463,0.105494,-0.951678,-0.55774,-0.547832,0.0913358,0.18123;-12.284,1.35156,0.219326,3.41748
6;0.266747,-0.787266,-0.153964,-0.715702,0.930521,0.811619,0.537117,0.676869,0.389932,-0.495386,0.894935,0.464941,-0.011161,0.16621,-0.933146,-0.735867,0.913516,0.163869,0.189853,0.18045,-0.529885,-0.853808,-0.884291,-0.965983,-0.10757,-0.966074,0.782581,-0.808315,0.906414,0.246494,0.822273,-0.904175,-0.388656,0.986646,-0.823635,-0.701865,-0.140259,0.847296,-0.21163,-0.985825,-0.623648,-0.525691,0.711754,0.17052,0.681018,-0.97211,-0.684165,-0.618328,-0.788222,-0.419142;-19.5461,-0.612584,4.30041,4.90806
7;-0.16672,-0.846719,0.0706163,-0.719271,0.940536,0.870988,0.496018,0.571302,0.321352,-0.386104,0.718354,0.500256,-0.021274,0.290708,-0.951759,-0.66438,0.763312,-0.260585,0.34759,0.209137,-0.546111,-0.837507,-0.872013,-0.986468,-0.0256845,-0.958664,0.355746,-0.876038,0.955299,-0.0554331,0.867386,-0.836801,-0.428755,0.955954,-0.892028,-0.790466,-0.101548,0.792405,-0.376957,-0.965225,0.0088405,-0.329812,0.545248,0.519464,0.922709,-0.969112,-0.745761,-0.752244,-0.861439,0.00203047;-18.1135,-1.04802,5.59216,4.96347
8;-0.563185,-0.40515,0.0176851,-0.278373,0.891253,0.274716,-0.00583603,0.217928,0.531302,-0.493869,-0.766562,0.631718,0.070835,0.0721803,-0.251966,0.0884893,-0.32272,0.774517,-0.0634403,-0.124773,-0.736003,-0.453989,-0.616375,-0.961463,-0.215741,-0.612863,-0.723659,-0.462301,0.900293,-0.437903,0.238872,-0.919667,0.295492,0.0687674,-0.429112,0.149628,0.415541,0.439935,-0.556499,-0.361107,0.655103,-0.342645,0.231816,0.608964,0.813109,-0.322864,-0.742428,-0.218443,0.232852,0.798171;-4.55111,1.03609,1.85328,4.61532
9;-0.735174,0.0650644,-0.350758,-0.0532364,0.52507,0.13551,-0.134365,0.147549,0.0801236,-0.798471,-0.898373,-0.015886,-0.447837,0.439002,0.612348,-0.139664,-0.474598,0.869345,-0.581166,-0.228899,-0.652362,-0.259692,-0.318685,-0.508728,0.0188118,-0.186624,-0.551603,-0.01177,0.796821,0.171514,-0.409995,0.179413,0.0643556,0.609913,0.224625,0.256355,0.558211,0.457062,-0.733757,-0.557066,0.457472,-0.311155,0.0631091,0.379903,0.479325,-0.00584162,-0.609193,-0.68617,0.0282502,0.696899;-1.52868,3.63177,-1.35092,3.85551
