Passo;A  o
0;3
1;3
2;3
3;3
4;1
5;3
6;3
7;1
8;4
9;1
10;3
11;1
12;3
13;2
14;3
15;4
16;1
17;3
18;1
19;3
20;2
21;3
22;4
23;1
24;3
25;1
26;3
27;2
28;3
29;4
30;1
31;3
32;1
33;3
34;2
35;3
36;4
37;1
38;3
39;1
40;3
41;2
42;3
43;4
44;1
45;3
46;1
47;3
48;3
49;3
50;3
51;3
52;4
53;1
54;3
55;1
56;3
57;2
58;3
59;4
60;1
61;3
62;1
63;3
64;3
65;3
66;3
67;4
68;1
69;3
70;1
71;3
72;2
73;3
74;4
75;1
76;3
77;1
78;3
79;2
80;3
81;4
82;1
83;3
84;1
85;3
86;2
87;3
88;4
89;1
90;3
91;1
92;3
93;2
94;3
95;4
96;1
97;3
98;1
99;3
100;2
101;3
102;4
103;1
104;3
105;1
106;3
107;3
108;3
109;4
110;1
111;3
112;1
113;3
114;2
115;3
116;4
117;1
118;3
119;1
120;3
121;2
122;3
123;4
124;1
125;3
126;1
127;3
128;3
129;3
130;4
131;1
132;3
133;1
134;3
135;2
136;3
137;4
138;1
139;3
140;1
141;3
142;2
143;3
144;4
145;1
146;3
147;1
148;3
149;2
150;3
151;4
152;1
153;3
154;1
155;3
156;2
157;3
158;4
159;1
160;3
161;1
162;3
163;2
164;3
165;4
166;1
167;3
168;1
169;3
170;3
171;3
172;3
173;4
174;1
175;3
176;1
177;3
178;2
179;3
180;4
181;1
182;3
183;1
184;3
185;2
186;3
187;4
188;1
189;1
190;3
191;3
192;3
193;4
194;1
195;3
196;1
197;3
198;2
199;3
200;4
201;1
202;3
203;1
204;3
205;2
206;3
207;4
208;1
209;3
210;1
211;3
212;2
213;3
214;4
215;1
216;3
217;1
218;3
219;2
220;3
221;4
222;1
223;3
224;1
225;3
226;2
227;3
228;4
229;1
230;3
231;1
232;3
233;3
234;3
235;3
236;4
237;1
238;3
239;1
240;3
241;2
242;3
243;4
244;1
245;3
246;1
247;3
248;3
249;3
250;3
251;3
252;4
253;1
254;3
255;1
256;3
257;2
258;3
259;4
260;1
261;3
262;1
263;3
264;2
265;3
266;4
267;1
268;3
269;1
270;3
271;2
272;3
273;4
274;1
275;3
276;1
277;3
278;2
279;3
280;4
281;1
282;3
283;1
284;3
285;2
286;3
287;4
288;1
289;1
290;3
291;3
292;3
293;4
294;4
295;1
296;3
297;1
298;3
299;2
300;0
