-2.706067 2.184312 5.187710 -0.575681 3.963061 -2.779940 -2.722324 0.854905 12.425216 5.090710 3.602478 -0.346432 -6.833562 2.511696 -6.191920 4.460190 0.415011 -0.469609 6.100443 0.118228 -10.301791 0.242967 -3.128845 -1.847112 0.203333 
-0.300134 2.992327 4.603008 -0.248087 -0.658717 -2.607857 -2.401285 0.312988 12.425216 4.434711 3.602478 -0.346432 -6.833562 0.173729 -7.630358 2.135561 -4.190656 1.774991 6.100443 -0.457933 -10.983010 -1.748961 -1.876416 -1.594293 0.196667 
-1.108400 1.595618 5.187710 -0.248087 -1.296044 -2.959905 -2.722324 1.164501 11.520694 4.434711 3.377017 -0.346432 -6.908786 0.390935 -5.980291 2.135561 -4.190656 1.279501 6.100443 0.118228 -12.907362 -1.298346 -3.163448 -1.667341 0.126667 
-4.601053 1.294540 4.266350 -1.690871 3.963061 -2.779940 -2.401285 0.287388 12.425216 3.730954 3.410802 -1.437943 -4.764971 -1.413008 -4.121211 2.445448 -5.069495 2.340920 6.100443 -0.933627 -11.744013 0.242967 -3.128845 -1.847112 0.180000 
-2.799176 1.279155 6.477218 -4.270277 -0.016088 -3.224818 -1.689405 2.221528 12.425216 1.949439 6.512618 -0.811255 -1.484654 -0.700599 -7.622996 2.028818 -5.405019 1.730257 6.100443 -0.457933 -11.841218 -0.987040 -2.485856 -1.847112 0.116667 
-0.300134 4.752997 4.968530 -0.248087 -0.949598 -2.607857 -2.401285 0.854905 12.425216 4.434711 3.602478 -0.346432 -6.908786 0.390935 -7.451870 2.379416 -2.932402 1.294494 6.398453 -0.105098 -10.983010 -2.157315 -1.876416 -1.581259 0.293333 
-1.108400 2.728743 5.134584 -2.116310 -0.016088 -4.782259 -3.028062 0.854905 12.369645 4.434711 3.819247 -0.983002 -4.330790 0.173729 -7.630358 2.379416 -5.069495 2.543293 6.100443 -0.933627 -10.320571 1.077088 -3.681784 -1.085695 0.096667 
-2.706067 2.184312 5.187710 -1.690871 3.963061 -2.779940 -2.722324 1.103414 12.425216 4.434711 4.963905 -0.408309 -5.352335 0.625531 -4.121211 2.028818 0.415011 -0.469609 6.100443 0.118228 -10.320571 -0.874656 -3.128845 -1.847112 0.230000 
-2.479242 2.184312 5.454065 -1.690871 3.963061 -2.779940 -2.722324 0.854905 12.100510 4.348455 3.602478 -0.346432 -6.833562 2.511696 -6.191920 4.460190 0.104948 -0.469609 6.100443 0.118228 -10.320571 -1.677657 -3.128845 -1.847112 0.126667 
-2.706067 2.184312 5.187710 -0.575681 3.963061 -2.779940 -2.722324 0.854905 12.425216 5.090710 3.602478 -0.346432 -6.833562 0.173729 -5.395691 2.028818 0.415011 -0.469609 6.100443 0.118228 -10.301791 0.242967 -3.128845 -1.847112 0.126667 
