Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.322432,-0.181776,0.0446746,0.480135,-0.437997;-8.51003,-0.830274,-3.9734,0.938682
1;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-8.39102,-0.865884,-4.09449,0.973403
2;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-8.39102,-0.865884,-4.09449,0.973403
3;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-8.39102,-0.865884,-4.09449,0.973403
4;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-8.39102,-0.865884,-4.09449,0.973403
5;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-8.39102,-0.865884,-4.09449,0.973403
6;-0.0747138,-0.402973,-0.129129,0.681688,-0.344156;-10.2091,-1.35318,-2.78093,1.281
7;-0.0747138,-0.402973,-0.129129,0.631327,-0.322266;-10.3245,-1.34587,-2.64649,1.3175
8;-0.463791,0.647794,0.451568,0.829348,-0.41786;-3.31315,1.44994,-2.59127,-1.00905
9;-0.556562,-0.277494,0.239601,0.88191,-0.601771;-7.67552,-1.05248,-6.17124,0.633026
10;-0.560291,0.159622,0.362556,0.733467,-0.825505;-4.08472,-0.15298,-6.368,-0.11667
11;-0.560291,0.159622,0.362556,0.804541,-0.825623;-4.07463,-0.136587,-6.39041,-0.163754
12;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-5.82236,-0.521223,-6.78447,0.264057
13;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
14;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-7.60964,-1.08406,-6.23085,0.682823
15;-0.685622,0.137714,0.672095,0.751786,-0.33314;-5.48656,0.255997,-3.90279,-0.373401
16;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-9.46425,-0.468562,-3.83473,0.85315
17;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-7.74643,-1.06222,-6.07973,0.692135
18;-0.560291,0.159622,0.362556,0.733467,-0.825505;-4.08472,-0.15298,-6.368,-0.11667
19;-0.560291,0.159622,0.362556,0.804541,-0.825623;-4.07463,-0.136587,-6.39041,-0.163754
20;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-5.82236,-0.521223,-6.78447,0.264057
21;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
22;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
23;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
24;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
25;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
26;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
27;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
28;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
29;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
30;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
31;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
32;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
33;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-5.79037,-0.538848,-6.812,0.294141
34;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-7.60964,-1.08406,-6.23085,0.682823
35;-0.685622,0.137714,0.672095,0.751786,-0.33314;-5.48656,0.255997,-3.90279,-0.373401
36;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-9.46425,-0.468562,-3.83473,0.85315
37;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-7.74643,-1.06222,-6.07973,0.692135
38;-0.560291,0.159622,0.362556,0.733467,-0.825505;-4.08472,-0.15298,-6.368,-0.11667
