Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.322432,-0.181776,0.0446746,0.480135,-0.437997;-0.583318,0.567924,-3.00853,2.6941
1;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-0.368579,0.464989,-2.93795,2.81022
2;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-0.368579,0.464989,-2.93795,2.81022
3;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-0.368579,0.464989,-2.93795,2.81022
4;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-0.368579,0.464989,-2.93795,2.81022
5;-0.322432,-0.181776,0.0446746,0.422159,-0.463534;-0.368579,0.464989,-2.93795,2.81022
6;-0.0747138,-0.402973,-0.129129,0.681688,-0.344156;0.184392,1.15325,-2.42754,3.5332
7;-0.0747138,-0.402973,-0.129129,0.631327,-0.322266;0.312187,1.06611,-2.33563,3.54657
8;-0.463791,0.647794,0.451568,0.829348,-0.41786;-3.65616,2.01317,-5.98895,-2.29261
9;-0.556562,-0.277494,0.239601,0.88191,-0.601771;-2.62336,0.617706,-4.31133,2.76277
10;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
11;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
12;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
13;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
14;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-2.35805,0.479258,-4.20238,2.88194
15;-0.685622,0.137714,0.672095,0.751786,-0.33314;-3.88508,0.676868,-6.05703,-0.275376
16;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-1.84536,1.55716,-2.67611,2.12528
17;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-2.36916,0.466433,-4.17102,2.83684
18;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
19;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
20;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
21;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
22;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
23;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
24;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
25;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
26;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
27;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
28;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
29;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
30;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
31;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
32;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
33;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
34;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-2.35805,0.479258,-4.20238,2.88194
35;-0.685622,0.137714,0.672095,0.751786,-0.33314;-3.88508,0.676868,-6.05703,-0.275376
36;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-1.84536,1.55716,-2.67611,2.12528
37;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-2.36916,0.466433,-4.17102,2.83684
38;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
39;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
40;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
41;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
42;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
43;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
44;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
45;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
46;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-2.35805,0.479258,-4.20238,2.88194
47;-0.685622,0.137714,0.672095,0.751786,-0.33314;-3.88508,0.676868,-6.05703,-0.275376
48;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-1.84536,1.55716,-2.67611,2.12528
49;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-2.36916,0.466433,-4.17102,2.83684
50;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
51;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
52;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
53;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
54;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
55;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
56;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
57;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
58;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
59;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
60;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
61;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
62;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
63;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
64;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
65;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
66;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-2.35805,0.479258,-4.20238,2.88194
67;-0.685622,0.137714,0.672095,0.751786,-0.33314;-3.88508,0.676868,-6.05703,-0.275376
68;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-1.84536,1.55716,-2.67611,2.12528
69;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-2.36916,0.466433,-4.17102,2.83684
70;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
71;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
72;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
73;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
74;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
75;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
76;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
77;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
78;-0.556562,-0.277494,0.239601,0.803373,-0.617159;-2.35805,0.479258,-4.20238,2.88194
79;-0.685622,0.137714,0.672095,0.751786,-0.33314;-3.88508,0.676868,-6.05703,-0.275376
80;-0.277437,-0.0977213,-0.215574,0.908084,-0.376431;-1.84536,1.55716,-2.67611,2.12528
81;-0.556562,-0.277494,0.239601,0.795248,-0.589822;-2.36916,0.466433,-4.17102,2.83684
82;-0.560291,0.159622,0.362556,0.733467,-0.825505;-2.5402,0.941819,-5.20131,1.10804
83;-0.560291,0.159622,0.362556,0.804541,-0.825623;-2.76157,1.06638,-5.30966,1.02807
84;-0.710079,-0.0415656,0.396011,0.667783,-0.690293;-2.93504,0.231712,-4.85868,1.855
85;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
86;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
87;-0.710079,-0.0415656,0.396011,0.620679,-0.698008;-2.77794,0.148755,-4.79229,1.92347
