Passo;A  o
0;3
1;3
2;3
3;1
4;3
5;3
6;3
7;3
8;3
9;3
10;1
11;1
12;1
13;3
14;1
15;1
16;3
17;3
18;1
19;3
20;3
21;3
22;3
23;1
24;1
25;1
26;3
27;1
28;3
29;3
30;3
31;1
32;1
33;3
34;3
35;1
36;3
37;3
38;3
39;3
40;3
41;3
42;1
43;1
44;3
45;3
46;3
47;4
48;1
49;3
50;4
51;1
52;1
53;3
54;3
55;1
56;1
57;3
58;3
59;3
60;1
61;1
62;1
63;3
64;3
65;3
66;1
67;1
68;3
69;1
70;3
71;3
72;1
73;1
74;3
75;3
76;3
77;4
78;1
79;1
80;1
81;3
82;3
83;3
84;4
85;1
86;3
87;4
88;1
89;1
90;3
91;3
92;1
93;1
94;3
95;3
96;3
97;4
98;1
99;1
100;1
101;3
102;3
103;3
104;4
105;1
106;3
107;4
108;1
109;1
110;3
111;3
112;1
113;1
114;3
115;3
116;3
117;4
118;1
119;1
120;1
121;3
122;3
123;3
124;4
125;1
126;3
127;4
128;1
129;1
130;3
131;3
132;1
133;1
134;3
135;3
136;3
137;4
138;1
139;1
140;1
141;3
142;3
143;3
144;1
145;1
146;3
147;1
148;3
149;3
150;3
151;1
152;3
153;3
154;3
155;3
156;3
157;3
158;3
159;3
160;3
161;3
162;3
163;3
164;3
165;3
166;3
167;4
168;1
169;3
170;4
171;1
172;3
173;3
174;4
175;1
176;3
177;4
178;1
179;1
180;3
181;3
182;1
183;1
184;3
185;3
186;3
187;1
188;1
189;1
190;3
191;3
192;3
193;4
194;1
195;3
196;4
197;1
198;1
199;3
200;3
201;1
202;1
203;3
204;3
205;3
206;1
207;1
208;1
209;3
210;3
211;3
212;4
213;1
214;3
215;4
216;1
217;1
218;3
219;3
220;1
221;1
222;3
223;3
224;3
225;1
226;1
227;1
228;3
229;3
230;3
231;1
232;1
233;3
234;1
235;3
236;3
237;1
238;1
239;3
240;3
241;3
242;1
243;1
244;1
245;3
246;3
247;3
248;4
249;1
250;3
251;4
252;1
253;1
254;3
255;3
256;1
257;1
258;3
259;3
260;3
261;1
262;1
263;1
264;3
265;3
266;3
267;4
268;1
269;3
270;4
271;1
272;1
273;3
274;3
275;1
276;1
277;3
278;3
279;3
280;1
281;1
282;1
283;3
284;3
285;3
286;4
287;1
288;3
289;4
290;1
291;1
292;3
293;3
294;1
295;1
296;3
297;3
298;3
299;1
300;0
