Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.215675,0.3618,-0.25361,0.399256,-0.00226842,-0.13993,-0.460973,0.139407,-0.439219,0.200642,-0.259286,-0.369065;-4.18783,0.939596,-2.47001,0.132241
1;0.181255,0.3618,-0.0605259,0.399256,-0.00226842,-0.13993,-0.693176,0.136906,-0.166823,0.412328,0.0725338,-0.731325;-6.50817,0.939978,-1.29306,1.0556
2;0.306195,0.3618,-0.304837,0.399256,-0.00226842,-0.13993,-0.835312,0.134266,-0.0629438,0.13654,0.438476,-0.764041;-5.6138,0.79526,0.490633,1.58245
3;0.317045,0.3618,-0.533648,0.399256,-0.00226842,-0.13993,-0.82987,0.137705,0.000752491,-0.192153,0.320748,-0.855776;-4.21077,1.35471,1.02699,1.57355
4;0.402818,0.160411,-0.112861,0.309487,0.373016,0.175898,-0.698279,0.357734,0.388208,-0.0715943,0.0718118,-0.926018;-5.1417,1.54212,1.4308,1.92454
5;0.295225,0.160411,0.0772398,0.309487,0.373016,0.175898,-0.737699,0.356397,0.455667,0.185559,0.22446,-0.865949;-5.97286,0.976594,1.05642,1.94654
6;-0.210015,-0.343113,0.269268,0.631987,0.561107,0.0153992,-0.635108,-0.220797,-0.0643768,0.156112,0.0322357,-0.634962;-8.14588,0.565607,-1.07115,0.971061
7;-0.248347,0.21066,0.248455,0.441713,0.837547,0.347434,-0.554831,-0.311528,-0.0554595,0.54943,0.436407,-0.08973;-8.58588,-0.742264,-1.11051,0.924424
8;-0.10719,0.618772,-0.289836,0.734333,0.724726,0.283079,-0.368899,-0.655523,0.168766,-0.143677,0.58395,0.253919;-5.4159,-0.611879,-0.481348,0.787562
9;0.0670615,0.618772,-0.389692,0.734333,0.724726,0.283079,0.0287971,-0.650472,-0.137615,-0.280875,-0.064571,0.0974736;-5.5277,0.600444,-1.65982,0.0951212
10;0.70366,0.722868,-0.211182,0.860887,0.917137,0.0970832,-0.653586,-0.784738,-0.279288,-0.490805,0.0865546,0.411973;-6.05241,0.995974,-0.262972,1.56038
11;0.683561,0.722868,-0.318702,0.860887,0.917137,0.0970832,-0.439863,-0.783711,-0.0595397,-0.576348,-0.282744,-0.0533314;-5.92949,2.06954,-0.758865,1.14565
12;0.482305,0.507454,-0.263004,0.931539,0.535666,-0.514134,-0.811133,-0.82972,-0.760497,-0.541978,-0.380213,-0.207793;-6.63631,2.38533,-2.30376,0.902853
13;0.753652,0.515043,-0.261595,0.653542,0.572276,-0.32255,-0.85801,-0.135174,-0.540146,-0.23596,-0.376097,-0.847564;-7.36145,3.05217,-0.787474,1.49164
14;0.43986,0.3618,0.0288937,0.399256,-0.00226842,-0.13993,-0.833062,0.142345,-0.162182,0.534096,0.150077,-0.876561;-7.82597,1.08163,-0.865461,1.49245
15;0.353719,0.3618,-0.357711,0.399256,-0.00226842,-0.13993,-0.874651,0.132746,0.00495851,0.0669533,0.572694,-0.788471;-5.42884,0.718503,1.0765,1.77934
16;0.325093,0.3618,-0.603142,0.399256,-0.00226842,-0.13993,-0.832844,0.138572,0.0178908,-0.306184,0.30033,-0.87246;-3.76599,1.49713,1.24401,1.59822
17;0.3524,0.3618,-0.453727,0.399256,-0.00226842,-0.13993,-0.836075,0.14322,0.0024099,-0.0691398,0.152099,-0.897898;-4.54071,1.61044,0.530233,1.48344
18;0.360556,0.3618,-0.359061,0.399256,-0.00226842,-0.13993,-0.853781,0.140268,0.00691411,0.0651274,0.302378,-0.878878;-5.27846,1.2482,0.558429,1.59213
19;0.354463,0.3618,-0.454972,0.399256,-0.00226842,-0.13993,-0.855383,0.138595,0.0131569,-0.0709889,0.360032,-0.868425;-4.76357,1.24937,0.952779,1.64429
20;0.351101,0.3618,-0.489291,0.399256,-0.00226842,-0.13993,-0.846572,0.140291,0.0128095,-0.122787,0.281066,-0.882681;-4.47312,1.42779,0.897158,1.58866
21;0.355684,0.3618,-0.441927,0.399256,-0.00226842,-0.13993,-0.847629,0.140936,0.00985042,-0.0517283,0.262748,-0.885738;-4.74066,1.40954,0.722762,1.57037
22;0.356664,0.3618,-0.430563,0.399256,-0.00226842,-0.13993,-0.851685,0.140051,0.0107559,-0.0351426,0.303375,-0.879407;-4.85401,1.32543,0.770059,1.59993
23;-0.124029,-0.139552,-0.174279,0.689763,0.235739,-0.294239,-0.790692,-0.424536,-0.50912,0.0361133,0.0158608,-0.71039;-7.42533,1.11968,-1.57169,0.631514
24;0.190488,0.564497,-0.658405,0.372083,0.26575,0.0274009,-0.930647,-0.106036,-0.4441,-0.0889799,0.531301,-0.901523;-7.28872,0.998629,0.542727,1.41833
25;0.654025,0.564497,-0.828999,0.372083,0.26575,0.0274009,-0.947719,-0.104464,-0.203293,-0.503598,0.499629,-0.9566;-5.64798,1.73749,2.32596,2.06
26;0.546611,0.160411,-0.245298,0.309487,0.373016,0.175898,-0.716105,0.36118,0.297566,-0.206945,-0.0681753,-0.960725;-4.68194,2.03639,1.70856,1.95762
27;-0.238639,-0.139552,0.108185,0.689763,0.235739,-0.294239,-0.80595,-0.422745,-0.446663,0.385762,0.00834264,-0.61594;-8.3382,0.680788,-2.50638,0.520552
28;0.156846,0.564497,-0.655129,0.372083,0.26575,0.0274009,-0.927403,-0.110427,-0.437499,-0.0822097,0.621121,-0.866029;-7.2997,0.788812,0.644863,1.43923
29;0.267212,0.119412,-0.734352,0.672656,0.473685,-0.134126,-0.920582,-0.603677,-0.655055,-0.483433,0.220027,-0.88918;-7.56369,1.85029,0.482407,1.16513
30;0.421494,0.564497,-0.738161,0.372083,0.26575,0.0274009,-0.939286,-0.0995041,-0.48822,-0.247838,0.361656,-0.962308;-6.97444,1.59691,0.905274,1.57476
31;0.501027,0.3618,-0.490237,0.399256,-0.00226842,-0.13993,-0.860723,0.142493,-0.102668,-0.100528,0.219094,-0.932508;-5.05601,1.65575,0.92392,1.66817
32;0.371565,0.3618,-0.402928,0.399256,-0.00226842,-0.13993,-0.860393,0.140659,0.0177981,0.0044437,0.30925,-0.888392;-5.04039,1.30809,0.736911,1.62383
33;0.357515,0.3618,-0.459138,0.399256,-0.00226842,-0.13993,-0.854877,0.139351,0.0164562,-0.0771882,0.334896,-0.876284;-4.713,1.30604,0.92637,1.63215
34;0.553585,0.564497,-0.775683,0.372083,0.26575,0.0274009,-0.94564,-0.104612,-0.0816654,-0.379913,0.514921,-0.932064;-5.43341,1.5785,2.09662,1.95522
35;0.540261,0.160411,-0.256278,0.309487,0.373016,0.175898,-0.71579,0.359813,0.296605,-0.220184,-0.0138841,-0.957938;-4.71229,1.94956,1.82627,1.98776
36;0.515326,0.398834,-0.358808,0.280342,0.582657,0.332831,-0.902852,0.127643,0.385354,-0.0338635,0.416241,-0.935993;-6.11558,1.35609,2.3852,2.22877
37;0.449271,0.160411,-0.184378,0.309487,0.373016,0.175898,-0.744474,0.355979,0.410978,-0.105541,0.216214,-0.932187;-5.00338,1.43185,1.99511,2.08495
38;0.297292,0.160411,-0.0332364,0.309487,0.373016,0.175898,-0.737555,0.356774,0.471484,0.0566767,0.209829,-0.885346;-5.34881,1.14344,1.35362,1.94501
39;-0.203195,-0.343113,0.279633,0.631987,0.561107,0.0153992,-0.63229,-0.219239,-0.0641995,0.169034,-0.0290764,-0.674224;-8.25273,0.694316,-1.21485,0.936164
40;-0.234767,0.21066,0.291992,0.441713,0.837547,0.347434,-0.57952,-0.311676,-0.0557457,0.587071,0.466024,-0.0809692;-8.84226,-0.823795,-1.12259,0.988537
41;-0.11037,0.618772,-0.310484,0.734333,0.724726,0.283079,-0.367754,-0.655796,0.179704,-0.169883,0.594123,0.25994;-5.25187,-0.611113,-0.395684,0.793822
42;0.0648594,0.618772,-0.396283,0.734333,0.724726,0.283079,0.0384337,-0.65028,-0.138306,-0.289354,-0.0844385,0.0856599;-5.5047,0.645238,-1.69206,0.0717197
43;0.705844,0.722868,-0.196592,0.860887,0.917137,0.0970832,-0.658643,-0.784697,-0.283263,-0.477003,0.0904287,0.415264;-6.14005,0.974173,-0.289891,1.57076
44;0.682917,0.722868,-0.321367,0.860887,0.917137,0.0970832,-0.439416,-0.783779,-0.0571908,-0.57869,-0.277533,-0.048487;-5.89611,2.0594,-0.739662,1.14779
45;0.480938,0.507454,-0.266717,0.931539,0.535666,-0.514134,-0.809548,-0.829711,-0.760602,-0.545308,-0.384507,-0.209024;-6.61341,2.39573,-2.30635,0.896565
46;0.753847,0.515043,-0.258527,0.653542,0.572276,-0.32255,-0.858146,-0.135132,-0.540659,-0.232277,-0.376985,-0.847841;-7.38008,3.05061,-0.797964,1.49117
47;0.439942,0.3618,0.0295735,0.399256,-0.00226842,-0.13993,-0.833324,0.1423,-0.162095,0.534672,0.152401,-0.876144;-7.83195,1.07686,-0.86235,1.49447
