-0.318248 -3.560856 -4.313416 1.241140 -2.252001 -1.368074 1.056078 -0.526669 -2.104966 0.139260 -4.551752 -0.596775 0.564642 0.599191 1.590597 -2.736511 3.729907 0.260507 -1.934477 -0.756331 1.516982 3.784061 3.440920 0.984634 2.867546 0.760492 -0.549333 -0.031544 0.944865 -0.950113 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.410564 -0.869477 -0.178277 -0.752464 0.705401 0.963758 0.041982 0.134723 0.630000 
-0.318248 -3.560856 -3.495163 0.919596 -1.124281 -0.214386 1.056078 0.467852 -1.995065 1.312141 -4.041923 -0.596775 0.564642 0.599191 1.590597 -2.139753 3.822054 1.882326 -2.326239 -0.756331 1.516982 3.921773 3.440920 0.984634 2.399099 0.760492 -0.549333 -0.031544 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.134723 0.636667 
-0.318248 -3.560856 -3.495163 0.919596 -1.124281 -0.214386 1.056078 0.467852 -1.995065 1.312141 -4.041923 -0.596775 0.564642 0.599191 1.590597 -3.136924 6.397482 0.011890 -2.890474 -0.756331 1.516982 3.592237 2.512219 0.009862 3.441469 0.977090 -0.549333 -0.031544 1.147351 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -1.677338 -0.745938 0.705401 0.963758 0.041982 0.134723 0.083333 
-0.562132 -3.158520 -4.159665 0.945488 -1.574082 -0.214386 1.700795 -0.129724 -1.995065 1.312141 -4.409137 -0.596775 0.564642 1.757388 1.590597 -2.139753 3.822054 1.882326 -2.326239 -0.756331 1.516982 3.921773 3.440920 0.984634 2.399099 0.760492 -0.549333 -0.031544 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.456205 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.752464 0.705401 0.963758 0.198069 0.134723 0.105000 
-0.318248 -3.763305 -3.495163 0.919596 -1.124281 -1.368074 1.056078 -0.526669 -2.104966 -0.747715 -2.111489 -0.596775 0.564642 0.599191 1.590597 -2.736511 3.822054 1.882326 -2.326239 -0.914402 1.516982 3.592237 3.692865 0.009862 2.246003 1.636514 -0.549333 0.123188 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.134723 0.598333 
-0.562132 -3.560856 -2.535966 1.241140 -2.252001 -0.214386 1.056078 0.467852 -1.995065 1.312141 -4.041923 -0.596775 0.564642 1.179275 1.590597 -2.139753 3.822054 1.882326 -2.326239 -0.756331 1.516982 3.921773 3.440920 0.984634 2.399099 0.760492 -0.549333 0.255916 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.496945 0.213333 
0.311890 -2.476420 -3.268472 0.919596 -1.610149 -0.214386 1.056078 0.467852 -1.995065 1.312141 -3.171895 -0.261383 0.261010 0.599191 1.590597 -2.139753 2.820091 0.260507 -2.112922 -0.756331 2.205263 4.417697 3.440920 0.984634 3.241528 0.760492 -0.549333 -0.031544 0.939155 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.134723 0.641667 
0.311890 -3.560856 -3.268472 0.919596 -1.124281 -0.214386 1.056078 0.467852 -1.995065 1.312141 -3.879704 -0.596775 0.564642 0.599191 1.590597 -3.136924 5.457194 0.011890 -2.890474 -0.756331 1.516982 1.694948 3.692865 0.009862 2.246003 1.636514 -0.549333 0.123188 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.198069 0.134723 0.640000 
-0.562132 -3.560856 -4.668356 1.241140 -2.252001 -1.368074 1.056078 0.467852 -1.995065 1.312141 -4.409137 -0.853986 0.564642 0.599191 1.694186 -3.136924 5.457194 0.049210 -2.890474 -0.756331 2.306599 2.954256 1.737597 2.083064 2.976704 0.977090 -0.549333 -0.031544 0.939155 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.752464 0.917527 0.963758 0.041982 0.134723 0.383333 
0.311890 -3.560856 -3.268472 0.919596 -1.124281 -0.214386 1.041378 -0.526669 -2.104966 -0.747715 -4.551752 -0.596775 1.264764 0.599191 1.590597 -2.736511 3.822054 1.882326 -2.326239 -0.756331 1.516982 3.592237 4.014075 0.009862 1.182194 1.849024 -0.549333 -0.206908 0.944865 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -1.864178 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.198069 0.134723 0.308333 
0.311890 -3.560856 -3.268472 0.919596 -1.124281 -0.214386 1.056078 0.467852 -1.995065 1.312141 -4.551752 -0.596775 0.564642 0.599191 1.590597 -2.736511 3.822054 1.882326 -2.326239 -0.914402 1.516982 3.592237 2.402888 0.009862 3.441469 0.977090 -0.549333 -0.031544 1.147351 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.134723 0.640000 
-0.562132 -3.560856 -4.159665 1.241140 -2.252001 -1.368074 1.056078 0.020601 -2.104966 -0.747715 -4.409137 -0.596775 0.564642 1.757388 1.590597 -3.136924 5.457194 0.011890 -2.890474 -0.756331 1.516982 3.592237 2.512219 0.009862 3.441469 0.977090 -0.549333 -0.031544 1.147351 -0.840911 0.735923 0.512203 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.174782 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.198069 0.134723 0.361667 
-0.318248 -5.414391 -3.495163 0.919596 -1.277526 -0.214386 1.056078 0.467852 -1.995065 1.312141 -3.355887 -0.596775 0.564642 0.599191 1.590597 -2.139753 3.822054 1.882326 -2.326239 -0.756331 1.516982 3.592237 3.692865 0.009862 2.246003 1.636514 1.756687 0.123188 0.944865 -0.840911 0.735923 0.577326 -0.185297 0.668873 -0.324275 0.564132 -0.909575 -0.511592 0.635214 0.617178 0.334197 -0.778983 -0.090755 0.680710 -0.503620 -0.869477 -0.178277 -0.745938 0.705401 0.963758 0.041982 0.134723 -0.041667 
