Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.215675,0.3618,-0.25361,0.399256,-0.00226842,-0.13993,-0.460973,0.139407,-0.439219,0.200642,-0.259286,-0.369065;-0.0726336,-0.286827,0.515077,0.863815
1;0.181255,0.3618,-0.0605259,0.399256,-0.00226842,-0.13993,-0.693176,0.136906,-0.166823,0.412328,0.0725338,-0.731325;0.357587,-2.91153,-1.11235,1.50267
2;0.306195,0.3618,-0.304837,0.399256,-0.00226842,-0.13993,-0.835312,0.134266,-0.0629438,0.13654,0.438476,-0.764041;0.108471,-4.27459,-1.56018,1.23622
3;0.317045,0.3618,-0.533648,0.399256,-0.00226842,-0.13993,-0.82987,0.137705,0.000752491,-0.192153,0.320748,-0.855776;-0.0227031,-4.88734,-1.43572,0.685908
4;0.347021,0.3618,-0.466062,0.399256,-0.00226842,-0.13993,-0.837449,0.1418,0.000476909,-0.0875483,0.204966,-0.888645;0.108352,-4.79961,-1.51248,0.897332
5;0.357596,0.3618,-0.393821,0.399256,-0.00226842,-0.13993,-0.850728,0.140497,0.00662594,0.0172583,0.286102,-0.880875;0.148243,-4.80347,-1.66894,1.08482
6;-0.123498,-0.139552,-0.161417,0.689763,0.235739,-0.294239,-0.794437,-0.425082,-0.509232,0.0517524,0.0478094,-0.698446;0.712955,-1.9322,-0.964298,1.70921
7;-0.508643,-0.139552,0.0197384,0.689763,0.235739,-0.294239,-0.730617,-0.425441,-0.741873,0.281485,0.0115016,-0.61067;0.869602,-0.265548,-0.545162,1.73828
8;-0.324203,0.390159,-0.311133,0.826346,0.546678,0.111698,-0.84935,-0.730454,-0.334777,-0.363945,0.599248,-0.605977;-0.157905,-4.51931,-0.509223,-0.537592
9;0.269669,0.21066,-0.178744,0.441713,0.837547,0.347434,-0.472131,-0.305549,-0.279844,0.101548,0.0213461,-0.557481;0.234568,-4.59473,-1.23807,0.612614
10;0.0641175,0.618772,0.0196338,0.734333,0.724726,0.283079,-0.616847,-0.652266,0.135335,0.227784,0.639271,0.0624907;-1.10738,-3.65864,-0.461798,0.292425
11;0.136616,0.618772,-0.425037,0.734333,0.724726,0.283079,-0.197803,-0.653186,-0.0221279,-0.326421,0.289899,0.0826768;-1.5227,-3.3949,1.11246,-0.685938
12;0.203972,0.3618,-0.447357,0.399256,-0.00226842,-0.13993,-0.355466,0.143471,-0.66625,0.00535054,-0.550906,-0.732158;0.390718,-1.67876,0.880661,0.796978
13;0.306472,0.3618,0.161418,0.399256,-0.00226842,-0.13993,-0.813708,0.13934,-0.21115,0.606243,0.227122,-0.746019;0.640949,-3.11195,-1.44367,1.85282
14;0.311078,0.3618,-0.408068,0.399256,-0.00226842,-0.13993,-0.848509,0.131845,-0.00590932,-0.00283914,0.533968,-0.748054;-0.0575355,-4.59873,-1.59555,1.02129
15;0.311753,0.3618,-0.583926,0.399256,-0.00226842,-0.13993,-0.817885,0.139442,0.00526282,-0.274014,0.233894,-0.874706;-0.0381198,-4.91133,-1.32617,0.533959
16;0.353122,0.3618,-0.412383,0.399256,-0.00226842,-0.13993,-0.838275,0.142819,-0.00391853,-0.00898169,0.172203,-0.89304;0.173143,-4.69537,-1.55923,1.03724
17;0.557839,0.564497,-0.721028,0.372083,0.26575,0.0274009,-0.948329,-0.105469,-0.0870263,-0.247145,0.552672,-0.926178;-0.0712015,-6.7675,-1.55644,0.360767
18;0.659177,0.564497,-0.834051,0.372083,0.26575,0.0274009,-0.947204,-0.102476,-0.195116,-0.517927,0.441576,-0.960946;-0.0156945,-6.97856,-1.08063,-0.121774
19;0.0547182,-0.139552,-0.274725,0.689763,0.235739,-0.294239,-0.786955,-0.419494,-0.588196,-0.0651356,-0.235352,-0.851675;0.929635,-2.40998,-0.773638,1.66407
20;-0.183603,-0.0968579,0.109376,0.612425,0.720653,0.181625,-0.843892,-0.436263,-0.565007,0.256981,0.197754,-0.854487;1.21372,-3.99847,-2.17975,1.22274
21;0.602068,0.722868,-0.393052,0.860887,0.917137,0.0970832,-0.935647,-0.78735,0.248865,-0.650092,0.844386,0.0181637;-1.68982,-5.62373,-0.0658736,-0.868526
22;0.657296,0.625072,-0.594213,0.0495768,0.748868,0.481449,-0.106373,0.274743,0.281143,-0.19298,-0.352901,-0.8599;-0.441058,-6.87455,-1.2423,-0.623678
23;0.506296,0.3618,0.0111281,0.399256,-0.00226842,-0.13993,-0.838478,0.14181,-0.239241,0.530355,0.166546,-0.746954;0.606051,-3.50767,-1.38363,2.00839
24;0.311388,0.3618,-0.368665,0.399256,-0.00226842,-0.13993,-0.845138,0.132793,0.00710716,0.0520662,0.501768,-0.794307;0.0192573,-4.67128,-1.7014,1.10549
25;0.383734,0.160411,-0.246838,0.309487,0.373016,0.175898,-0.69175,0.355025,0.39147,-0.231649,0.167926,-0.912057;0.102151,-6.35709,-2.84731,0.28741
26;-0.19377,-0.343113,0.308956,0.631987,0.561107,0.0153992,-0.616998,-0.215749,-0.0863135,0.205708,-0.176975,-0.722677;0.911203,-2.74864,-2.37327,1.52015
27;-0.217882,0.21066,0.391918,0.441713,0.837547,0.347434,-0.610767,-0.312096,-0.0605108,0.668128,0.510271,-0.0500021;-0.0922866,-2.39037,-1.80793,1.13924
28;-0.121591,0.618772,-0.340788,0.734333,0.724726,0.283079,-0.356105,-0.656383,0.193337,-0.208579,0.609702,0.29328;-1.86436,-2.96003,0.499486,-0.57196
29;0.128798,0.3618,-0.620875,0.399256,-0.00226842,-0.13993,-0.204865,0.142005,-0.62496,-0.277308,-0.609998,-0.767225;0.156099,-1.83919,1.27817,0.171146
30;0.318096,0.3618,0.205165,0.399256,-0.00226842,-0.13993,-0.807939,0.14286,-0.277268,0.63905,0.0907648,-0.737896;0.753146,-2.77656,-1.24804,1.89364
31;0.517343,0.564497,-0.689701,0.372083,0.26575,0.0274009,-0.945585,-0.113605,-0.100854,-0.17662,0.710002,-0.839756;-0.16341,-6.52867,-1.57457,0.472483
32;0.640849,0.564497,-0.867243,0.372083,0.26575,0.0274009,-0.940264,-0.103362,-0.201402,-0.614567,0.422417,-0.959238;-0.0473428,-6.98007,-0.944719,-0.342029
