Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.435436,0.323106,-0.367034,-0.683252,-0.508527,0.625105,-0.553365,-0.0417434,0.596957,-0.0721484,0.563746,0.686576,-0.150447,-0.53504,0.23709,0.892207,-0.085505,0.0264168,-0.818115,0.526173,0.655597,0.507114,0.0471527,0.552424,0.336585;-4.60637,-1.79235,-4.50336,2.01659
1;-0.682354,0.722552,-0.524883,-0.230378,0.428553,0.4487,0.656973,-0.316333,-0.0599409,0.435431,0.267382,0.662773,-0.230304,-0.465148,0.93672,0.961054,-0.460023,0.500052,-0.902984,0.023402,0.226927,-0.565212,0.178983,-0.00420212,-0.27151;-2.89329,0.168024,-0.0413357,2.67086
2;0.147987,0.575342,-0.488976,-0.695514,0.358479,0.499242,0.745523,0.187797,-0.386729,0.351789,0.655014,0.940205,0.0122312,-0.667795,0.28446,0.901196,0.607084,0.616372,-0.635926,-0.241765,0.232821,-0.711141,-0.209656,-0.327212,-0.0590215;-2.1707,1.43063,2.78211,5.26668
3;-0.566049,0.54497,-0.634043,-0.273277,0.546489,0.724578,0.860843,-0.269681,-0.484226,0.618599,0.251425,0.827164,0.0122312,-0.414681,0.42252,0.901196,0.649521,0.699803,-0.903972,0.0442268,0.383068,-0.293896,-0.209656,-0.305889,0.0617584;-1.06932,-2.8395,3.72958,0.470245
4;-0.365891,0.427756,0.0986997,0.274201,-0.197635,0.746911,0.939668,-0.019717,-0.900443,0.164482,0.475725,0.52169,0.0885216,0.00153243,-0.815321,0.595163,0.881739,0.779582,-0.0850695,0.113509,0.0722481,-0.488467,0.13883,0.0468587,0.859874;-1.38912,-2.96795,1.65165,-0.918789
5;-0.831228,0.457438,0.116457,0.180585,0.551537,0.715951,0.00390178,0.123496,-0.476922,0.703867,-0.317242,0.453566,-0.115556,-0.644466,-0.49236,0.478363,0.584857,0.223811,-0.853498,-0.310718,0.025386,0.597582,-0.0991936,0.156587,0.456448;-5.52969,-3.7433,0.820861,-0.368115
6;-0.719228,0.514204,-0.202845,-0.653531,0.172559,0.550488,-0.728439,0.304096,0.0204259,0.736011,0.402249,0.519143,-0.0644754,-0.895689,0.127131,0.695842,0.73331,0.540572,-0.911567,-0.106874,-0.155574,0.126949,-0.428391,0.412022,0.423252;-10.2888,-2.87529,-3.64726,1.22425
7;-0.705858,0.690961,-0.190905,-0.390771,-0.3412,0.750786,-0.132567,0.3473,0.252528,0.17799,0.465136,0.066021,-0.150447,-0.453438,0.759032,0.892207,0.33616,0.578655,-0.926534,0.563353,-0.0677866,0.0478691,0.0471527,0.534873,0.285582;-8.56719,-0.540236,-3.57504,1.71023
8;-0.439847,0.772786,-0.570825,-0.464379,-0.0200817,0.048929,-0.00724975,0.248863,0.681635,-0.246658,-0.0631357,0.654539,0.0275695,-0.386409,0.748776,0.933661,-0.102485,-0.0138104,-0.948722,-0.17991,-0.382342,-0.452803,-0.0971807,0.254842,-0.317582;-6.12535,5.77742,-3.11149,6.21461
9;0.526872,0.634823,-0.680428,-0.832918,-0.0827772,0.545393,0.422977,0.449125,0.172463,-0.282066,0.403188,0.775857,0.267639,0.111593,0.843519,0.835239,-0.397882,0.080537,-0.797538,0.297448,-0.202605,-0.448292,-0.455194,-0.055244,0.118901;-2.53574,1.66428,2.7365,4.02287
10;0.646684,0.589341,-0.737578,-0.749164,0.0886464,0.581891,0.617561,-0.05953,0.134328,-0.140956,-0.313973,0.633293,0.267639,0.442895,0.772414,0.835239,-0.16967,-0.020341,-0.614537,-0.0641472,0.00593863,0.0247083,-0.455194,-0.23056,0.270602;0.539874,1.38536,4.30679,2.97988
11;0.416126,0.514709,-0.25561,-0.562342,-0.351854,0.657857,0.676581,-0.648518,-0.677577,0.0119572,0.251833,0.442081,0.13935,0.227644,-0.16984,0.771473,0.502228,0.583803,0.282645,0.120847,0.764598,-0.538648,-0.215251,0.102703,0.885626;0.468498,-3.57453,-0.067034,1.49402
12;-0.445455,0.479204,-0.0936655,-0.223213,0.262548,0.796695,0.735261,-0.567065,-0.584583,0.587559,0.44137,0.70995,0.13935,-0.238532,-0.00251799,0.771473,0.858736,0.66551,-0.4766,-0.0609056,0.933256,-0.254119,-0.215251,-0.0740585,0.845265;-0.416527,-6.00386,1.64305,-0.425021
13;-0.955325,0.470126,0.44902,0.561693,0.746777,0.676669,0.442179,-0.255211,-0.845819,0.693972,-0.160172,0.427638,-0.361109,-0.810665,-0.610517,0.660776,0.60957,0.697711,-0.640673,-0.429118,0.120821,-0.357477,0.177015,-0.044314,0.455496;-3.00651,-3.82777,0.0155487,1.32918
14;-0.92376,0.499665,0.36928,0.00994108,0.273106,0.708231,0.462296,0.135948,-0.64946,0.779494,0.450435,0.839523,-0.434308,-0.823759,-0.782384,0.878153,0.707112,0.805137,-0.86748,0.52933,0.00684669,0.336684,0.594121,0.328819,0.165492;-3.98735,-0.219147,-1.57933,2.65337
15;-0.803246,0.634263,0.16615,0.328986,-0.324881,0.735957,0.907324,-0.195063,-0.811254,0.557345,0.409494,0.292516,-0.156687,-0.369075,-0.694881,0.823179,0.899702,0.723686,-0.802418,0.634011,-0.109262,-0.0837249,0.488033,0.449425,0.64781;-4.92112,-1.266,-1.29239,-1.03414
16;-0.564136,0.379471,0.0986228,0.542061,0.146912,0.524375,0.899458,0.113077,-0.827177,0.721977,0.641166,0.769018,0.0885216,-0.359755,-0.692164,0.595163,0.939895,0.773807,-0.60302,0.443672,0.266685,0.266784,0.13883,-0.227044,0.849832;-1.18808,-4.71923,3.74308,-3.3718
17;-0.863273,0.457438,0.0699102,0.412431,0.508819,0.726653,0.222569,0.231264,-0.587337,0.587347,-0.105305,0.55758,-0.115556,-0.818016,-0.547573,0.478363,0.771913,0.276988,-0.853626,-0.0589754,-0.391147,0.449601,-0.0991936,0.0597298,0.545657;-5.80688,-3.56915,2.51465,-1.12705
18;-0.703426,0.514204,-0.260984,-0.450073,0.258988,0.624927,-0.648365,0.320346,-0.0335352,0.753811,0.415949,0.63417,-0.0644754,-0.912259,0.0572136,0.695842,0.72905,0.620064,-0.932335,-0.133014,-0.0850133,0.292117,-0.428391,0.341261,0.399078;-8.83558,-3.72634,-2.55,0.605361
