Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;2
9;2
10;3
11;2
12;3
13;2
14;3
15;2
16;3
17;4
18;2
19;3
20;3
21;2
22;3
23;3
24;2
25;3
26;4
27;2
28;3
29;3
30;3
31;4
32;2
33;3
34;3
35;2
36;3
37;3
38;2
39;3
40;3
41;3
42;2
43;3
44;4
45;2
46;3
47;3
48;2
49;3
50;3
51;2
52;3
53;4
54;2
55;3
56;3
57;3
58;4
59;2
60;3
61;3
62;2
63;3
64;3
65;2
66;3
67;3
68;3
69;2
70;3
71;4
72;2
73;3
74;3
75;2
76;3
77;3
78;2
79;3
80;4
81;2
82;3
83;3
84;3
85;4
86;2
87;3
88;3
89;2
90;3
91;3
92;2
93;3
94;3
95;3
96;2
97;3
98;4
99;2
100;3
101;3
102;2
103;3
104;3
105;2
106;3
107;4
108;2
109;3
110;3
111;3
112;4
113;2
114;3
115;3
116;2
117;3
118;3
119;2
120;3
121;3
122;3
123;2
124;3
125;4
126;2
127;3
128;3
129;2
130;3
131;3
132;2
133;3
134;4
135;2
136;3
137;3
138;3
139;4
140;2
141;3
142;3
143;2
144;3
145;3
146;2
147;3
148;3
149;3
150;2
151;3
152;4
153;2
154;3
155;3
156;2
157;3
158;3
159;2
160;3
161;4
162;2
163;3
164;3
165;3
166;4
167;2
168;3
169;3
170;2
171;3
172;3
173;2
174;3
175;3
176;3
177;2
178;3
179;4
180;2
181;3
182;3
183;2
184;3
185;3
186;2
187;3
188;4
189;2
190;3
191;3
192;3
193;4
194;2
195;3
196;3
197;2
198;3
199;3
200;2
201;3
202;3
203;3
204;2
205;3
206;4
207;2
208;3
209;3
210;2
211;3
212;3
213;2
214;3
215;4
216;2
217;3
218;3
219;3
220;4
221;2
222;3
223;3
224;2
225;3
226;3
227;2
228;3
229;3
230;3
231;2
232;3
233;4
234;2
235;3
236;3
237;2
238;3
239;3
240;2
241;3
242;4
243;2
244;3
245;3
246;3
247;4
248;2
249;3
250;3
251;2
252;3
253;3
254;2
255;3
256;3
257;3
258;2
259;3
260;4
261;2
262;3
263;3
264;2
265;3
266;3
267;2
268;3
269;4
270;2
271;3
272;3
273;3
274;4
275;2
276;3
277;3
278;2
279;3
280;3
281;2
282;3
283;3
284;3
285;2
286;3
287;4
288;2
289;3
290;3
291;2
292;3
293;3
294;2
295;3
296;4
297;2
298;3
299;3
300;0
