Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;0
10;3
11;0
12;3
13;3
14;3
15;0
16;3
17;3
18;0
19;3
20;2
21;0
22;3
23;3
24;3
25;3
26;2
27;4
28;0
29;3
30;0
31;3
32;3
33;0
34;3
35;2
36;0
37;3
38;3
39;3
40;2
41;4
42;0
43;3
44;0
45;3
46;3
47;0
48;3
49;2
50;0
51;3
52;3
53;3
54;3
55;2
56;4
57;0
58;3
59;0
60;3
61;3
62;4
63;0
64;3
65;2
66;0
67;3
68;3
69;3
70;2
71;4
72;0
73;3
74;0
75;3
76;3
77;0
78;3
79;2
80;0
81;3
82;3
83;3
84;2
85;4
86;0
87;3
88;0
89;3
90;3
91;0
92;3
93;2
94;0
95;3
96;3
97;3
98;3
99;2
100;4
101;0
102;3
103;0
104;3
105;3
106;0
107;3
108;2
109;0
110;3
111;3
112;3
113;2
114;4
115;0
116;3
117;0
118;3
119;3
120;0
121;3
122;2
123;0
124;3
125;3
126;3
127;3
128;2
129;4
130;0
131;3
132;0
133;3
134;3
135;4
136;0
137;3
138;2
139;0
140;3
141;3
142;3
143;2
144;4
145;0
146;3
147;0
148;3
149;3
150;0
151;3
152;2
153;0
154;3
155;3
156;3
157;2
158;4
159;0
160;3
161;0
162;3
163;3
164;0
165;3
166;2
167;0
168;3
169;3
170;3
171;3
172;2
173;4
174;0
175;3
176;0
177;3
178;3
179;0
180;3
181;2
182;0
183;3
184;3
185;3
186;2
187;4
188;0
189;3
190;0
191;3
192;3
193;0
194;3
195;2
196;0
197;3
198;3
199;3
200;3
201;2
202;4
203;0
204;3
205;0
206;3
207;3
208;4
209;0
210;3
211;2
212;0
213;3
214;3
215;3
216;2
217;4
218;0
219;3
220;0
221;3
222;3
223;0
224;3
225;2
226;0
227;3
228;3
229;3
230;3
231;2
232;4
233;0
234;3
235;3
236;0
237;3
238;0
239;3
240;3
241;2
242;0
243;3
244;3
245;3
246;2
247;4
248;0
249;3
250;0
251;3
252;3
253;0
254;3
255;2
256;0
257;3
258;3
259;3
260;3
261;2
262;4
263;0
264;3
265;0
266;3
267;3
268;0
269;3
270;2
271;0
272;3
273;3
274;3
275;2
276;4
277;0
278;3
279;0
280;3
281;3
282;0
283;3
284;2
285;0
286;3
287;3
288;3
289;3
290;2
291;4
292;0
293;3
294;0
295;3
296;3
297;4
298;0
299;3
300;0
