Passo;A  o
0;2
1;3
2;3
3;3
4;3
5;0
6;3
7;0
8;3
9;3
10;3
11;3
12;3
13;3
14;3
15;3
16;0
17;2
18;3
19;2
20;3
21;2
22;4
23;0
24;3
25;0
26;3
27;4
28;4
29;2
30;3
31;2
32;3
33;3
34;4
35;2
36;4
37;0
38;3
39;3
40;0
41;2
42;3
43;2
44;3
45;2
46;4
47;0
48;3
49;0
50;3
51;4
52;4
53;2
54;3
55;2
56;3
57;3
58;4
59;2
60;4
61;0
62;3
63;0
64;3
65;4
66;4
67;2
68;3
69;2
70;3
71;3
72;4
73;2
74;4
75;0
76;3
77;3
78;0
79;2
80;3
81;2
82;3
83;2
84;4
85;0
86;3
87;0
88;3
89;4
90;4
91;2
92;3
93;2
94;3
95;3
96;4
97;2
98;4
99;0
100;3
101;3
102;0
103;2
104;3
105;2
106;3
107;2
108;4
109;0
110;3
111;0
112;3
113;4
114;4
115;2
116;3
117;2
118;3
119;3
120;4
121;2
122;4
123;0
124;3
125;3
126;0
127;2
128;3
129;2
130;3
131;2
132;4
133;0
134;3
135;0
136;3
137;4
138;4
139;2
140;3
141;2
142;3
143;3
144;4
145;2
146;4
147;0
148;3
149;0
150;3
151;4
152;4
153;2
154;3
155;2
156;3
157;3
158;4
159;2
160;4
161;0
162;3
163;3
164;0
165;2
166;3
167;2
168;3
169;2
170;4
171;0
172;3
173;0
174;3
175;4
176;4
177;2
178;3
179;2
180;3
181;3
182;4
183;2
184;4
185;0
186;3
187;3
188;0
189;2
190;3
191;2
192;3
193;2
194;4
195;0
196;3
197;0
198;3
199;4
200;4
201;2
202;3
203;2
204;3
205;3
206;4
207;2
208;4
209;0
210;3
211;0
212;3
213;4
214;4
215;2
216;3
217;2
218;3
219;3
220;4
221;2
222;4
223;0
224;3
225;3
226;0
227;2
228;3
229;2
230;3
231;2
232;4
233;0
234;3
235;0
236;3
237;4
238;4
239;2
240;3
241;2
242;3
243;3
244;4
245;2
246;4
247;0
248;3
249;3
250;0
251;2
252;3
253;2
254;3
255;2
256;4
257;0
258;3
259;0
260;3
261;4
262;4
263;2
264;3
265;2
266;3
267;3
268;4
269;2
270;4
271;0
272;3
273;0
274;3
275;4
276;4
277;2
278;3
279;2
280;3
281;3
282;4
283;2
284;4
285;0
286;3
287;3
288;0
289;2
290;3
291;2
292;3
293;2
294;4
295;0
296;3
297;0
298;3
299;4
300;0
