Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.350581,0.497304,0.199112,0.338555,-0.0466246,0.127686,-0.37916,0.443955,-0.200063,0.383336,-0.410458,0.206015,0.180708,-0.348894,-0.485518,-0.0211075,-0.0273988,0.145959,-0.284233,-0.52583,-0.45968,-0.0253654,-0.435982,0.371227,0.0376267;-0.0772205,1.90701,-0.136976,1.72625
1;-0.438741,0.497304,0.444069,0.522409,-0.213013,0.127686,-0.240397,0.443955,-0.14618,0.382135,-0.39986,0.285546,0.366731,0.0894623,-0.14787,0.00415487,-0.0277795,-0.194199,-0.541888,-0.52583,-0.400162,-0.352218,-0.565856,0.757422,0.34233;-0.387983,2.70108,-0.224515,2.20535
2;-0.512016,0.497304,0.643993,0.655904,-0.559381,0.127686,-0.103483,0.443955,-0.137664,0.382291,-0.18842,0.264459,0.717855,0.200266,-0.155166,0.432682,-0.310722,-0.314787,-0.679426,-0.52583,-0.377532,-0.344446,-0.0914152,0.828301,0.498488;-1.24497,3.26795,-0.279411,1.61381
3;-0.548376,0.497304,0.566436,0.714112,-0.670168,0.127686,0.188106,0.443955,0.116403,0.38235,-0.508937,0.261103,0.838783,0.249459,-0.153233,0.0988132,-0.32154,0.14493,-0.765466,-0.52583,-0.310571,-0.180638,-0.362797,0.871639,0.724976;-0.55365,2.15222,0.248333,2.43676
4;-0.570125,0.497304,0.550532,0.746188,-0.70912,0.127686,0.277049,0.443955,0.144207,0.382525,-0.40855,0.158378,0.882975,0.276608,-0.152925,0.317862,-0.143223,-0.123287,-0.734785,-0.52583,-0.283332,-0.422041,0.143856,0.85619,0.699292;-1.54444,2.66487,0.0844098,1.51178
5;-0.562458,0.497304,0.521973,0.735119,-0.710455,0.127686,0.307309,0.443955,-0.067217,0.382596,-0.412758,0.146881,0.873255,0.247298,-0.143492,-0.0770986,-0.337678,0.362641,-0.728134,-0.52583,-0.267572,-0.350822,-0.122329,0.852817,0.615712;-0.840291,2.07962,0.429516,2.7671
6;-0.560783,0.497304,0.523404,0.732666,-0.709033,0.127686,0.308336,0.443955,0.145109,0.382637,-0.2002,0.2331,0.843693,0.235924,-0.142435,0.130805,0.159336,0.114709,-0.715767,-0.52583,-0.291276,-0.353899,0.222558,0.846576,0.687738;-1.54316,2.35083,-0.241513,1.41248
7;-0.557656,0.497304,0.530666,0.728054,-0.700971,0.127686,0.307242,0.443955,-0.360961,0.382575,-0.336225,0.146507,0.864766,0.27375,-0.150356,-0.151599,-0.0470062,0.428607,-0.716411,-0.52583,-0.298609,-0.190133,0.0669386,0.846894,0.435802;-1.12688,2.13948,0.201867,2.56478
8;-0.557819,0.497304,0.522467,0.728296,-0.704836,0.127686,0.301027,0.443955,-0.158253,0.382556,-0.241578,0.346827,0.781641,0.231908,-0.1424,-0.009454,0.345574,0.294451,-0.71958,-0.52583,-0.27104,-0.296805,0.226198,0.848501,0.557703;-1.74253,2.15103,-0.241953,1.84281
9;-0.558622,0.497304,0.556243,0.729483,-0.688929,0.127686,0.30401,0.443955,-0.512678,0.382628,-0.279333,0.269207,0.825123,0.32179,-0.160776,-0.155191,0.202576,0.431558,-0.715973,-0.52583,-0.30096,-0.223191,0.186494,0.846686,0.313778;-1.5742,2.14165,-0.0661916,2.47762
10;-0.557709,0.497304,0.538091,0.728131,-0.695253,0.127686,0.291696,0.443955,-0.396394,0.38255,-0.219417,0.402029,0.735725,0.288217,-0.153668,-0.0868777,0.418003,0.398887,-0.730585,-0.52583,-0.235128,-0.252916,0.252014,0.854036,0.42987;-1.89608,2.08119,-0.215287,2.18858
11;-0.836839,0.644121,0.628302,0.832739,-0.782965,0.200464,0.701954,0.427266,-0.704811,0.524531,-0.380777,-0.16673,0.570648,0.0169755,-0.642885,-0.591736,-0.135969,0.755913,-0.590387,-0.785056,0.00693477,-0.56676,0.266189,0.938647,-0.299783;-3.2034,2.05822,1.21005,4.36239
12;-0.820699,0.644121,0.723808,0.795026,-0.70928,0.200464,0.736552,0.427266,-0.307783,0.525068,0.190937,-0.0377034,-0.0599085,-0.00605381,-0.530914,-0.791793,0.2046,0.782553,-0.658627,-0.785056,0.178057,-0.651224,-0.0471991,0.94478,0.230807;-3.05692,2.24079,1.38337,4.75733
13;-0.86535,0.799203,0.82212,0.928218,-0.403542,-0.52701,-0.0290147,0.68115,-0.326607,0.853727,0.963526,-0.136379,0.253166,0.563939,-0.459727,-0.783862,0.65443,0.880353,-0.376322,-0.940647,-0.50962,-0.427457,0.0740028,0.823179,0.304845;-1.65538,4.50085,-1.13071,3.09819
14;-0.931477,0.812308,0.805483,0.852813,-0.447408,0.687764,0.882422,0.642441,-0.489059,0.347057,0.22932,-0.69394,0.268884,-0.0815094,-0.788063,-0.441238,0.84243,0.649793,-0.905758,-0.903294,0.450129,0.665812,0.796303,0.916712,0.692512;-3.00897,2.26798,1.44509,2.86844
15;-0.975803,0.839408,0.725817,0.878904,-0.216855,0.301232,-0.151828,0.728406,-0.760176,0.713785,-0.260415,-0.595786,0.722173,0.101227,-0.893135,-0.855798,0.853894,0.981802,0.217225,-0.857467,-0.0173255,-0.133739,-0.113354,0.925007,0.649637;-1.51823,3.4942,0.825162,4.00946
16;-0.945562,0.839408,0.589727,0.440884,-0.361992,0.301232,0.0665312,0.728406,-0.739797,0.713083,0.503317,-0.516681,0.670937,0.187645,-0.890554,-0.491877,0.898617,0.823825,-0.216978,-0.857467,0.172146,-0.495496,0.466448,0.9283,0.686317;-3.27449,3.28576,0.0259412,3.05772
17;-0.77597,0.723195,0.720581,0.705628,-0.373808,0.646273,-0.0554416,0.654378,-0.516071,0.182779,0.161628,-0.134619,0.713513,0.14841,-0.382086,-0.634222,0.926438,0.847986,-0.673096,-0.768143,0.280903,0.692776,0.467535,0.745453,0.77182;-0.461016,1.58779,0.150717,2.58418
18;-0.834555,0.723195,0.604565,0.846309,-0.398794,0.646273,-0.43177,0.654378,-0.53644,0.183101,-0.425741,-0.226184,0.797896,0.176287,-0.486892,-0.450255,0.890055,0.903845,-0.340328,-0.768143,-0.10028,0.513941,0.6788,0.758005,0.719883;-0.121841,2.21518,0.0058529,2.20507
19;-0.455253,0.497304,0.482954,0.554243,-0.576746,0.127686,-0.356769,0.443955,-0.8162,0.383074,-0.45431,0.41043,0.891435,0.305485,0.0734327,-0.624196,0.668495,0.855642,-0.430946,-0.52583,-0.118667,-0.363341,0.44167,0.908559,-0.0993654;-0.794593,1.66696,-0.924422,2.54861
20;-0.481276,0.497304,0.556218,0.602406,-0.762356,0.127686,0.202295,0.443955,-0.719373,0.383026,0.217054,0.503941,0.418296,0.270734,-0.166588,-0.139523,0.696205,0.588968,-0.698233,-0.52583,-0.40121,-0.383858,0.521059,0.837657,0.0486934;-2.5296,2.32495,-0.869071,2.06407
21;-0.553196,0.497304,0.673752,0.7214,-0.603843,0.127686,0.347672,0.443955,-0.734953,0.382288,-0.159235,0.472729,0.574733,0.33204,-0.175112,-0.338897,0.704566,0.638142,-0.730686,-0.52583,-0.26155,0.154552,0.144203,0.854031,0.0844945;-1.65992,1.81031,-0.345159,2.64243
22;-0.561426,0.497304,0.633673,0.733609,-0.640662,0.127686,0.224264,0.443955,-0.72767,0.382653,-0.314406,0.477835,0.662742,0.372118,-0.172269,-0.0520531,0.644123,0.362941,-0.776401,-0.52583,-0.218773,-0.156973,0.396714,0.877146,0.16797;-2.32978,2.20807,-0.426635,2.22648
23;-0.572834,0.497304,0.618261,0.750037,-0.670166,0.127686,0.253751,0.443955,-0.705842,0.382765,-0.333192,0.475452,0.692024,0.380233,-0.172735,-0.234028,0.419785,0.559001,-0.761658,-0.52583,-0.196389,-0.28011,0.191092,0.869676,0.182383;-1.9687,1.90119,-0.140549,2.99515
24;-0.569179,0.497304,0.603361,0.744836,-0.672483,0.127686,0.277047,0.443955,-0.564271,0.382823,-0.13531,0.468269,0.692636,0.387485,-0.172518,-0.0727243,0.544004,0.402726,-0.755761,-0.52583,-0.191082,-0.294495,0.382768,0.866693,0.330145;-2.29302,2.18982,-0.352755,2.28707
25;-0.567711,0.497304,0.601222,0.74273,-0.671834,0.127686,0.278864,0.443955,-0.650877,0.382837,-0.243109,0.42018,0.760852,0.381874,-0.171863,-0.219181,0.466188,0.549392,-0.749928,-0.52583,-0.186786,-0.137436,0.304367,0.863748,0.232663;-1.88223,1.91562,-0.212063,2.59435
26;-0.566255,0.497304,0.574565,0.740632,-0.685878,0.127686,0.278355,0.443955,-0.600032,0.382848,-0.2327,0.449903,0.712632,0.360665,-0.167478,-0.159751,0.552014,0.492643,-0.749082,-0.52583,-0.190703,-0.224405,0.374964,0.863321,0.286257;-2.13345,2.00085,-0.272034,2.38919
27;-0.838867,0.644121,0.641539,0.837216,-0.780113,0.200464,0.697891,0.427266,-0.769881,0.524629,-0.351925,-0.0818996,0.482181,0.0474339,-0.645514,-0.63704,0.0196771,0.803666,-0.611609,-0.785056,0.0633011,-0.574238,0.339727,0.941967,-0.364983;-3.4535,1.95182,1.15251,4.44466
28;-0.823232,0.644121,0.747797,0.801184,-0.691678,0.200464,0.735442,0.427266,-0.446266,0.525193,0.22731,-0.0101711,-0.117927,0.0368509,-0.53661,-0.808365,0.280954,0.809319,-0.665398,-0.785056,0.198657,-0.637137,0.0259523,0.945886,0.126409;-3.24666,2.28132,1.34957,4.85741
29;-0.865974,0.799203,0.832604,0.928963,-0.382778,-0.52701,-0.043947,0.68115,-0.397635,0.853745,0.96367,-0.0784406,0.166525,0.574429,-0.461763,-0.799186,0.70411,0.895709,-0.394889,-0.940647,-0.485871,-0.402326,0.0823481,0.829165,0.268777;-1.75494,4.49283,-1.10631,3.23007
30;-0.932375,0.812308,0.823648,0.856809,-0.421874,0.687764,0.878457,0.642441,-0.526681,0.347121,0.225266,-0.678022,0.241983,-0.0529703,-0.790116,-0.443344,0.853646,0.654562,-0.907452,-0.903294,0.456644,0.665878,0.806658,0.918018,0.676796;-3.02604,2.29672,1.44818,2.94851
31;-0.975833,0.839408,0.733401,0.879212,-0.206704,0.301232,-0.172945,0.728406,-0.765192,0.713795,-0.259366,-0.585414,0.721936,0.109625,-0.893437,-0.854462,0.858654,0.98217,0.201451,-0.857467,0.00237786,-0.137061,-0.0890247,0.927041,0.652887;-1.53734,3.48462,0.80046,4.01601
32;-0.946173,0.839408,0.591153,0.450984,-0.363133,0.301232,0.0579416,0.728406,-0.742665,0.713112,0.503929,-0.515122,0.676525,0.192525,-0.890756,-0.503569,0.89922,0.831446,-0.223521,-0.857467,0.177549,-0.494835,0.475588,0.929119,0.687527;-3.26875,3.27555,0.0252641,3.07579
33;-0.776926,0.723195,0.71949,0.708244,-0.376138,0.646273,-0.0544759,0.654378,-0.516947,0.182795,0.170295,-0.133426,0.714693,0.149657,-0.382211,-0.637356,0.927638,0.85052,-0.673811,-0.768143,0.283901,0.693042,0.481541,0.745951,0.772088;-0.474913,1.58867,0.151407,2.57695
34;-0.834635,0.723195,0.60447,0.846471,-0.399328,0.646273,-0.430158,0.654378,-0.537939,0.18311,-0.42389,-0.225832,0.79763,0.177633,-0.486977,-0.459145,0.891399,0.906363,-0.339462,-0.768143,-0.0994021,0.519245,0.681525,0.75764,0.719037;-0.11621,2.20939,0.0142816,2.21
35;-0.793281,0.723195,0.582386,0.75147,-0.406071,0.646273,-0.413969,0.654378,-0.520798,0.181975,-0.471562,-0.21738,0.734979,0.181504,-0.480331,-0.6179,0.84186,0.93611,-0.24441,-0.768143,-0.0035944,0.0791824,0.53556,0.716412,0.687792;-0.293674,2.01063,0.285672,2.82762
