Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.249247,-0.404025,0.200146,0.477121,0.0108704,0.0973465,0.151554,-0.480357,-0.0973999,0.0184898;-0.821499,1.26813,1.23583,1.49576
1;-0.249247,-0.404025,0.200146,0.513815,0.0598391,0.201944,0.102636,-0.480357,-0.0973999,-0.00898359;-0.798714,1.13456,1.10501,1.58599
2;-0.249247,-0.404025,0.200146,0.513815,0.0598391,0.201944,0.102636,-0.480357,-0.0973999,-0.00898359;-0.798714,1.13456,1.10501,1.58599
3;-0.249247,-0.404025,0.200146,0.513815,0.0598391,0.201944,0.102636,-0.480357,-0.0973999,-0.00898359;-0.798714,1.13456,1.10501,1.58599
4;-0.249247,-0.404025,0.200146,0.513815,0.0598391,0.201944,0.102636,-0.480357,-0.0973999,-0.00898359;-0.798714,1.13456,1.10501,1.58599
5;-0.249247,-0.404025,0.200146,0.513815,0.0598391,0.201944,0.102636,-0.480357,-0.0973999,-0.00898359;-0.798714,1.13456,1.10501,1.58599
6;-0.372201,-0.616351,0.0734851,0.644621,0.0954281,0.152815,0.0530736,-0.698143,-0.526471,-0.0804986;-1.48326,1.87276,0.56901,0.957436
7;-0.273072,-0.746463,0.135507,0.464491,0.520603,0.619002,0.319248,-0.757103,0.0109322,0.539053;-1.54617,0.348939,0.428937,2.26518
8;-0.273072,-0.746463,0.135507,0.476231,0.297331,0.592032,0.336897,-0.757103,0.0109322,0.532985;-1.55413,0.450074,0.584263,2.20652
9;-0.394016,-0.849838,0.00707865,0.614574,0.329617,0.558088,0.291965,-0.869155,-0.443523,0.479717;-2.11879,1.1155,0.244401,1.84421
10;0.107639,-0.983631,0.0635152,0.650474,0.113931,0.498037,0.01218,-0.876604,-0.151736,-0.0938868;-1.29764,1.04574,-0.454163,1.1548
11;-0.38933,-0.991181,0.0767209,0.278771,-0.317182,0.270513,0.2552,-0.952886,-0.421169,0.0112855;-2.05173,2.22367,0.237711,0.574705
12;-0.15076,-0.95133,0.299936,0.595126,0.37529,0.581276,-0.0350236,-0.771758,-0.161152,-0.050538;-1.23082,0.97885,-0.252037,1.05261
13;0.107639,-0.983631,0.0635152,0.689659,-0.0277355,0.415436,0.0606422,-0.876604,-0.151736,-0.133564;-1.23442,1.1593,-0.257814,1.10341
14;-0.394016,-0.849838,0.00707865,0.603567,0.400547,0.435334,0.359816,-0.869155,-0.443523,0.487289;-2.08486,1.20582,0.35996,1.80786
15;-0.15076,-0.95133,0.299936,0.584083,0.384919,0.582608,-0.0359573,-0.771758,-0.161152,-0.0409977;-1.24414,0.978824,-0.263938,1.05109
16;-0.585628,-0.973582,0.311965,0.23203,-0.0323654,0.468511,0.159873,-0.909738,-0.429077,0.031963;-1.99669,2.0322,0.109728,0.560691
17;-0.0155512,-0.9146,0.41258,0.496467,0.347625,0.663743,-0.0243241,-0.594399,0.313995,-0.0111852;-0.642163,0.235772,0.137738,1.3734
18;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
19;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
20;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
21;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
22;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
23;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
24;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
25;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
26;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
27;-0.0155512,-0.9146,0.41258,0.514671,-0.0113897,0.503893,0.0891792,-0.594399,0.313995,-0.0249928;-0.604714,0.501234,0.555991,1.27588
