Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;4
10;4
11;2
12;2
13;3
14;2
15;3
16;3
17;3
18;3
19;4
20;4
21;4
22;2
23;3
24;4
25;2
26;2
27;3
28;2
29;4
30;2
31;3
32;4
33;2
34;1
35;3
36;2
37;2
38;3
39;3
40;4
41;2
42;4
43;4
44;2
45;3
46;3
47;2
48;2
49;3
50;3
51;4
52;2
53;4
54;4
55;2
56;3
57;3
58;2
59;2
60;3
61;3
62;4
63;2
64;4
65;4
66;2
67;3
68;3
69;2
70;2
71;3
72;3
73;4
74;2
75;4
76;4
77;2
78;3
79;3
80;2
81;2
82;3
83;3
84;4
85;2
86;4
87;4
88;2
89;3
90;3
91;2
92;2
93;3
94;3
95;4
96;2
97;4
98;4
99;2
100;3
101;3
102;2
103;2
104;3
105;3
106;4
107;2
108;4
109;4
110;2
111;3
112;3
113;2
114;2
115;3
116;3
117;4
118;2
119;4
120;4
121;2
122;3
123;3
124;2
125;2
126;3
127;3
128;4
129;2
130;4
131;4
132;2
133;3
134;3
135;2
136;2
137;3
138;3
139;4
140;2
141;4
142;4
143;2
144;3
145;3
146;2
147;2
148;3
149;3
150;4
151;2
152;4
153;4
154;2
155;3
156;3
157;2
158;2
159;3
160;3
161;4
162;2
163;4
164;4
165;2
166;3
167;3
168;2
169;2
170;3
171;3
172;4
173;2
174;4
175;4
176;2
177;3
178;3
179;2
180;2
181;3
182;3
183;4
184;2
185;4
186;4
187;2
188;3
189;3
190;2
191;2
192;3
193;3
194;4
195;2
196;4
197;4
198;2
199;3
200;3
201;2
202;2
203;3
204;3
205;4
206;2
207;4
208;4
209;2
210;3
211;3
212;2
213;2
214;3
215;3
216;4
217;2
218;4
219;4
220;2
221;3
222;3
223;2
224;2
225;3
226;3
227;4
228;2
229;4
230;4
231;2
232;3
233;3
234;2
235;2
236;3
237;3
238;4
239;2
240;4
241;4
242;2
243;3
244;3
245;2
246;2
247;3
248;3
249;4
250;2
251;4
252;4
253;2
254;3
255;3
256;2
257;2
258;3
259;3
260;4
261;2
262;4
263;4
264;2
265;3
266;3
267;2
268;2
269;3
270;3
271;4
272;2
273;4
274;4
275;2
276;3
277;3
278;2
279;2
280;3
281;3
282;4
283;2
284;4
285;4
286;2
287;3
288;3
289;2
290;2
291;3
292;3
293;4
294;2
295;4
296;4
297;2
298;3
299;3
300;0
