Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.236018,-0.287009,0.392945,0.128723,-0.095929,-0.479097,-0.146292,0.412458,0.0337711,-0.312505,0.326055,-0.324254,0.43508,0.466099,-0.291907,0.357936,0.478165,0.29003,0.425831,-0.119348,-0.500638,-0.374552,0.0937151,0.412914,0.160988;-0.434773,0.754378,-3.32672,2.45267
1;0.142582,-0.5836,0.287534,0.13849,-0.182664,-0.651744,-0.0651886,0.644778,-0.246683,-0.349241,0.0304572,-0.598989,0.562537,0.261334,-0.346533,0.327327,0.710027,0.267889,0.279314,-0.420795,-0.438728,0.350566,-0.41975,0.704145,-0.00905357;-0.875585,2.60367,-2.49826,3.77877
2;0.11317,-0.673248,-0.221621,-0.38887,-0.268941,0.0185148,-0.315311,0.818713,0.342186,-0.462011,0.118871,-0.709281,0.875285,0.657051,-0.536397,-0.101972,0.232661,0.697296,-0.300557,-0.603294,0.130472,0.322095,-0.488334,0.194643,0.0903652;2.01108,-1.31107,-4.34,3.01369
3;0.124417,-0.838547,-0.363216,-0.39503,-0.326235,-0.00516513,-0.339377,0.451411,0.548868,-0.475586,0.500705,-0.655845,0.687486,0.811967,-0.666692,0.23007,0.014435,0.72996,-0.232182,-0.336328,0.15856,-0.326205,-0.599192,0.162952,-0.087663;3.45817,-3.56798,-4.31528,2.65432
4;0.104674,-0.720441,0.116681,0.0657664,-0.280616,-0.556781,-0.156861,0.0567001,0.0744552,-0.352658,0.323085,-0.60132,0.212551,0.626863,-0.66658,0.655382,0.661295,0.332459,0.338134,0.351503,-0.404624,-0.175294,-0.568828,0.611248,-0.186258;1.36456,0.392334,-2.99097,2.58099
5;0.0747928,-0.276109,0.232576,0.0689737,-0.28653,-0.512825,-0.205825,0.588929,-0.192485,-0.317614,-0.0194625,-0.685912,0.698891,0.263136,-0.580503,0.474074,0.744201,0.00897419,0.330842,0.042305,-0.430443,0.425664,-0.368183,0.664898,0.107088;-0.488919,3.34963,-1.88441,2.60559
6;0.0634931,-0.660174,-0.262679,-0.384216,-0.359331,0.0638436,-0.40577,0.814197,0.277925,-0.457605,0.205748,-0.700371,0.925038,0.589196,-0.588059,-0.00841228,0.276017,0.551759,-0.428186,-0.593936,0.122555,0.291801,-0.508308,0.206923,0.00304417;1.93467,-1.21327,-3.81304,3.05288
7;0.552777,-0.709669,-0.560453,-0.526723,-0.478371,-0.396563,-0.590388,0.548452,0.847411,-0.362144,0.755219,-0.741385,0.873376,0.57786,-0.859426,-0.208807,0.357928,0.702857,-0.190258,-0.621105,-0.172529,-0.423452,-0.482819,-0.137363,0.00299106;2.11383,-2.97469,-3.8816,3.66818
8;0.595526,-0.327559,-0.324158,-0.275218,-0.0302866,-0.493775,-0.244741,0.370205,0.85175,-0.724069,0.450696,-0.373223,0.956179,0.176206,-0.733079,-0.346784,0.362689,0.808995,-0.223338,-0.826183,-0.389961,-0.23773,-0.885123,0.173886,-0.434242;0.359401,-0.606578,-2.64877,3.16568
9;0.337575,0.0732243,-0.47851,-0.31001,0.356533,-0.777896,-0.0542956,0.536481,0.866518,-0.483549,0.264944,-0.348523,0.87073,0.16198,-0.740212,-0.33009,-0.135188,0.894815,-0.202663,-0.604903,-0.223047,-0.229482,-0.904228,0.177842,-0.730986;1.70011,-1.00278,-3.0105,2.05261
10;0.521874,0.0631918,-0.347238,-0.311841,0.334958,-0.734189,0.102596,0.529502,0.882391,-0.49619,0.088566,-0.345792,0.772139,0.363984,-0.678336,-0.384216,-0.129875,0.884086,-0.31723,-0.511373,-0.280339,-0.34505,-0.896508,0.00788316,-0.742136;2.28696,-2.0249,-4.54171,1.26974
11;0.509085,-0.679582,0.345278,-0.159295,0.15389,-0.179436,0.0829332,0.243414,0.741336,-0.782471,-0.136195,-0.196995,0.805995,0.618941,-0.216077,-0.235421,-0.0468306,0.792765,-0.473706,-0.588661,-0.0445622,-0.196359,-0.865421,0.479717,-0.487054;1.77436,-1.67976,-5.28367,2.27741
12;0.366212,-0.749324,0.252544,-0.156078,0.345994,0.0013037,-0.13285,0.247664,0.774541,-0.771123,0.216063,-0.469006,0.795833,0.706935,-0.216043,-0.286715,-0.0328213,0.777702,-0.297239,-0.448863,0.0282315,-0.49216,-0.815863,0.254178,-0.446777;2.25651,-3.61791,-5.26809,1.59677
13;0.379458,-0.787314,0.242321,0.0428444,-0.13155,-0.680085,-0.338731,0.166818,0.150322,-0.334684,0.326804,-0.605168,0.00989554,0.63049,-0.638798,0.518027,0.527774,0.311949,0.364641,0.2545,-0.339901,-0.17024,-0.603223,0.765053,-0.210749;0.882111,0.00276086,-3.95426,2.6506
14;0.140519,-0.287111,0.123208,0.0653405,-0.274013,-0.628561,-0.0350541,0.58962,-0.277676,-0.327483,-0.0983992,-0.722717,0.661816,0.36099,-0.667323,0.430151,0.70751,0.0663434,0.417838,0.0742887,-0.434161,0.375714,-0.319418,0.701701,0.234205;0.178885,3.3404,-2.39233,2.45471
