Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.364324,-0.326507,0.188473,0.053853,-0.23109,0.245015,0.329274,0.0969836,0.422451,-0.432034,0.430492,0.343575,0.279995,-0.524132,-0.414249,0.0968298,0.484124,0.109066,-0.0519403,0.508326,0.191295,-0.437551,0.127683,0.138326,-0.280777;-4.00948,-0.587398,-0.195155,3.16419
1;0.383908,-0.517737,0.520939,-0.130241,-0.332005,0.512002,0.329274,0.193553,0.756156,-0.535322,0.217185,0.343575,0.733383,-0.629374,-0.414249,0.304861,0.442576,0.432033,-0.670216,-0.131846,0.31617,-0.602267,0.34989,0.138326,-0.154425;-4.27679,-2.17763,0.815279,3.40855
2;0.245397,-0.579331,0.641258,-0.0221751,-0.578509,0.557195,0.329274,0.466611,0.794474,-0.576102,0.24421,0.343575,0.886616,-0.679107,-0.414249,0.707918,0.36559,0.584372,-0.831485,-0.318313,0.255358,-0.532996,0.253075,0.138326,-0.361596;-7.01646,-2.93008,0.304716,3.97936
3;0.423773,-0.554154,0.619707,0.0560147,-0.598714,0.577482,0.329274,0.500775,0.873658,-0.664487,0.492533,0.343575,0.948353,-0.707191,-0.414249,0.78546,0.399836,0.626509,-0.883886,-0.450305,0.263187,-0.642359,0.408257,0.138326,-0.670074;-8.18146,-2.38873,-0.244207,5.00287
4;0.632767,-0.593418,0.660508,-0.0105272,-0.455278,0.588634,0.329274,0.519445,0.879491,-0.671036,0.605203,0.343575,0.961275,-0.712149,-0.414249,0.826348,0.344447,0.609696,-0.894574,-0.58071,0.333406,-0.766638,0.600436,0.138326,-0.713372;-8.27229,-2.12659,-0.120507,5.59291
5;0.657652,-0.634841,0.701554,0.0799508,-0.387796,0.59058,0.329274,0.553198,0.885505,-0.622281,0.601943,0.343575,0.963782,-0.703987,-0.414249,0.85542,0.272413,0.63567,-0.883144,-0.671435,0.364138,-0.780717,0.62329,0.138326,-0.734236;-8.06808,-2.36236,-0.152168,5.78034
6;0.804105,-0.41128,0.509489,-0.377703,-0.566141,0.406371,-0.22976,0.421961,0.79245,-0.843613,0.838159,0.364813,0.985509,-0.484649,-0.0764489,0.652592,0.670047,0.396288,-0.902254,-0.876327,0.726629,-0.698106,0.771968,0.196697,-0.588439;-9.38547,-1.52371,-0.155933,5.03626
7;0.685951,-0.373865,0.397922,-0.709226,-0.210266,0.290667,-0.22976,0.164419,0.378421,-0.871167,0.952313,0.364813,0.98046,-0.631801,-0.0764489,0.610516,0.634671,0.175766,-0.840356,-0.856814,0.75945,-0.632435,0.717343,0.196697,-0.466749;-8.17109,-0.122401,-0.175026,4.35086
8;0.742282,0.111513,-0.671569,-0.971957,-0.83373,-0.166417,-0.370997,-0.470636,-0.0527178,-0.489806,0.546159,-0.240456,0.971497,-0.460173,-0.00575393,0.947419,0.13131,0.371515,-0.339799,-0.43817,0.843823,-0.477798,0.674585,-0.637675,-0.560794;-12.7333,0.126064,-1.91002,2.63915
9;0.970759,0.192367,-0.765199,-0.973701,-0.857993,-0.264775,-0.370997,-0.617918,-0.765706,-0.716547,0.974412,-0.240456,0.863985,-0.62769,-0.00575393,0.872993,0.148686,-0.133618,-0.0891216,0.768952,0.803411,-0.53443,0.715552,-0.637675,-0.583915;-11.8637,4.03391,-2.13128,1.58374
10;0.97131,-0.38179,-0.0254446,-0.957484,-0.554984,0.616654,-0.628223,-0.896023,-0.913859,-0.676168,0.986821,0.239723,0.737695,-0.649291,-0.409109,-0.0679468,0.630954,-0.0641824,-0.548705,0.501968,0.715001,-0.625331,0.506796,-0.142745,0.116435;-3.73197,1.38498,2.05501,-0.241196
11;0.673523,-0.588946,-0.286858,-0.83103,-0.441312,-0.336515,-0.710937,-0.498085,-0.759043,-0.848067,0.654833,0.544424,-0.0563674,-0.825062,-0.076988,0.488376,0.679113,0.758374,-0.55799,-0.653634,0.68888,0.518221,0.80637,-0.443449,0.778247;-7.90413,-7.53622,1.83394,0.23175
12;-0.107527,-0.0613061,-0.548071,-0.268256,-0.420939,0.63305,0.329274,0.727698,-0.265616,-0.617249,0.929046,0.343575,-0.0987028,-0.771781,-0.414249,0.905062,0.191705,0.63278,-0.544433,-0.0668399,0.377433,0.159986,-0.484114,0.138326,0.377598;-9.14079,-5.00864,-0.093456,3.05526
13;-0.303071,-0.247956,0.0411819,-0.255186,-0.0250084,0.613449,0.329274,0.598631,0.924591,-0.609818,0.904898,0.343575,0.800323,-0.70794,-0.414249,0.762402,0.62247,0.173974,-0.898151,0.195588,0.448027,-0.161817,-0.187991,0.138326,-0.770783;-6.89602,0.0233939,-2.18963,5.09633
14;0.697369,-0.401616,0.439633,-0.33378,-0.0510669,0.588928,0.329274,0.357741,0.890241,-0.443857,0.893632,0.343575,0.965701,-0.655239,-0.414249,0.63529,0.541504,0.36053,-0.834591,-0.353416,0.442012,-0.798232,0.652025,0.138326,-0.701015;-6.34782,-0.217204,-0.0619788,5.90446
15;0.629512,-0.670556,0.474712,-0.347935,-0.313551,0.406724,0.206382,0.52849,0.92366,-0.396197,0.588466,0.0258499,0.901059,-0.607021,-0.68281,0.871011,0.145563,0.763875,-0.662032,-0.234425,0.612875,-0.64733,0.802309,-0.0821609,-0.382998;-8.98363,-4.56363,0.226347,5.1048
16;0.592341,-0.623639,0.349174,0.113113,-0.555927,0.382231,0.206382,0.661675,0.909034,-0.517321,0.77985,0.0258499,0.901163,-0.69828,-0.68281,0.834665,0.0841104,0.860722,-0.613088,-0.151781,0.550245,-0.472293,0.684056,-0.0821609,-0.640261;-9.67602,-4.66365,-0.678392,5.38567
17;0.834586,-0.307086,-0.140158,-0.441365,-0.629681,0.211925,-0.350979,0.481496,0.858776,-0.850729,0.934317,0.0500991,0.952974,-0.521553,-0.438384,0.587179,0.587709,0.700871,-0.76654,-0.590622,0.839384,-0.478433,0.869493,-0.0222676,-0.401883;-11.157,-3.7634,-0.53068,4.87726
18;0.822856,-0.535182,-0.397337,-0.896387,-0.382875,-0.402819,-0.710937,0.0926366,0.345719,-0.85989,0.986639,0.544424,0.972387,-0.848501,-0.076988,0.806733,0.589646,0.721916,-0.183798,-0.538814,0.680215,0.152735,0.914435,-0.443449,-0.0399524;-11.7947,-5.40595,-0.215067,3.71471
19;0.778621,0.258467,-0.910541,-0.946882,-0.848807,-0.376968,-0.442061,0.156017,-0.245085,-0.729035,0.990034,0.298978,0.947044,-0.919485,0.163566,0.949226,0.359075,0.582491,0.438793,-0.666808,0.789215,0.492719,0.603975,-0.644469,0.306119;-13.5165,-3.24273,-0.0293905,2.60803
20;0.740505,0.419052,-0.956794,-0.978179,-0.792419,-0.339754,-0.442061,-0.252823,-0.0707893,-0.833416,0.991092,0.298978,0.846749,-0.945231,0.163566,0.963518,0.465659,-0.189251,0.164575,0.0389453,0.789613,0.675096,0.386218,-0.644469,0.122473;-10.3783,2.36778,-1.09603,1.86478
21;0.885607,0.419687,-0.98049,-0.997718,-0.928064,-0.00408981,-0.752775,-0.953427,-0.796418,-0.445947,0.989798,0.16882,0.957461,-0.931274,-0.190537,0.935591,0.511818,0.0453937,0.355884,0.62436,0.730985,0.591088,0.218799,-0.803638,0.56498;-7.73452,0.993675,0.645008,-0.658189
22;0.744717,0.619651,-0.932771,-0.995482,-0.876432,0.626735,-0.313288,-0.893808,-0.980146,-0.565665,0.992675,-0.0574801,0.813369,-0.848286,-0.190014,0.618242,0.5825,-0.665097,-0.721162,0.528087,0.809543,0.281791,-0.744385,-0.407818,0.215008;-3.85998,7.23156,0.0413771,-0.0618222
