Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.126273,-0.36659,0.105608,-0.51609,-0.447319,0.41631,-0.0738604,0.0650042,0.225443,0.349092,0.526014,0.395079,0.0544947,-0.441471,0.35816,0.489023,0.358064,0.31742,-0.106875,-0.531371,0.42391,0.252513,-0.483009,-0.263554,0.318803,-0.532316,0.292879,-0.461875,0.451149,0.152522,0.307274,-0.157026,0.430288,-0.137536,-0.524237,0.190444,0.43505,-0.333887,0.270696,-0.510831,-0.200201,0.129767,0.0961104,0.482195,-0.343968,-0.095929,0.367256,-0.0233058,0.476921,0.179586;4.56416,-1.20938,-2.91559,3.19497
1;-0.313785,-0.274031,0.12551,-0.479578,-0.334379,0.660125,-0.423385,-0.078437,-0.463646,0.280063,0.595487,0.319767,0.268015,-0.561471,0.380475,0.174389,0.165474,0.383078,-0.294912,-0.388086,0.438719,0.00502711,-0.269047,-0.49569,-0.0935087,-0.0457923,0.347511,-0.468373,0.652094,0.497731,0.36785,-0.0278814,0.109131,0.0106716,-0.393981,0.129877,0.396463,-0.177487,0.190476,-0.404484,-0.0769613,-0.509385,0.0175755,0.364375,-0.165345,-0.0757313,0.335603,-0.0118875,0.641386,0.0381358;1.00149,0.477978,-4.47663,3.24959
2;-0.376855,-0.0866046,0.0686797,-0.501581,-0.405673,0.658681,-0.337471,-0.0550608,-0.39718,0.229329,0.849164,0.31106,0.205581,-0.72088,0.458881,0.352519,0.246911,0.173006,-0.145463,-0.490095,0.532352,0.0763065,-0.328487,-0.473406,0.144284,-0.520988,0.33661,-0.51115,0.713075,0.110011,0.350329,-0.0692213,-0.0573308,0.0131565,-0.389993,0.386046,0.254085,-0.28827,0.195293,-0.448885,-0.13276,-0.358138,-0.0788864,0.478868,-0.0361385,-0.137245,0.176347,0.0504454,0.753506,0.144173;0.108401,0.732057,-5.78303,3.77904
3;-0.343315,-0.0131125,0.011605,-0.495957,-0.351198,0.647624,-0.296088,-0.177233,-0.450078,0.186738,0.737081,0.318294,0.249259,-0.704556,0.402368,0.191225,0.245185,0.194339,-0.00735893,-0.3079,0.625554,0.0492853,-0.173572,-0.436455,-0.0195655,-0.420941,0.370104,-0.451715,0.64867,0.156099,0.422768,-0.072677,-0.0490659,0.0211871,-0.337207,0.243893,0.0562886,-0.426791,0.124733,-0.56535,-0.135052,-0.299423,-0.0698852,0.406517,0.035131,-0.109379,0.21673,0.125936,0.828446,0.198011;-1.22518,0.16188,-5.13615,3.27006
4;-0.399468,0.309472,0.535073,-0.374275,-0.704451,0.741363,0.19826,0.108106,-0.00028862,0.49055,0.872583,0.454013,-0.124084,-0.438682,0.266086,0.206413,0.283579,0.515798,0.585183,-0.602319,0.611075,0.411124,0.164652,-0.487115,0.479568,-0.59306,0.0760691,-0.780867,0.606696,-0.377407,0.129697,-0.101515,0.471967,0.257855,-0.503699,0.341113,-0.0587606,-0.313889,0.286547,-0.855475,-0.382265,-0.57217,0.0213646,0.224677,-0.344276,-0.278301,-0.0623441,0.321071,0.841901,-0.112447;-5.81356,1.21334,-5.46027,4.87242
5;-0.538519,0.0628632,0.598115,-0.0162387,-0.692988,0.77911,0.200288,-0.139154,0.0740555,0.583173,0.589784,0.577531,0.157674,-0.337652,0.37904,0.257704,0.238828,0.616913,0.432059,-0.58206,0.745182,0.212721,0.0744713,-0.696398,0.244292,-0.167681,0.102923,-0.767222,0.619003,-0.624118,0.0985196,-0.0283894,0.500909,0.447693,-0.497909,0.235732,-0.353142,0.239259,0.267336,-0.887817,-0.274705,-0.723923,0.229065,0.127173,-0.607829,-0.246652,0.177416,0.193769,0.672592,-0.278972;-6.60047,1.17833,-5.05349,3.57963
6;-0.224378,-0.204216,0.512691,-0.21609,-0.894088,0.565818,0.321365,-0.287418,-0.0949783,0.70329,0.20165,0.695051,0.289204,-0.684707,0.40718,0.856041,0.685987,0.66725,0.745715,-0.6482,0.843458,0.341978,0.361124,-0.265347,0.665334,-0.246315,-0.244477,-0.88897,0.543462,-0.573497,0.276615,0.468751,0.611363,0.297084,-0.590297,0.549447,-0.384437,0.483465,0.700215,-0.795283,0.179265,-0.885856,0.487423,0.706355,-0.400719,-0.645097,0.454798,0.350565,0.835046,-0.463007;-7.47472,1.51763,-9.21767,3.78061
7;-0.0722576,0.122429,0.692764,-0.159596,-0.855183,0.711813,0.703693,-0.58608,-0.679866,0.620805,-0.116983,0.831044,0.485141,-0.450796,-0.400355,0.562964,0.850331,0.659091,0.671218,-0.0998971,0.895873,0.685031,0.129506,-0.595699,-0.0163613,0.0626472,-0.571428,-0.786053,0.652245,-0.181367,0.35236,0.648049,0.669205,-0.0772245,-0.505264,0.789818,-0.78948,0.48632,0.480002,-0.621905,0.653253,-0.700055,0.501571,0.308848,-0.460234,-0.855101,0.196985,0.476486,0.950279,-0.161308;-12.2029,1.73963,-5.58987,3.57211
8;-0.0555402,0.230612,0.391939,-0.800207,-0.901599,0.587061,0.893756,-0.588744,-0.838294,0.814385,-0.122664,0.914044,0.550712,-0.734924,-0.628367,0.606132,0.753155,0.356287,0.717655,0.376757,0.973633,0.655485,-0.0506259,-0.710714,-0.0609042,-0.327824,-0.260998,-0.330144,0.697892,0.0288525,0.222288,0.796037,0.711503,0.271948,-0.458644,0.763784,-0.112574,0.0821132,0.262687,-0.825407,0.486897,-0.837159,0.610837,0.544522,-0.551854,-0.92069,0.467994,0.75624,0.963704,-0.020042;-16.4284,2.53521,-6.81956,2.84479
9;-0.19252,0.381634,0.508871,-0.772158,-0.90179,0.501173,0.92569,-0.542395,-0.907494,0.848335,0.350141,0.876847,0.550862,-0.781487,-0.595021,0.333015,0.814086,0.309508,0.754474,0.294537,0.979254,0.660073,-0.0177177,-0.688821,-0.0401293,-0.502153,-0.324072,-0.474449,0.717854,0.28203,0.241445,0.738436,0.738554,0.21101,-0.589398,0.678677,0.188133,0.0193181,0.194461,-0.664704,0.385191,-0.824598,0.671406,0.358413,-0.424446,-0.911932,0.537363,0.756239,0.951021,-0.0341282;-16.9786,2.46806,-6.37643,2.86475
10;-0.31095,0.327443,0.52627,-0.782929,-0.914294,0.553573,0.935832,-0.456367,-0.904861,0.846754,0.584865,0.877542,0.542328,-0.777693,-0.537336,0.0572396,0.806621,0.288578,0.728167,0.186267,0.976862,0.660155,-0.0468761,-0.720868,0.103749,-0.530885,-0.258661,-0.467815,0.70616,0.367802,0.222914,0.718326,0.788087,0.32985,-0.592878,0.622535,0.134698,0.0842511,0.0605255,-0.601487,0.47287,-0.861623,0.69289,0.325812,-0.402489,-0.909616,0.548377,0.774801,0.957085,-0.0431297;-17.3936,2.85495,-7.24059,2.38447
11;-0.894494,0.0605034,0.850969,-0.234107,-0.73497,0.902145,0.874325,-0.418833,-0.7508,0.821665,0.779674,0.755496,0.499277,-0.272128,-0.157343,-0.127745,0.787891,0.430992,0.187789,-0.335003,0.933962,0.671758,-0.00208068,-0.781022,0.22377,-0.525464,-0.262466,-0.5515,0.737329,-0.241165,-0.0188209,-0.179251,0.60719,-0.0199029,-0.593431,0.4911,-0.461689,0.370923,-0.14491,-0.769533,0.182448,-0.252132,0.382192,-0.271999,-0.627584,-0.707797,0.187402,0.335973,0.778621,-0.0167049;-11.1021,1.04766,-2.57188,2.44366
12;-0.927633,-0.277737,0.810738,-0.511313,-0.847585,0.928006,0.846963,-0.562605,-0.658242,0.750125,0.358589,0.773484,0.527032,-0.248874,-0.00301356,0.224547,0.583088,0.471727,0.386743,-0.427415,0.835706,0.681316,0.09095,-0.848,0.190347,-0.116103,0.0565265,-0.556855,0.759503,-0.2128,-0.170657,-0.287091,0.134935,0.00955088,-0.552096,0.312813,-0.804579,0.541317,0.231864,-0.92765,0.00717496,-0.20707,0.382601,0.138921,-0.777277,-0.728573,0.158225,0.253202,0.69102,0.043553;-9.99959,2.47808,-3.52958,2.48092
13;-0.723548,-0.296897,0.739566,-0.588975,-0.933931,0.765418,0.84046,-0.618573,-0.752526,0.803511,-0.011578,0.785559,0.620192,-0.497636,-0.0704572,0.67805,0.75526,0.539962,0.811387,-0.412225,0.93282,0.724726,0.451459,-0.640086,0.43338,0.0810877,-0.441632,-0.807198,0.521808,-0.00676313,0.158379,0.447813,0.216811,-0.182623,-0.606976,0.699767,-0.742617,0.438055,0.684077,-0.858529,0.29285,-0.506179,0.586193,0.257051,-0.711002,-0.870153,0.427321,0.375992,0.836182,-0.00395223;-11.1951,2.72178,-5.14534,2.06386
14;-0.573588,-0.244588,0.745059,0.165063,-0.55921,0.800483,0.622875,-0.182244,-0.226197,0.767705,0.665723,0.750828,0.380964,-0.295712,0.181773,0.630262,0.362376,0.438306,0.390431,-0.313975,0.905035,0.265228,0.189479,-0.440988,0.174145,-0.181189,-0.194765,-0.576171,0.595816,-0.591049,-0.121669,0.197222,0.668148,0.406598,-0.394327,0.578994,-0.449067,0.257689,0.703913,-0.959114,-0.520269,-0.584882,0.395589,-0.139798,-0.665592,-0.466881,0.456873,0.172618,0.521041,-0.198847;-8.54598,-0.172521,-4.80583,3.28741
15;-0.135184,-0.297344,0.595734,0.00386171,-0.898074,0.404697,0.398546,-0.257484,-0.328896,0.735077,0.305484,0.735471,0.357077,-0.59528,0.261016,0.829982,0.66119,0.608183,0.731087,-0.523621,0.903679,0.412191,0.422083,0.0113652,0.584596,0.0116139,-0.539512,-0.85606,0.571275,-0.480726,0.0817623,0.659283,0.610021,0.318568,-0.613379,0.594051,-0.183106,0.59435,0.701689,-0.826044,0.185181,-0.876086,0.580521,0.782116,-0.425162,-0.671116,0.602702,0.38018,0.816034,-0.505649;-8.05312,0.73769,-9.66048,3.97309
16;0.15536,-0.0520171,0.726438,-0.122867,-0.8072,0.719728,0.728028,-0.46424,-0.70177,0.625911,0.162688,0.865694,0.478729,-0.306653,-0.377052,0.460633,0.876622,0.612869,0.664787,-0.109465,0.882595,0.684242,0.0954154,-0.570978,0.0856245,-0.000218764,-0.60471,-0.772781,0.682681,-0.0887017,0.338919,0.648097,0.760148,-0.0358436,-0.379344,0.81762,-0.769952,0.497454,0.386619,-0.494768,0.641625,-0.66115,0.519108,0.440273,-0.501595,-0.862097,0.232978,0.485573,0.94964,-0.160873;-11.2781,1.16765,-6.86473,3.4727
17;0.0404967,0.151709,0.40019,-0.799691,-0.885232,0.644544,0.886044,-0.543313,-0.866586,0.815113,-0.0566565,0.915171,0.54585,-0.730074,-0.637526,0.501191,0.766439,0.349919,0.644973,0.332275,0.975163,0.658429,-0.0733542,-0.712722,0.0342767,-0.356593,-0.20761,-0.316039,0.72378,-0.00205402,0.209545,0.775137,0.735176,0.27299,-0.4346,0.709087,-0.0461024,0.0923478,0.011242,-0.78861,0.500586,-0.820987,0.606278,0.579088,-0.598428,-0.92104,0.477236,0.748924,0.958213,-0.0503106;-15.9762,2.52275,-6.81822,2.66431
18;-0.190101,0.351885,0.514885,-0.806052,-0.902398,0.60227,0.923892,-0.506696,-0.912431,0.854385,0.378522,0.871203,0.555624,-0.78076,-0.5729,0.312684,0.842243,0.300986,0.735425,0.235563,0.976506,0.660015,-0.0475765,-0.709863,0.00709446,-0.563596,-0.174706,-0.471157,0.747577,0.28887,0.230776,0.658761,0.744766,0.209367,-0.563375,0.628105,0.184787,0.00607932,0.127095,-0.617382,0.371887,-0.819486,0.669555,0.390841,-0.430191,-0.912312,0.534675,0.749828,0.944724,-0.042006;-16.6263,2.57324,-6.54903,2.86521
19;-0.328781,0.384963,0.542682,-0.792578,-0.92099,0.579718,0.934338,-0.449812,-0.911311,0.848132,0.586295,0.863455,0.558901,-0.781464,-0.545681,0.0571721,0.799658,0.287074,0.712071,0.157778,0.977324,0.655852,-0.0549989,-0.746817,0.0844593,-0.566292,-0.20024,-0.46641,0.713134,0.354807,0.227303,0.697236,0.752424,0.319317,-0.575978,0.590835,0.117001,0.087064,0.0522794,-0.606166,0.472291,-0.858228,0.693947,0.314962,-0.415399,-0.909746,0.547761,0.773767,0.953766,-0.045196;-17.5023,2.97866,-7.11203,2.30081
20;-0.899528,0.0830658,0.853113,-0.246923,-0.747925,0.89959,0.873137,-0.43142,-0.746322,0.82366,0.774337,0.746284,0.505391,-0.285182,-0.157489,-0.111802,0.784803,0.429246,0.217947,-0.347311,0.929876,0.669664,-0.00314145,-0.789922,0.218997,-0.543147,-0.247413,-0.554686,0.739321,-0.249503,-0.00271807,-0.184771,0.585912,-0.0302955,-0.593499,0.476732,-0.46288,0.356906,-0.143255,-0.77846,0.160009,-0.233047,0.387551,-0.277507,-0.629106,-0.709375,0.186697,0.332332,0.766947,-0.0048209;-11.1058,1.09667,-2.45675,2.42385
21;-0.928733,-0.271451,0.811155,-0.514083,-0.85005,0.926962,0.850595,-0.567842,-0.656209,0.750436,0.351964,0.77058,0.529198,-0.25167,-0.00723419,0.224692,0.580887,0.472883,0.39927,-0.427438,0.835056,0.678599,0.0955402,-0.849772,0.181501,-0.0983201,0.0605262,-0.558939,0.750015,-0.194364,-0.163754,-0.287053,0.12967,0.00659073,-0.561388,0.309876,-0.797789,0.529484,0.235679,-0.928316,-0.00264759,-0.213598,0.386665,0.110075,-0.77471,-0.72777,0.157659,0.251576,0.686576,0.0506286;-10.1008,2.52358,-3.4027,2.42489
22;-0.738212,-0.539265,0.379775,-0.279544,-0.420531,0.764475,0.243914,-0.446853,-0.614717,0.579086,0.173842,0.518956,0.656676,-0.662813,0.602408,0.652976,0.126626,0.110348,-0.0493453,-0.424024,0.861377,-0.0643035,-0.0413103,-0.596924,-0.088614,-0.0266014,0.328002,-0.201837,0.62047,-0.152561,0.165585,-0.0853052,-0.2868,0.129898,-0.306873,0.282786,-0.296979,0.144243,0.566133,-0.910599,-0.387909,-0.237205,0.276039,0.301217,-0.506851,-0.307755,0.664703,-0.0298447,0.211462,0.137464;-3.2633,0.145794,-4.83128,1.4515
23;-0.446224,-0.18451,0.274092,-0.204922,-0.426322,0.51694,-0.0113544,-0.397738,-0.565962,0.0134,0.550225,0.370043,0.420344,-0.739506,0.423497,0.67944,0.109339,0.123941,0.234245,-0.317477,0.470138,0.0661884,-0.119583,-0.373296,-0.145294,-0.220997,0.151685,-0.466096,0.602217,0.132825,0.250627,0.154482,-0.307364,-0.0512519,-0.510596,0.480919,0.0461687,-0.331535,0.559206,-0.807047,-0.496068,-0.1583,0.151823,0.552783,0.0091721,-0.256666,0.465666,0.0742008,0.5469,0.270252;-2.67628,-0.489891,-5.72648,3.34852
24;-0.254949,-0.0356185,0.154662,-0.351047,-0.249822,0.530565,-0.100237,-0.206747,-0.3431,0.144405,0.728919,0.362862,0.314224,-0.63263,0.399315,0.425487,0.229151,0.139855,0.26637,-0.177123,0.677199,0.106302,-0.211895,-0.230322,-0.0799148,-0.121473,0.11346,-0.330412,0.334236,0.344786,0.410246,0.153114,-0.00691763,0.050234,-0.523038,0.44406,0.38026,-0.563045,0.260417,-0.637586,-0.233286,-0.354431,-0.0774849,0.385184,0.0335573,-0.135316,0.362443,0.122651,0.80598,0.276593;-2.8733,-0.44073,-5.64165,3.14859
