Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.126273,-0.36659,0.105608,-0.51609,-0.447319,0.41631,-0.0738604,0.0650042,0.225443,0.349092,0.526014,0.395079,0.0544947,-0.441471,0.35816,0.489023,0.358064,0.31742,-0.106875,-0.531371,0.42391,0.252513,-0.483009,-0.263554,0.318803,-0.532316,0.292879,-0.461875,0.451149,0.152522,0.307274,-0.157026,0.430288,-0.137536,-0.524237,0.190444,0.43505,-0.333887,0.270696,-0.510831,-0.200201,0.129767,0.0961104,0.482195,-0.343968,-0.095929,0.367256,-0.0233058,0.476921,0.179586;0.408788,-4.76331,-1.54833,3.74426
1;-0.313785,-0.274031,0.12551,-0.479578,-0.334379,0.660125,-0.423385,-0.078437,-0.463646,0.280063,0.595487,0.319767,0.268015,-0.561471,0.380475,0.174389,0.165474,0.383078,-0.294912,-0.388086,0.438719,0.00502711,-0.269047,-0.49569,-0.0935087,-0.0457923,0.347511,-0.468373,0.652094,0.497731,0.36785,-0.0278814,0.109131,0.0106716,-0.393981,0.129877,0.396463,-0.177487,0.190476,-0.404484,-0.0769613,-0.509385,0.0175755,0.364375,-0.165345,-0.0757313,0.335603,-0.0118875,0.641386,0.0381358;1.63773,-4.14693,-2.28726,3.1909
2;-0.376855,-0.0866046,0.0686797,-0.501581,-0.405673,0.658681,-0.337471,-0.0550608,-0.39718,0.229329,0.849164,0.31106,0.205581,-0.72088,0.458881,0.352519,0.246911,0.173006,-0.145463,-0.490095,0.532352,0.0763065,-0.328487,-0.473406,0.144284,-0.520988,0.33661,-0.51115,0.713075,0.110011,0.350329,-0.0692213,-0.0573308,0.0131565,-0.389993,0.386046,0.254085,-0.28827,0.195293,-0.448885,-0.13276,-0.358138,-0.0788864,0.478868,-0.0361385,-0.137245,0.176347,0.0504454,0.753506,0.144173;0.649944,-3.71887,-1.37375,3.41566
3;-0.343315,-0.0131125,0.011605,-0.495957,-0.351198,0.647624,-0.296088,-0.177233,-0.450078,0.186738,0.737081,0.318294,0.249259,-0.704556,0.402368,0.191225,0.245185,0.194339,-0.00735893,-0.3079,0.625554,0.0492853,-0.173572,-0.436455,-0.0195655,-0.420941,0.370104,-0.451715,0.64867,0.156099,0.422768,-0.072677,-0.0490659,0.0211871,-0.337207,0.243893,0.0562886,-0.426791,0.124733,-0.56535,-0.135052,-0.299423,-0.0698852,0.406517,0.035131,-0.109379,0.21673,0.125936,0.828446,0.198011;0.556323,-3.50177,-1.87588,2.93554
4;-0.346252,-0.0297908,0.00275692,-0.51498,-0.394868,0.644112,-0.205142,-0.127084,-0.424147,0.186571,0.717844,0.266375,0.238584,-0.70833,0.496037,0.230735,0.266875,0.177375,0.102468,-0.409021,0.688786,0.118974,-0.104548,-0.399308,0.135316,-0.474535,0.340902,-0.450399,0.599531,0.0980219,0.396516,-0.113045,-0.0570897,0.0302418,-0.424248,0.262435,0.221185,-0.432178,0.113668,-0.626094,-0.10895,-0.292413,-0.0779578,0.354209,0.0015914,-0.0941171,0.235929,0.176838,0.818677,0.195363;0.522701,-4.45304,-1.17796,3.27647
5;-0.376288,-0.0504694,0.000523965,-0.483909,-0.407879,0.636211,-0.164428,-0.126045,-0.357401,0.11446,0.728577,0.284956,0.273267,-0.677744,0.507306,0.205993,0.252597,0.185705,0.118467,-0.38579,0.684904,0.0994864,-0.0752015,-0.426208,0.0950128,-0.453003,0.381652,-0.452111,0.564448,0.177379,0.35764,-0.12386,-0.0380507,0.0755169,-0.390749,0.233209,0.124438,-0.429417,0.131952,-0.56473,-0.129404,-0.315367,-0.0256134,0.28095,-0.0386389,-0.0894828,0.277464,0.185437,0.815861,0.197933;0.881275,-4.70405,-1.64568,3.11056
6;0.0851699,-0.258123,-0.213056,-0.650482,-0.767526,0.244123,-0.0909013,-0.088168,-0.453,0.359345,0.60388,0.367572,0.387685,-0.812433,0.529312,0.615949,0.647807,0.26467,0.551455,-0.452322,0.885354,0.237932,0.296712,0.117198,0.565302,-0.428199,0.0268282,-0.701645,0.341849,0.334121,0.533273,0.409603,0.220999,-0.0265081,-0.482566,0.439282,0.334996,-0.288784,0.470004,-0.168723,0.416625,-0.678867,0.260962,0.593986,0.171016,-0.43897,0.547826,0.371674,0.928193,-0.0106836;2.45437,-5.62154,0.843137,0.662665
7;0.206384,-0.0320035,0.270788,-0.361961,0.304722,0.87523,-0.327049,-0.17605,-0.063747,-0.082694,0.923453,0.346419,0.277116,-0.443993,0.43007,0.107094,-0.132233,0.158334,0.00474698,-0.0330827,0.834969,-0.0827267,0.263314,-0.779507,0.122449,-0.250705,0.544045,0.0930258,0.408212,-0.438361,0.605982,0.197123,0.573473,0.030736,-0.165264,-0.188037,0.349359,-0.151018,0.148281,-0.705077,0.620075,-0.0487832,-0.131048,-0.378699,-0.44503,0.431509,-0.0322448,-0.254882,0.792875,-0.298147;-3.21168,-6.65234,-2.94472,0.641141
8;-0.542843,-0.392477,0.0869358,-0.610512,-0.374823,0.775083,-0.481396,-0.670476,0.3583,-0.0725583,0.76481,0.0914498,0.0166698,-0.747496,0.705979,0.685664,-0.0798676,0.281194,0.543244,-0.612849,0.732124,0.343141,0.238411,-0.670918,0.563234,-0.845239,0.553092,-0.432668,0.487158,-0.152314,0.570501,0.0836258,0.106742,-0.00632511,-0.557307,-0.262599,-0.0569306,0.0746277,0.134178,-0.643673,0.384388,0.071311,-0.365619,0.0522774,-0.541221,0.416336,-0.146668,-0.444626,0.341783,-0.401094;-3.98894,-4.06816,-2.42345,5.98909
9;0.184138,-0.474573,-0.304498,-0.770093,-0.605353,0.659731,-0.222803,-0.555869,0.388211,0.0569005,0.465199,0.333176,0.286968,-0.702504,0.583349,0.820943,0.357614,0.454407,0.736793,-0.397858,0.904376,0.155445,0.502545,-0.508371,0.485538,-0.610841,0.468594,-0.70984,-0.180722,0.23457,0.770904,0.516022,0.365848,-0.0558817,-0.464083,-0.203471,-0.388961,0.143314,0.813014,-0.700316,0.687101,-0.555954,0.012409,-0.0994396,-0.376059,0.0856736,0.0869982,-0.315662,0.762928,-0.441688;-2.64059,-6.18728,-3.53291,3.08373
10;-0.381282,0.217877,0.746966,-0.666231,-0.943444,0.434688,-0.140515,-0.119262,0.572359,0.791825,0.802519,0.298377,-0.378506,-0.481507,0.254075,0.716513,0.57616,0.690701,0.84956,-0.652235,0.937093,0.62154,0.417481,-0.626764,0.800982,-0.686413,0.204973,-0.88316,0.505546,-0.235052,0.174707,0.527852,0.905196,-0.175603,-0.846363,0.426158,-0.655695,0.356178,0.667131,-0.619957,0.649851,-0.561314,0.429956,0.168801,-0.627895,0.328535,0.0891025,-0.293048,0.822077,-0.79518;-0.373873,-9.15774,-1.22931,2.07399
11;0.0302148,0.368017,0.747202,-0.841147,-0.92946,0.214148,0.251798,-0.322422,-0.279877,0.827733,0.353163,0.689835,-0.330391,-0.738387,-0.0540032,0.373577,0.297303,0.595517,0.779674,-0.201668,0.930284,0.275612,-0.19624,-0.918132,0.461768,-0.794975,0.701907,-0.818945,0.809089,-0.290389,0.429707,0.725751,0.960437,0.480443,-0.474631,0.187025,-0.841458,0.658884,0.676107,-0.905175,0.611181,-0.88194,0.733937,0.397433,-0.73995,0.140577,0.24541,0.0920507,0.931996,-0.801627;-0.531383,-7.17914,-0.758794,1.15937
12;-0.336451,0.511675,0.820929,-0.755503,-0.939411,0.30311,-0.00162343,-0.462272,-0.530349,0.871678,0.601688,0.596803,-0.302924,-0.864508,0.177754,0.590115,0.397446,0.382581,0.825784,-0.340239,0.892388,0.334567,-0.249464,-0.921909,0.593231,-0.941927,0.594703,-0.831466,0.860983,-0.556869,0.420856,0.728955,0.966391,0.155728,-0.600086,0.216924,-0.755513,0.506732,0.5267,-0.895034,0.58238,-0.860479,0.711296,0.618085,-0.528648,0.0746243,0.415604,0.0549951,0.818364,-0.80811;-1.19601,-6.39503,2.26549,1.55355
