Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;0
10;3
11;4
12;4
13;0
14;3
15;3
16;3
17;0
18;3
19;3
20;4
21;0
22;2
23;0
24;3
25;3
26;4
27;0
28;4
29;2
30;0
31;3
32;3
33;4
34;0
35;2
36;0
37;3
38;3
39;4
40;0
41;4
42;2
43;0
44;3
45;3
46;4
47;0
48;2
49;0
50;3
51;3
52;4
53;0
54;4
55;2
56;0
57;3
58;3
59;4
60;0
61;2
62;0
63;3
64;3
65;4
66;0
67;4
68;2
69;0
70;3
71;3
72;4
73;0
74;2
75;0
76;3
77;3
78;4
79;0
80;4
81;2
82;0
83;3
84;3
85;4
86;0
87;2
88;0
89;3
90;3
91;4
92;0
93;4
94;2
95;0
96;3
97;3
98;4
99;0
100;2
101;0
102;3
103;3
104;4
105;0
106;4
107;2
108;0
109;3
110;3
111;4
112;0
113;2
114;0
115;3
116;3
117;4
118;0
119;4
120;2
121;0
122;3
123;3
124;4
125;0
126;2
127;0
128;3
129;3
130;4
131;0
132;4
133;2
134;0
135;3
136;3
137;4
138;0
139;2
140;0
141;3
142;3
143;4
144;0
145;4
146;2
147;0
148;3
149;3
150;4
151;0
152;2
153;0
154;3
155;3
156;4
157;0
158;4
159;2
160;0
161;3
162;3
163;4
164;0
165;2
166;0
167;3
168;3
169;4
170;0
171;4
172;2
173;0
174;3
175;3
176;4
177;0
178;2
179;0
180;3
181;3
182;4
183;0
184;4
185;2
186;0
187;3
188;3
189;4
190;0
191;2
192;0
193;3
194;3
195;4
196;0
197;4
198;2
199;0
200;3
201;3
202;4
203;0
204;2
205;0
206;3
207;3
208;4
209;0
210;4
211;2
212;0
213;3
214;3
215;4
216;0
217;2
218;0
219;3
220;3
221;4
222;0
223;4
224;2
225;0
226;3
227;3
228;4
229;0
230;2
231;0
232;3
233;3
234;4
235;0
236;4
237;2
238;0
239;3
240;3
241;4
242;0
243;2
244;0
245;3
246;3
247;4
248;0
249;4
250;2
251;0
252;3
253;3
254;4
255;0
256;2
257;0
258;3
259;3
260;4
261;0
262;4
263;2
264;0
265;3
266;3
267;4
268;0
269;2
270;0
271;3
272;3
273;4
274;0
275;4
276;2
277;0
278;3
279;3
280;4
281;0
282;2
283;0
284;3
285;3
286;4
287;0
288;4
289;2
290;0
291;3
292;3
293;4
294;0
295;2
296;0
297;3
298;3
299;4
300;0
