Passo;A  o
0;0
1;0
2;3
3;3
4;3
5;3
6;2
7;3
8;3
9;3
10;3
11;3
12;3
13;3
14;3
15;4
16;2
17;3
18;3
19;3
20;3
21;3
22;3
23;3
24;3
25;4
26;2
27;3
28;3
29;3
30;3
31;3
32;3
33;3
34;3
35;3
36;3
37;3
38;3
39;3
40;3
41;3
42;3
43;3
44;4
45;2
46;2
47;3
48;3
49;2
50;2
51;3
52;3
53;4
54;2
55;2
56;3
57;3
58;2
59;2
60;3
61;3
62;4
63;2
64;2
65;3
66;3
67;2
68;2
69;3
70;3
71;4
72;2
73;2
74;3
75;3
76;2
77;2
78;3
79;3
80;4
81;2
82;2
83;3
84;3
85;2
86;2
87;3
88;3
89;4
90;2
91;2
92;3
93;3
94;2
95;2
96;3
97;3
98;4
99;2
100;2
101;3
102;3
103;2
104;2
105;3
106;3
107;4
108;2
109;2
110;3
111;3
112;2
113;2
114;3
115;3
116;4
117;2
118;2
119;3
120;3
121;2
122;2
123;3
124;3
125;4
126;2
127;2
128;3
129;3
130;2
131;2
132;3
133;3
134;4
135;2
136;2
137;3
138;3
139;2
140;2
141;3
142;3
143;4
144;2
145;2
146;3
147;3
148;2
149;2
150;3
151;3
152;4
153;2
154;2
155;3
156;3
157;2
158;2
159;3
160;3
161;4
162;2
163;2
164;3
165;3
166;2
167;2
168;3
169;3
170;4
171;2
172;2
173;3
174;3
175;2
176;2
177;3
178;3
179;4
180;2
181;2
182;3
183;3
184;2
185;2
186;3
187;3
188;4
189;2
190;2
191;3
192;3
193;2
194;2
195;3
196;3
197;4
198;2
199;2
200;3
201;3
202;2
203;2
204;3
205;3
206;4
207;2
208;2
209;3
210;3
211;2
212;2
213;3
214;3
215;4
216;2
217;2
218;3
219;3
220;2
221;2
222;3
223;3
224;4
225;2
226;2
227;3
228;3
229;2
230;2
231;3
232;3
233;4
234;2
235;2
236;3
237;3
238;2
239;2
240;3
241;3
242;4
243;2
244;2
245;3
246;3
247;2
248;2
249;3
250;3
251;4
252;2
253;2
254;3
255;3
256;2
257;2
258;3
259;3
260;4
261;2
262;2
263;3
264;3
265;2
266;2
267;3
268;3
269;4
270;2
271;2
272;3
273;3
274;2
275;2
276;3
277;3
278;4
279;2
280;2
281;3
282;3
283;2
284;2
285;3
286;3
287;4
288;2
289;2
290;3
291;3
292;2
293;2
294;3
295;3
296;4
297;2
298;2
299;3
300;0
