Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.219159,0.464306,0.453115,-0.58126,0.277757,-0.244008,-0.121892,0.283527,0.21312,0.45692,0.595198,-0.0368253,0.664719,0.149856,0.173892,0.532618,-0.454017,0.713931,-0.429497,0.43726,0.686102,0.531568,0.703543,-0.292594,0.192049,-0.0183823,-0.30001,-0.539326,0.553606,0.46986,-0.590328,0.445281,0.508595,-0.336634,0.307623,-0.0940962,0.788518,0.125066,-0.40454,0.195644,-0.447451,0.266091,0.284739,0.0466229,0.247036,-0.0476826,0.352929,-0.158579,-0.454656,0.0527602;9.04981,-23.8071,-5.15575,-6.91851
1;0.42912,-0.355791,-0.34758,-0.731287,-0.652743,0.323104,0.152688,0.845514,0.594478,0.0602356,0.366651,-0.237242,0.0474512,-0.222636,0.221882,-0.392038,-0.342019,0.405883,-0.907038,-0.240587,-0.241773,-0.522788,0.00863319,0.118299,0.479363,0.598341,0.189259,-0.467801,0.58907,0.317989,-0.270707,0.478184,0.164296,-0.218337,0.263627,-0.855719,0.692609,0.00980232,-0.590378,-0.400122,0.0461409,-0.288278,0.586966,-0.437205,-0.706535,-0.341562,-0.124782,-0.0991152,-0.475164,-0.0290308;-6.53916,-6.52993,-25.6082,13.1943
2;0.647699,0.644393,0.0437787,-0.854945,0.0873462,-0.534971,0.224475,0.67196,0.702814,-0.20594,0.816232,-0.675719,0.749575,-0.20357,0.250414,-0.245788,-0.335171,0.148939,-0.792466,0.535747,-0.219081,-0.227055,0.779385,0.406305,-0.277855,0.609243,-0.693889,-0.641677,0.684731,0.408925,0.281408,0.587476,0.38041,-0.38661,0.614418,0.120403,0.935943,-0.511896,-0.393578,-0.189437,-0.109475,-0.437598,0.510293,-0.525173,-0.485675,-0.674652,0.332731,0.187995,-0.771265,0.122945;0.241998,-20.441,-10.8019,6.73056
3;0.778245,0.901631,-0.495294,-0.902431,0.873053,-0.204774,-0.0342129,0.669114,0.877963,-0.463737,0.894264,-0.697317,0.795567,-0.388099,-0.482356,0.730331,-0.769632,0.275095,-0.777631,0.166606,-0.369288,0.734433,0.821925,0.645608,-0.709689,0.47583,0.0698642,-0.451388,0.952666,0.80113,-0.17583,0.329136,-0.62136,-0.255322,0.633724,0.290452,0.980051,-0.879208,0.762475,-0.0522099,-0.272994,-0.636883,-0.176685,-0.779799,-0.91467,-0.873691,-0.805453,-0.186394,-0.82624,0.672844;12.0231,-8.75256,-9.9227,0.77213
4;0.292076,0.541118,-0.289821,-0.916187,0.528305,-0.455981,0.233387,0.248525,0.375806,0.119844,0.667578,-0.46602,0.379751,-0.890282,0.298563,0.000361164,-0.642384,0.401203,-0.741808,0.86137,0.318669,-0.0991821,0.940111,0.6392,-0.243769,0.955871,0.572573,0.271098,0.758489,0.971566,0.172862,0.137491,-0.876094,0.184475,0.599543,-0.52749,0.888934,-0.274202,0.83145,-0.362244,0.235591,-0.787629,-0.428917,0.398569,-0.939541,-0.980838,-0.472435,0.23459,-0.685978,0.344117;-13.6149,-18.2472,-18.8168,1.43464
5;0.48607,0.502011,0.17319,-0.819183,0.511867,-0.468171,-0.779091,0.086475,0.651166,-0.0141295,0.609009,-0.419736,0.473622,-0.860882,0.503756,0.106247,-0.746269,0.46833,-0.345722,0.535985,0.0858907,-0.0595478,0.692739,0.474083,-0.0761683,0.948762,0.274277,0.0790973,0.874438,0.929576,-0.317144,0.247891,-0.924126,0.276665,0.506824,-0.40531,0.885228,0.0720869,0.752877,-0.381816,-0.0189413,-0.720926,-0.286623,-0.451526,-0.904966,-0.967702,-0.828735,-0.409846,-0.795388,0.452692;-0.816742,-16.137,-21.4646,-10.0592
6;0.290633,0.696029,0.513813,-0.121242,0.721913,0.541508,-0.567069,0.0406764,0.507178,0.0874347,0.293601,0.234494,0.344303,-0.709789,0.648888,-0.313284,-0.0620332,0.621637,-0.0726665,0.902403,0.344493,-0.437846,0.824581,0.613801,-0.0589524,0.826472,-0.0963559,-0.111662,0.21843,0.904036,-0.0511701,0.472045,-0.387538,0.632141,0.433168,-0.209422,0.872281,0.724307,0.939811,-0.147427,-0.0408584,-0.861079,-0.146401,0.175802,-0.881492,-0.755779,-0.0241372,-0.727531,-0.701758,0.670691;-5.8221,-3.44075,-10.3745,0.960214
7;0.540394,0.603523,0.19838,0.110299,0.742748,0.501869,-0.555323,-0.0228526,0.443104,0.0855759,0.509791,0.126609,0.394055,-0.673165,0.646438,-0.182355,0.0129516,0.640688,0.0456141,0.723585,0.277403,-0.32227,0.342735,0.488257,0.0321088,0.527859,-0.411787,0.00617066,-0.25225,0.85803,-0.201611,0.557315,-0.351672,0.50604,-0.064549,0.14085,0.809665,0.610742,0.823209,-0.150584,-0.110301,-0.726206,0.153539,-0.560914,-0.816867,-0.301952,-0.579722,-0.898938,-0.64168,0.191492;-2.1249,2.5353,-7.3402,-1.50205
8;0.00487502,0.4163,-0.0651282,-0.811487,0.607961,-0.139481,0.196753,0.214385,0.299831,-0.0912588,0.762725,-0.336261,0.382886,-0.804715,0.273452,0.0682161,-0.507832,0.541537,-0.450191,0.605769,0.135629,-0.0099042,0.818978,0.34553,-0.107435,0.886913,0.202632,0.257484,0.62757,0.909963,-0.289954,0.326133,-0.785374,-0.0754768,0.00810066,0.105291,0.8071,-0.437034,0.872357,-0.398569,0.0855916,-0.53207,0.117721,-0.113577,-0.955587,-0.855746,-0.950479,-0.667824,-0.760845,-0.126662;-3.51594,-19.2986,-20.7803,-0.108157
9;0.338885,0.255833,0.146284,-0.853023,0.700401,-0.607396,-0.531671,0.175557,0.421197,-0.062529,0.667706,-0.356411,0.478911,-0.806694,0.423121,0.0494718,-0.70204,0.562937,-0.369533,0.584278,0.197225,-0.149079,0.889924,0.44607,0.0410402,0.964761,0.413118,0.0866844,0.76672,0.934937,-0.175752,0.159217,-0.804873,0.156822,0.527904,-0.218255,0.881266,-0.339982,0.806364,-0.399106,0.0152301,-0.699046,-0.18592,0.0155032,-0.927261,-0.959323,-0.827715,-0.3022,-0.810793,0.345009;-4.5782,-17.6414,-23.3803,-10.0215
10;0.504065,0.636604,0.537771,-0.0488962,0.756282,0.39283,-0.718293,-0.00510006,0.580618,0.0338363,0.328821,0.240305,0.379014,-0.688261,0.665962,-0.183586,-0.0769535,0.703497,-0.0459593,0.767481,0.345048,-0.454589,0.739277,0.597731,-0.0061699,0.880625,-0.145859,-0.1113,0.188998,0.894226,-0.0888507,0.426924,-0.415462,0.615889,0.486357,-0.122998,0.867288,0.66664,0.90088,-0.148394,-0.0559873,-0.856043,-0.171073,0.126339,-0.851028,-0.723898,-0.0954102,-0.670527,-0.697568,0.669232;-4.37862,-2.7635,-12.3921,-1.50075
11;0.500541,0.642285,0.247246,0.112566,0.770064,0.541092,-0.521893,0.038786,0.509248,0.0702352,0.499222,0.115841,0.369354,-0.674703,0.639334,-0.193357,0.0788884,0.65172,0.0130517,0.70843,0.312249,-0.340046,0.379997,0.531852,-0.0470276,0.558114,-0.409289,0.0908417,-0.200844,0.855471,-0.186139,0.560823,-0.338093,0.497546,-0.090517,0.105849,0.801496,0.603721,0.870246,-0.1518,-0.0659113,-0.728106,0.144311,-0.398947,-0.842015,-0.30768,-0.578806,-0.88031,-0.636725,0.25182;-1.6767,1.68152,-7.89479,-0.0721242
12;0.0642736,0.401244,-0.0889488,-0.805463,0.594677,-0.199008,0.145952,0.213164,0.320102,-0.0675529,0.776587,-0.347678,0.386267,-0.806757,0.285015,0.0714258,-0.523408,0.530289,-0.39644,0.559219,0.158,0.0105418,0.792395,0.347572,-0.0990126,0.89535,0.16899,0.282235,0.610262,0.908236,-0.30072,0.337841,-0.794786,-0.0508928,0.00947107,0.0905918,0.807505,-0.423917,0.865657,-0.40028,0.0791987,-0.53432,0.0999103,-0.13554,-0.954043,-0.849096,-0.945261,-0.671148,-0.762064,-0.148022;-3.7739,-19.2244,-21.1162,-1.24468
