Passo;A  o
0;3
1;1
2;3
3;4
4;1
5;1
6;3
7;4
8;1
9;1
10;3
11;1
12;3
13;1
14;3
15;1
16;1
17;3
18;4
19;1
20;3
21;4
22;1
23;3
24;4
25;1
26;1
27;3
28;1
29;3
30;1
31;3
32;1
33;1
34;3
35;4
36;1
37;3
38;4
39;1
40;3
41;4
42;1
43;1
44;3
45;1
46;3
47;1
48;3
49;1
50;1
51;3
52;4
53;1
54;3
55;4
56;1
57;3
58;4
59;1
60;1
61;3
62;1
63;3
64;1
65;3
66;1
67;1
68;3
69;4
70;1
71;3
72;4
73;1
74;3
75;4
76;1
77;1
78;3
79;1
80;3
81;1
82;3
83;1
84;1
85;3
86;4
87;1
88;3
89;4
90;1
91;3
92;4
93;1
94;1
95;3
96;1
97;3
98;1
99;3
100;1
101;1
102;3
103;4
104;1
105;3
106;4
107;1
108;3
109;4
110;1
111;1
112;3
113;1
114;3
115;1
116;3
117;1
118;1
119;3
120;4
121;1
122;3
123;4
124;1
125;3
126;4
127;1
128;1
129;3
130;1
131;3
132;1
133;3
134;1
135;1
136;3
137;4
138;1
139;3
140;4
141;1
142;3
143;4
144;1
145;1
146;3
147;1
148;3
149;1
150;3
151;1
152;1
153;3
154;4
155;1
156;3
157;4
158;1
159;3
160;4
161;1
162;1
163;3
164;1
165;3
166;1
167;3
168;1
169;1
170;3
171;4
172;1
173;3
174;4
175;1
176;3
177;4
178;1
179;1
180;3
181;1
182;3
183;1
184;3
185;1
186;1
187;3
188;4
189;1
190;3
191;4
192;1
193;3
194;4
195;1
196;1
197;3
198;1
199;3
200;1
201;3
202;1
203;1
204;3
205;4
206;1
207;3
208;4
209;1
210;3
211;4
212;1
213;1
214;3
215;1
216;3
217;1
218;3
219;1
220;1
221;3
222;4
223;1
224;3
225;4
226;1
227;3
228;4
229;1
230;1
231;3
232;1
233;3
234;1
235;3
236;1
237;1
238;3
239;4
240;1
241;3
242;4
243;1
244;3
245;4
246;1
247;1
248;3
249;1
250;3
251;1
252;3
253;1
254;1
255;3
256;4
257;1
258;3
259;4
260;1
261;3
262;4
263;1
264;1
265;3
266;1
267;3
268;1
269;3
270;1
271;1
272;3
273;4
274;1
275;3
276;4
277;1
278;3
279;4
280;1
281;1
282;3
283;1
284;3
285;1
286;3
287;1
288;1
289;3
290;4
291;1
292;3
293;4
294;1
295;3
296;4
297;1
298;1
299;3
300;0
