Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.160992,0.178356,-0.419334,-0.0319656,0.0147197,-0.36526,0.416511,0.269076,0.496086,0.150757,0.31648,-0.233564;-4.09573,1.22241,-8.57706,1.52653
1;-0.160992,0.251253,-0.406292,0.151236,-0.16364,0.225678,0.888403,0.269076,0.546421,0.0862003,0.31648,-0.255648;-4.62341,-0.0658774,-2.97575,2.03248
2;-0.160992,0.544282,-0.552277,0.151236,-0.133417,0.517958,0.884101,0.269076,0.546421,0.208672,0.31648,0.0231927;-4.55715,0.708065,-1.82478,2.22794
3;-0.160992,0.541842,-0.529445,0.151236,-0.294803,0.542096,0.924434,0.269076,0.546421,0.169916,0.31648,-0.0250304;-4.84492,0.00650182,-1.35744,2.50549
4;-0.160992,0.564364,-0.642098,0.151236,-0.290084,0.55564,0.919161,0.269076,0.546421,0.278884,0.31648,0.228418;-3.56739,0.98947,-2.88761,2.15331
5;-0.160992,0.561465,-0.639126,0.151236,-0.30312,0.575202,0.942144,0.269076,0.546421,0.262084,0.31648,0.221267;-3.62302,0.922405,-2.6556,2.19333
6;0.115545,0.840608,-0.731183,0.516813,-0.375144,0.172423,0.971223,0.536128,0.624585,-0.18886,0.476334,0.528402;-3.27305,4.09003,-8.2655,1.61604
7;-0.268503,0.332752,-0.463287,-0.580422,-0.335815,-0.0116763,0.931899,0.160556,0.45663,0.447747,0.458573,0.0425131;-2.84946,-0.180147,-7.16688,2.70892
8;-0.268503,0.381538,-0.429664,-0.219616,-0.00994454,0.627754,0.846152,0.160556,0.376957,0.45417,0.458573,-0.0202235;-3.04391,0.0672017,-0.50085,2.09142
9;0.00321839,0.737138,-0.265578,0.193839,-0.0411174,0.177957,0.914105,0.450077,0.474399,-0.197821,0.595409,-0.195597;-6.05357,1.22099,-2.77869,2.23417
10;0.163774,0.634397,-0.430591,-0.657715,0.4707,0.11925,0.90257,0.370401,0.70732,-0.1617,0.515778,-0.506682;-6.01838,3.15941,-4.49001,4.38694
11;-0.0529012,0.0207164,-0.309333,-0.544144,0.108107,-0.551422,0.949292,0.739373,0.690348,-0.804832,-0.00592925,-0.758697;-8.2113,2.61,-6.98894,3.83123
12;-0.0529012,0.0670639,-0.60883,-0.34686,0.426376,-0.418983,0.800694,0.739373,0.736808,-0.688356,-0.00592925,-0.392267;-6.18132,5.42368,-8.82714,2.77452
