Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.160992,0.178356,-0.419334,-0.0319656,0.0147197,-0.36526,0.416511,0.269076,0.496086,0.150757,0.31648,-0.233564;-0.538032,-0.128251,-1.49698,2.14416
1;-0.160992,0.251253,-0.406292,0.151236,-0.16364,0.225678,0.888403,0.269076,0.546421,0.0862003,0.31648,-0.255648;-0.760045,0.511886,-0.158426,1.33744
2;-0.160992,0.544282,-0.552277,0.151236,-0.133417,0.517958,0.884101,0.269076,0.546421,0.208672,0.31648,0.0231927;-0.679294,0.343262,0.404455,2.43152
3;-0.160992,0.541842,-0.529445,0.151236,-0.294803,0.542096,0.924434,0.269076,0.546421,0.169916,0.31648,-0.0250304;-0.758312,0.476045,0.521311,2.08019
4;-0.160992,0.564364,-0.642098,0.151236,-0.290084,0.55564,0.919161,0.269076,0.546421,0.278884,0.31648,0.228418;-0.72309,0.23984,0.383371,2.67575
5;-0.160992,0.561465,-0.639126,0.151236,-0.30312,0.575202,0.942144,0.269076,0.546421,0.262084,0.31648,0.221267;-0.746235,0.258795,0.45456,2.58076
6;0.115545,0.840608,-0.731183,0.516813,-0.375144,0.172423,0.971223,0.536128,0.624585,-0.18886,0.476334,0.528402;-1.06585,0.991752,-1.85317,1.18544
7;0.115545,0.83544,-0.765012,0.249863,-0.573047,-0.347502,0.9843,0.536128,0.664668,-0.152172,0.476334,0.606186;-1.35773,0.806779,-3.30085,1.55004
8;-0.39442,0.0488417,-0.782626,-0.19448,-0.503713,-0.705482,0.935597,0.863057,0.731709,-0.664972,-0.175293,0.843927;-2.21823,-0.458767,-3.98016,-0.743903
9;0.351621,0.711894,-0.828041,-0.0172645,0.432106,0.463509,0.966618,0.127981,0.575109,0.433558,0.694811,0.0277583;-0.327457,-0.134442,0.483586,3.80478
10;0.147985,0.380253,-0.528617,-0.469216,-0.307475,-0.653854,0.996488,0.597271,0.424757,-0.64281,0.27355,-0.794596;-1.44287,0.478856,-2.57236,-1.66426
11;0.0885905,0.485608,-0.670495,-0.784917,0.307346,0.215311,0.94124,-0.191749,0.436244,0.680826,0.582802,-0.556359;-0.308194,-0.971169,1.61327,4.71939
12;0.0885905,0.446124,-0.153779,-0.757374,0.349094,0.582198,0.979521,-0.191749,0.258756,0.367663,0.582802,-0.922973;-0.794955,-0.663642,3.50894,3.18952
13;0.173937,0.223167,0.122331,-0.43355,-0.0999609,-0.600839,0.73709,0.500247,0.689258,-0.915168,-0.352762,-0.689696;-2.55471,0.743808,-0.951768,-2.55692
14;0.147985,0.154879,-0.819888,-0.296397,-0.115737,-0.797955,0.558605,0.597271,0.499897,-0.262481,0.27355,-0.230441;-0.866728,-0.338296,-3.36054,0.0253987
15;0.147985,0.110802,-0.825335,-0.269053,-0.0946453,-0.759096,0.991441,0.597271,0.518369,-0.364514,0.27355,-0.206467;-1.15112,-0.0075652,-3.49307,-0.637993
16;0.0885905,0.444176,-0.525811,-0.784917,0.459464,0.290093,0.975982,-0.191749,0.436244,0.567604,0.582802,-0.74747;-0.410886,-0.859183,2.05208,4.2632
17;0.351621,0.792301,-0.152006,-0.515691,0.308132,0.163221,0.984445,0.127981,0.366175,-0.167981,0.694811,-0.906827;-1.21777,0.217042,1.19818,1.52022
18;0.163774,0.697172,-0.0873971,-0.829894,0.437554,-0.336711,0.888283,0.370401,0.663482,-0.371595,0.515778,-0.806041;-1.92819,-0.146133,-0.671311,1.65868
19;0.173937,-0.0574147,0.214061,-0.500795,-0.388928,-0.801382,0.648643,0.500247,0.757803,-0.92331,-0.352762,-0.756743;-2.76398,0.654134,-1.20704,-3.13588
20;0.147985,0.0491812,-0.898637,-0.296397,0.057265,-0.822181,0.454035,0.597271,0.499897,-0.0562887,0.27355,0.222712;-0.876547,-0.945909,-3.54279,1.14338
21;0.147985,0.0271068,-0.756746,-0.269053,-0.022296,-0.766792,0.993276,0.597271,0.518369,-0.471812,0.27355,-0.450694;-1.1112,0.108943,-3.31966,-1.26177
22;0.0885905,0.44536,-0.467658,-0.784917,0.504827,0.261543,0.970426,-0.191749,0.436244,0.539088,0.582802,-0.794183;-0.457483,-0.806523,2.02072,4.2002
23;0.0885905,0.464736,0.0558444,-0.757374,0.379855,0.568676,0.962126,-0.191749,0.258756,0.268792,0.582802,-0.958237;-1.08717,-0.54913,3.70669,2.98385
24;0.173937,0.209826,0.154552,-0.43355,-0.115082,-0.627713,0.55237,0.500247,0.689258,-0.914136,-0.352762,-0.714574;-2.48096,0.623557,-0.852026,-2.47318
