Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.160992,0.178356,-0.419334,-0.0319656,0.0147197,-0.36526,0.416511,0.269076,0.496086,0.150757,0.31648,-0.233564;-5.22807,1.07158,-4.06751,1.52609
1;-0.160992,0.251253,-0.406292,0.151236,-0.16364,0.225678,0.888403,0.269076,0.546421,0.0862003,0.31648,-0.255648;-2.77339,-1.31338,-2.23843,1.55858
2;-0.160992,0.544282,-0.552277,0.151236,-0.133417,0.517958,0.884101,0.269076,0.546421,0.208672,0.31648,0.0231927;-2.58065,-1.52503,-0.933331,0.874952
3;-0.160992,0.541842,-0.529445,0.151236,-0.294803,0.542096,0.924434,0.269076,0.546421,0.169916,0.31648,-0.0250304;-2.20878,-2.1967,-1.49193,0.821177
4;-0.160992,0.564364,-0.642098,0.151236,-0.290084,0.55564,0.919161,0.269076,0.546421,0.278884,0.31648,0.228418;-2.30558,-1.80701,-1.39611,0.606355
5;-0.160992,0.561465,-0.639126,0.151236,-0.30312,0.575202,0.942144,0.269076,0.546421,0.262084,0.31648,0.221267;-2.18605,-1.92771,-1.37015,0.620451
6;0.115545,0.840608,-0.731183,0.516813,-0.375144,0.172423,0.971223,0.536128,0.624585,-0.18886,0.476334,0.528402;-2.34782,-0.875531,-6.55089,0.215667
7;0.115545,0.83544,-0.765012,0.249863,-0.573047,-0.347502,0.9843,0.536128,0.664668,-0.152172,0.476334,0.606186;-4.60257,0.156165,-10.0125,-0.0833958
8;-0.268503,0.32349,-0.612461,-0.580422,-0.396078,0.00944216,0.93842,0.160556,0.45663,0.547367,0.458573,0.343779;-5.57348,-0.31201,-3.09481,0.667931
9;0.00321839,0.751713,-0.594433,0.193839,-0.0863767,0.271969,0.950118,0.450077,0.474399,0.0430915,0.595409,0.395312;-3.51275,-0.322729,-3.23316,0.5817
10;0.351621,0.776651,-0.626817,-0.440359,0.0943748,0.116954,0.987707,0.127981,0.499749,0.197152,0.694811,-0.563714;-2.03599,-2.00139,-3.21352,0.983303
11;-0.0529012,0.194939,-0.617977,-0.67787,0.00585865,-0.625719,0.980515,0.739373,0.656313,-0.704999,-0.00592925,-0.373566;-5.86293,1.62224,-8.18548,1.28285
12;0.351621,0.747151,-0.563296,-0.387116,0.352784,0.00149173,0.961044,0.127981,0.553443,0.131947,0.694811,-0.655829;-2.78885,-0.972699,-3.07243,1.29886
13;0.351621,0.763456,-0.260951,-0.702235,0.0597158,-0.363298,0.988971,0.127981,0.435108,-0.100237,0.694811,-0.87146;-4.49153,-1.29363,-5.56516,1.03966
14;-0.0529012,0.228106,-0.640335,-0.67787,-0.0523423,-0.67667,0.941174,0.739373,0.656313,-0.666765,-0.00592925,-0.325019;-6.10303,1.69083,-8.65944,1.13279
15;0.351621,0.732832,-0.604245,-0.387116,0.325307,-0.0172842,0.963586,0.127981,0.553443,0.168498,0.694811,-0.599634;-2.77013,-0.917774,-3.22578,1.26973
16;0.147985,0.387803,-0.605817,-0.469216,-0.380494,-0.6984,0.993023,0.597271,0.424757,-0.577963,0.27355,-0.722731;-4.11862,-0.668481,-8.95206,1.25216
17;0.147985,0.46212,-0.89689,-0.269053,-0.243481,-0.637883,0.983535,0.597271,0.518369,-0.168682,0.27355,0.209881;-4.79108,1.19169,-8.59752,0.605381
18;0.0885905,0.439055,-0.631133,-0.784917,0.255196,0.337761,0.98068,-0.191749,0.436244,0.627769,0.582802,-0.622864;-2.32916,-2.01629,1.24442,1.51207
19;0.0885905,0.47118,-0.207641,-0.757374,0.392861,0.59163,0.976917,-0.191749,0.258756,0.402863,0.582802,-0.909653;-1.95041,-2.89101,3.78901,1.66219
20;0.173937,0.221175,0.16808,-0.43355,-0.116462,-0.595318,0.772658,0.500247,0.689258,-0.921047,-0.352762,-0.724581;-4.96759,-0.180096,-8.8874,0.682335
21;0.173937,-0.162506,-0.357722,-0.509464,-0.104166,-0.87927,-0.473695,0.500247,0.771657,-0.831585,-0.352762,-0.104018;-3.56155,1.83178,-11.4051,0.5999
22;0.147985,-0.696833,-0.821354,-0.296397,0.121351,-0.964034,0.878436,0.597271,0.499897,-0.317765,0.27355,-0.224077;-2.53092,2.2316,-7.79742,3.15536
23;0.147985,0.352781,-0.72595,-0.269053,0.457728,-0.643696,0.99148,0.597271,0.518369,-0.497995,0.27355,-0.528345;-4.88402,2.17022,-5.79044,1.87614
24;0.0885905,0.444201,0.00560006,-0.784917,0.326415,0.252887,0.967536,-0.191749,0.436244,0.267485,0.582802,-0.951626;-3.73545,-2.08157,0.607196,1.63707
25;0.0885905,0.462911,-0.133835,-0.757374,0.379524,0.509116,0.847196,-0.191749,0.258756,0.43143,0.582802,-0.927356;-2.39587,-2.67061,3.33636,1.58953
26;0.173937,0.119928,0.154206,-0.43355,-0.122071,-0.651065,0.722767,0.500247,0.689258,-0.918118,-0.352762,-0.714315;-4.80722,-0.0412958,-9.13053,0.833997
