Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.160992,0.178356,-0.419334,-0.0319656,0.0147197,-0.36526,0.416511,0.269076,0.496086,0.150757,0.31648,-0.233564;-2.83829,0.0081037,-6.04084,4.0962
1;-0.160992,0.251253,-0.406292,0.151236,-0.16364,0.225678,0.888403,0.269076,0.546421,0.0862003,0.31648,-0.255648;-4.56127,2.24725,-2.21787,2.56334
2;-0.160992,0.544282,-0.552277,0.151236,-0.133417,0.517958,0.884101,0.269076,0.546421,0.208672,0.31648,0.0231927;-6.22991,2.6233,-2.22987,4.27047
3;-0.160992,0.541842,-0.529445,0.151236,-0.294803,0.542096,0.924434,0.269076,0.546421,0.169916,0.31648,-0.0250304;-6.58463,2.72348,-2.16081,3.7842
4;-0.160992,0.564364,-0.642098,0.151236,-0.290084,0.55564,0.919161,0.269076,0.546421,0.278884,0.31648,0.228418;-6.22041,2.74817,-2.9347,4.65022
5;-0.160992,0.561465,-0.639126,0.151236,-0.30312,0.575202,0.942144,0.269076,0.546421,0.262084,0.31648,0.221267;-6.34181,2.86542,-2.84616,4.45151
6;0.115545,0.840608,-0.731183,0.516813,-0.375144,0.172423,0.971223,0.536128,0.624585,-0.18886,0.476334,0.528402;-6.33598,4.60321,-7.95937,6.56411
7;0.115545,0.83544,-0.765012,0.249863,-0.573047,-0.347502,0.9843,0.536128,0.664668,-0.152172,0.476334,0.606186;-5.9049,4.04439,-12.5406,6.57114
8;-0.39442,0.0488417,-0.782626,-0.19448,-0.503713,-0.705482,0.935597,0.863057,0.731709,-0.664972,-0.175293,0.843927;-2.03298,6.91482,-16.756,-1.22909
9;0.351621,0.711894,-0.828041,-0.0172645,0.432106,0.463509,0.966618,0.127981,0.575109,0.433558,0.694811,0.0277583;-7.6852,0.15575,-4.13143,7.16973
10;0.147985,0.380253,-0.528617,-0.469216,-0.307475,-0.653854,0.996488,0.597271,0.424757,-0.64281,0.27355,-0.794596;-8.55261,2.9304,-12.8521,-1.51044
11;0.0885905,0.485608,-0.670495,-0.784917,0.307346,0.215311,0.94124,-0.191749,0.436244,0.680826,0.582802,-0.556359;-9.26491,-2.14035,-4.48009,3.35205
12;0.0885905,0.446124,-0.153779,-0.757374,0.349094,0.582198,0.979521,-0.191749,0.258756,0.367663,0.582802,-0.922973;-11.7189,-0.949785,1.78063,0.405416
13;0.173937,0.223167,0.122331,-0.43355,-0.0999609,-0.600839,0.73709,0.500247,0.689258,-0.915168,-0.352762,-0.689696;-6.69038,4.06941,-7.88189,-4.32031
14;0.147985,0.154879,-0.819888,-0.296397,-0.115737,-0.797955,0.558605,0.597271,0.499897,-0.262481,0.27355,-0.230441;-3.96862,0.675635,-14.3182,2.2108
15;0.147985,0.110802,-0.825335,-0.269053,-0.0946453,-0.759096,0.991441,0.597271,0.518369,-0.364514,0.27355,-0.206467;-4.33476,2.7405,-14.1007,0.419706
16;0.0885905,0.444176,-0.525811,-0.784917,0.459464,0.290093,0.975982,-0.191749,0.436244,0.567604,0.582802,-0.74747;-9.63252,-1.8379,-2.76237,2.34169
17;0.351621,0.792301,-0.152006,-0.515691,0.308132,0.163221,0.984445,0.127981,0.366175,-0.167981,0.694811,-0.906827;-12.673,0.615381,-3.27186,1.88324
18;0.163774,0.697172,-0.0873971,-0.829894,0.437554,-0.336711,0.888283,0.370401,0.663482,-0.371595,0.515778,-0.806041;-10.6723,0.985934,-8.24666,1.10519
19;0.173937,-0.0574147,0.214061,-0.500795,-0.388928,-0.801382,0.648643,0.500247,0.757803,-0.92331,-0.352762,-0.756743;-4.94075,2.86861,-8.39031,-5.26649
20;0.147985,0.0491812,-0.898637,-0.296397,0.057265,-0.822181,0.454035,0.597271,0.499897,-0.0562887,0.27355,0.222712;-2.1866,0.29968,-14.4508,3.64698
21;0.147985,0.0271068,-0.756746,-0.269053,-0.022296,-0.766792,0.993276,0.597271,0.518369,-0.471812,0.27355,-0.450694;-4.32831,2.64484,-13.4041,-0.618987
22;0.0885905,0.44536,-0.467658,-0.784917,0.504827,0.261543,0.970426,-0.191749,0.436244,0.539088,0.582802,-0.794183;-9.64541,-1.77887,-2.46974,2.23223
23;0.0885905,0.464736,0.0558444,-0.757374,0.379855,0.568676,0.962126,-0.191749,0.258756,0.268792,0.582802,-0.958237;-12.0594,-0.611334,3.01054,0.00142741
24;0.173937,0.209826,0.154552,-0.43355,-0.115082,-0.627713,0.55237,0.500247,0.689258,-0.914136,-0.352762,-0.714574;-6.41053,3.253,-7.85238,-3.85656
25;0.147985,0.00749594,-0.825112,-0.296397,-0.110002,-0.843989,0.523585,0.597271,0.499897,-0.248712,0.27355,-0.207467;-2.99289,0.328404,-14.2524,1.87406
26;0.147985,0.0828875,-0.823372,-0.269053,0.00461586,-0.7686,0.991577,0.597271,0.518369,-0.368551,0.27355,-0.215211;-4.11189,2.76925,-13.9537,0.351243
27;0.0885905,0.444263,-0.444903,-0.784917,0.474122,0.289075,0.975839,-0.191749,0.436244,0.519333,0.582802,-0.809511;-9.80679,-1.73479,-2.21374,2.04543
28;0.0885905,0.468144,0.0231058,-0.757374,0.383847,0.567469,0.959437,-0.191749,0.258756,0.291174,0.582802,-0.954036;-11.9987,-0.691981,2.81967,0.1483
29;0.173937,0.207756,0.15871,-0.43355,-0.117669,-0.624875,0.586373,0.500247,0.689258,-0.915292,-0.352762,-0.717677;-6.44472,3.39223,-7.77825,-3.97265
30;0.147985,0.0348433,-0.825991,-0.296397,-0.108135,-0.836393,0.518929,0.597271,0.499897,-0.246514,0.27355,-0.203513;-3.13904,0.34679,-14.2805,2.00153
31;0.147985,0.0791656,-0.822729,-0.269053,-0.0139876,-0.769793,0.9916,0.597271,0.518369,-0.369769,0.27355,-0.218051;-4.10888,2.7511,-13.9702,0.318284
32;0.0885905,0.444278,-0.460697,-0.784917,0.476065,0.288755,0.975791,-0.191749,0.436244,0.52875,0.582802,-0.799028;-9.7692,-1.75435,-2.31604,2.10573
33;0.0885905,0.468114,0.0251798,-0.757374,0.383799,0.569364,0.961322,-0.191749,0.258756,0.288032,0.582802,-0.954313;-12.0149,-0.674958,2.83657,0.12404
34;0.173937,0.209208,0.15866,-0.43355,-0.117384,-0.624566,0.584276,0.500247,0.689258,-0.915243,-0.352762,-0.71764;-6.45078,3.38549,-7.78136,-3.96102
35;0.147985,0.0331585,-0.825895,-0.296397,-0.109124,-0.836873,0.518984,0.597271,0.499897,-0.246705,0.27355,-0.203949;-3.13074,0.343986,-14.2797,1.99336
36;0.147985,0.07921,-0.82307,-0.269053,-0.0128433,-0.769799,0.991597,0.597271,0.518369,-0.369166,0.27355,-0.216547;-4.10536,2.75237,-13.9712,0.323495
37;0.0885905,0.444277,-0.459733,-0.784917,0.47604,0.28892,0.975816,-0.191749,0.436244,0.528145,0.582802,-0.799688;-9.77192,-1.75296,-2.30889,2.1017
38;0.0885905,0.46813,0.0251527,-0.757374,0.38382,0.569254,0.96121,-0.191749,0.258756,0.288164,0.582802,-0.95431;-12.0142,-0.675745,2.83614,0.125246
39;0.173937,0.209121,0.158682,-0.43355,-0.117411,-0.624595,0.584304,0.500247,0.689258,-0.915246,-0.352762,-0.717656;-6.45032,3.38547,-7.78114,-3.96145
40;0.147985,0.0331805,-0.825904,-0.296397,-0.109067,-0.836867,0.51896,0.597271,0.499897,-0.246686,0.27355,-0.203908;-3.13072,0.343956,-14.2797,1.99368
41;0.147985,0.0791906,-0.82305,-0.269053,-0.0128583,-0.769804,0.991597,0.597271,0.518369,-0.369202,0.27355,-0.216635;-4.10543,2.75231,-13.9711,0.32316
