Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;0
7;3
8;3
9;3
10;3
11;2
12;3
13;3
14;3
15;4
16;2
17;2
18;3
19;3
20;3
21;4
22;2
23;4
24;2
25;3
26;3
27;3
28;4
29;2
30;2
31;3
32;3
33;3
34;4
35;2
36;4
37;2
38;3
39;3
40;3
41;4
42;2
43;2
44;3
45;3
46;3
47;4
48;2
49;4
50;2
51;3
52;3
53;3
54;4
55;2
56;2
57;3
58;3
59;3
60;4
61;2
62;4
63;2
64;3
65;3
66;3
67;4
68;2
69;2
70;3
71;3
72;3
73;4
74;2
75;4
76;2
77;3
78;3
79;3
80;4
81;2
82;2
83;3
84;3
85;3
86;4
87;2
88;4
89;2
90;3
91;3
92;3
93;4
94;2
95;2
96;3
97;3
98;3
99;4
100;2
101;4
102;2
103;3
104;3
105;3
106;4
107;2
108;2
109;3
110;3
111;3
112;4
113;2
114;4
115;2
116;3
117;3
118;3
119;4
120;2
121;2
122;3
123;3
124;3
125;4
126;2
127;4
128;2
129;3
130;3
131;3
132;4
133;2
134;2
135;3
136;3
137;3
138;4
139;2
140;4
141;2
142;3
143;3
144;3
145;4
146;2
147;2
148;3
149;3
150;3
151;4
152;2
153;4
154;2
155;3
156;3
157;3
158;4
159;2
160;2
161;3
162;3
163;3
164;4
165;2
166;4
167;2
168;3
169;3
170;3
171;4
172;2
173;2
174;3
175;3
176;3
177;4
178;2
179;4
180;2
181;3
182;3
183;3
184;4
185;2
186;2
187;3
188;3
189;3
190;4
191;2
192;4
193;2
194;3
195;3
196;3
197;4
198;2
199;2
200;3
201;3
202;3
203;4
204;2
205;4
206;2
207;3
208;3
209;3
210;4
211;2
212;2
213;3
214;3
215;3
216;4
217;2
218;4
219;2
220;3
221;3
222;3
223;4
224;2
225;2
226;3
227;3
228;3
229;4
230;2
231;4
232;2
233;3
234;3
235;3
236;4
237;2
238;2
239;3
240;3
241;3
242;4
243;2
244;4
245;2
246;3
247;3
248;3
249;4
250;2
251;2
252;3
253;3
254;3
255;4
256;2
257;4
258;2
259;3
260;3
261;3
262;4
263;2
264;2
265;3
266;3
267;3
268;4
269;2
270;4
271;2
272;3
273;3
274;3
275;4
276;2
277;2
278;3
279;3
280;3
281;4
282;2
283;4
284;2
285;3
286;3
287;3
288;4
289;2
290;2
291;3
292;3
293;3
294;4
295;2
296;4
297;2
298;3
299;3
300;4.87996e-310
