Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.193805,-0.505253,0.513863,-0.015988,-0.376309,-0.509778,-0.417233,-0.0955994,-0.144787,-0.112649,0.00667823,0.236394,0.279047,0.41642,-0.0954715,0.404649,0.30995,-0.123006,-0.189791,0.164638,-0.120308,0.198242,0.213094,0.250056,-0.210115;-3.68246,-3.08675,-0.44172,0.737298
1;0.605946,-0.505253,0.503247,0.185118,-0.407607,-0.415984,-0.607561,-0.4774,-0.129126,-0.0823996,0.00667823,0.542654,0.279047,0.345589,-0.430456,0.296184,0.0687002,-0.0148086,-0.189151,-0.00352222,-0.119629,-0.0313076,0.216413,0.250056,-0.328908;-3.67027,-4.50028,0.615718,-0.799911
2;0.700421,-0.505253,0.505865,0.203206,-0.373348,-0.415984,-0.700692,-0.526977,0.132882,-0.0147007,0.00667823,0.561688,0.279047,0.346,-0.422657,0.288276,0.0682429,-0.421994,-0.189151,-0.349035,0.222541,0.148328,0.209346,0.250056,-0.34011;-3.35948,-5.18964,0.0221914,0.806902
3;0.695523,-0.505253,0.506051,0.350971,-0.366217,-0.415984,-0.719285,-0.347311,0.0531871,0.00162377,0.00667823,0.538272,0.279047,0.534733,-0.425912,-0.0300167,-0.161843,-0.446445,-0.189151,-0.419476,0.245041,0.148663,0.253496,0.250056,-0.618064;-4.80951,-4.22864,-0.401389,0.661251
4;0.886764,-0.219997,0.36818,0.0579195,-0.627981,-0.227184,-0.319604,-0.323342,0.486816,-0.284788,0.106685,0.452165,0.53163,0.341634,-0.162198,-0.380506,-0.63628,-0.427327,-0.222712,-0.368992,0.198855,0.40039,-0.214478,0.470879,-0.577934;-1.14099,-4.19951,-0.446642,0.873895
5;0.779697,-0.219997,0.328167,-0.0576136,-0.573284,-0.125672,-0.517902,0.474577,0.349019,-0.252402,0.106685,0.569952,0.53163,0.313214,-0.170487,0.06746,-0.519693,-0.413167,-0.213248,-0.504023,-0.183461,0.65246,0.0143296,0.470879,-0.471174;-2.76744,-4.19973,0.191113,2.31845
6;0.840195,-0.758256,0.405273,-0.157013,-0.350711,-0.610576,-0.947645,0.358855,-0.475768,-0.510015,0.267891,0.688042,0.767007,0.24776,-0.36213,0.657354,0.112037,-0.229655,-0.59803,-0.854843,-0.0570428,-0.0679009,0.665882,0.848008,0.755453;-7.9606,-11.1637,0.615559,0.880628
7;0.948609,-0.758256,0.314373,0.02534,-0.292836,-0.467648,-0.963112,-0.667566,-0.100076,-0.503421,0.267891,0.45392,0.767007,0.327624,-0.266994,0.17605,-0.37337,-0.401878,-0.587643,-0.868473,-0.290354,-0.493977,0.587434,0.848008,0.826145;-3.17256,-13.1037,0.921502,0.0857777
8;0.832692,-0.754214,-0.0581947,-0.0923857,-0.546389,0.419281,-0.913288,-0.338919,-0.271253,0.0714404,-0.13067,0.634182,0.622914,0.618613,-0.229089,0.85407,-0.0573041,-0.525166,-0.512893,-0.564247,-0.708348,0.167127,0.414427,0.548954,-0.182198;-4.41012,-8.92735,-0.438189,4.57344
9;0.809777,-0.754214,0.141663,-0.579654,-0.768982,0.273717,-0.886659,-0.474759,-0.478202,0.0484522,-0.13067,0.876366,0.622914,0.409186,0.0263882,0.904155,0.375454,-0.213679,-0.541481,-0.491138,-0.448639,-0.0679869,0.168069,0.548954,-0.211493;-4.2802,-7.85614,-0.943274,3.47698
