Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.00684555,0.499881,0.404844,-0.494568,-0.172071,-0.459771,-0.179761,-0.42607,-0.0848985,-0.487155,-0.0309989,-0.409593;-8.61495,0.116201,-0.23802,0.529759
1;-0.00684555,0.525487,0.445419,-0.315809,-0.0635666,-0.459771,-0.464523,-0.397831,0.261762,-0.639255,0.105169,-0.41149;-9.00622,-1.66904,0.0287882,0.859319
2;-0.00684555,0.415325,0.445603,-0.468211,0.109586,-0.459771,-0.368703,-0.397701,0.294411,-0.599249,0.429384,-0.422983;-10.2,-2.81802,0.0362055,1.26722
3;-0.00684555,0.404208,0.446717,-0.667506,0.0515403,-0.459771,-0.450987,-0.396912,0.294557,-0.61307,0.365093,-0.424058;-9.87986,-3.33094,0.0562769,1.44958
4;-0.00684555,0.404158,0.446821,-0.609992,0.101423,-0.459771,-0.547933,-0.396838,0.295444,-0.601224,0.427137,-0.424063;-10.0126,-3.77028,0.152472,1.57697
5;-0.00684555,0.403855,0.446821,-0.592752,0.159527,-0.459771,-0.521251,-0.396838,0.295526,-0.586919,0.495523,-0.424092;-10.3702,-3.85434,0.177513,1.62647
6;-0.424259,0.0746833,0.347206,-0.86369,0.368287,-0.758888,-0.664182,-0.0594238,0.51915,-0.0849068,0.784057,-0.245897;-8.62186,-5.54336,0.739907,2.70118
7;-0.424259,-0.0166869,0.328111,-0.918487,0.465735,-0.758888,-0.751456,-0.0352289,0.452859,-0.221564,0.847566,-0.54195;-9.26535,-6.07143,0.662264,2.63481
8;0.522018,-0.17373,0.0543372,-0.679279,0.846541,-0.512417,-0.190663,0.65893,-0.0552898,-0.783241,0.202477,0.0756585;-6.94148,-3.0699,1.90025,1.36622
9;-0.0612555,0.128491,0.242774,-0.347689,0.0611157,-0.683785,-0.296427,-0.123251,-0.126813,-0.791964,-0.0288321,0.501984;-5.54318,-1.06825,0.851673,1.80472
10;-0.0612555,0.157161,0.193675,-0.0833119,0.167419,-0.683785,-0.0899161,-0.104067,0.0368368,-0.818267,0.0453262,0.0699787;-6.91484,0.128794,0.488187,0.918784
11;-0.467887,-0.256057,0.129218,-0.75074,0.277404,-0.869921,-0.15064,0.283197,0.258587,-0.540397,0.416649,0.259113;-5.19844,-2.772,0.925529,2.38494
12;-0.467887,-0.338705,0.106661,-0.874929,0.338236,-0.869921,-0.526602,0.303628,0.20541,-0.603344,0.508865,-0.0814965;-5.56876,-4.49441,0.947762,2.60022
13;0.522018,-0.074113,-0.00130326,-0.508762,0.804033,-0.512417,-0.163252,0.639571,-0.243502,-0.823988,-0.0662882,0.0494392;-6.3933,-1.33523,1.91103,0.911244
14;-0.0612555,0.203351,0.245756,-0.0536669,0.0444439,-0.683785,-0.192383,-0.121146,-0.174233,-0.794283,-0.106637,0.507614;-5.47196,0.299522,0.782459,1.35676
15;-0.0612555,0.176027,0.19302,-0.066244,0.105162,-0.683785,0.100529,-0.104521,0.039434,-0.825956,-0.061153,0.0718727;-6.74331,1.22635,0.336263,0.578554
16;-0.787116,-0.378149,0.0968411,-0.905754,0.27533,-0.733828,-0.371931,0.492332,0.578579,-0.626583,-0.224709,-0.0320381;-1.79198,-2.06611,1.61018,2.07651
17;-0.454376,-0.596867,0.155108,-0.818356,0.712819,-0.64331,-0.548452,0.833732,-0.0212045,-0.68378,-0.0358577,-0.414074;-2.98761,-2.89833,2.05327,1.82605
18;-0.00684555,0.506362,0.445854,-0.122219,0.192035,-0.459771,-0.612825,-0.361955,0.0501391,-0.652049,0.424769,-0.670628;-10.685,-2.42796,0.0785585,0.975036
19;-0.00684555,0.484333,0.470369,-0.404789,0.197836,-0.459771,-0.255364,-0.379775,0.294756,-0.577135,0.486469,-0.415983;-10.9319,-2.40784,0.0591415,1.20569
20;-0.00684555,0.40409,0.446039,-0.726305,-0.0175392,-0.459771,-0.41756,-0.397392,0.314156,-0.628947,0.274269,-0.42407;-9.53063,-3.06421,-0.00643496,1.34921
21;-0.00684555,0.397426,0.446822,-0.598683,0.0812054,-0.459771,-0.574105,-0.396837,0.294904,-0.606069,0.407059,-0.424708;-9.83846,-3.78633,0.151975,1.56244
22;-0.00684555,0.404039,0.446884,-0.57213,0.175043,-0.459771,-0.515879,-0.396793,0.295527,-0.582993,0.512865,-0.424074;-10.4492,-3.84765,0.185094,1.62537
23;-0.00684555,0.403826,0.446822,-0.640055,0.140417,-0.459771,-0.503106,-0.396837,0.295577,-0.591691,0.473605,-0.424095;-10.3203,-3.81369,0.153407,1.62292
24;-0.00684555,0.403809,0.446824,-0.630548,0.132772,-0.459771,-0.535331,-0.396836,0.295528,-0.59358,0.464706,-0.424097;-10.2276,-3.88488,0.168355,1.63461
25;-0.00684555,0.403826,0.446824,-0.613433,0.152027,-0.459771,-0.53091,-0.396835,0.295529,-0.5888,0.486989,-0.424095;-10.331,-3.90461,0.179191,1.64432
26;-0.00684555,0.403825,0.446824,-0.624007,0.149392,-0.459771,-0.522877,-0.396836,0.295529,-0.589458,0.483967,-0.424095;-10.3343,-3.8868,0.172436,1.64204
27;-0.00684555,0.403825,0.446824,-0.626223,0.144599,-0.459771,-0.527851,-0.396836,0.295529,-0.590652,0.478446,-0.424095;-10.3021,-3.89211,0.172165,1.64166
28;0.46684,0.637866,0.277064,-0.505637,0.387586,0.096262,-0.386047,-0.529131,0.434203,-0.783646,-0.0396146,-0.49303;-10.2574,-2.36493,0.932159,0.624803
