Passo;A  o
0;3
1;2
2;3
3;2
4;2
5;3
6;3
7;3
8;3
9;3
10;4
11;4
12;1
13;1
14;3
15;1
16;3
17;2
18;3
19;3
20;1
21;1
22;3
23;3
24;3
25;3
26;3
27;3
28;1
29;2
30;3
31;3
32;4
33;1
34;1
35;3
36;1
37;3
38;2
39;3
40;3
41;4
42;1
43;1
44;3
45;3
46;3
47;4
48;1
49;1
50;3
51;2
52;1
53;3
54;1
55;3
56;2
57;3
58;3
59;4
60;1
61;1
62;3
63;2
64;1
65;3
66;1
67;3
68;2
69;3
70;3
71;4
72;1
73;1
74;3
75;2
76;1
77;3
78;1
79;3
80;2
81;3
82;3
83;4
84;1
85;1
86;3
87;2
88;1
89;3
90;3
91;3
92;4
93;1
94;1
95;3
96;1
97;3
98;2
99;3
100;3
101;4
102;1
103;1
104;3
105;2
106;1
107;3
108;1
109;3
110;2
111;3
112;3
113;4
114;1
115;1
116;3
117;3
118;3
119;4
120;1
121;1
122;3
123;2
124;1
125;3
126;1
127;3
128;2
129;3
130;3
131;4
132;1
133;1
134;3
135;2
136;1
137;3
138;1
139;3
140;2
141;3
142;3
143;4
144;1
145;1
146;3
147;2
148;1
149;3
150;1
151;3
152;2
153;3
154;3
155;4
156;1
157;1
158;3
159;2
160;1
161;3
162;3
163;3
164;4
165;1
166;1
167;3
168;1
169;3
170;2
171;3
172;3
173;4
174;1
175;1
176;3
177;2
178;1
179;3
180;1
181;3
182;2
183;3
184;3
185;4
186;1
187;1
188;3
189;3
190;3
191;4
192;1
193;1
194;3
195;2
196;1
197;3
198;1
199;3
200;2
201;3
202;3
203;4
204;1
205;1
206;3
207;2
208;1
209;3
210;1
211;3
212;2
213;3
214;3
215;4
216;1
217;1
218;3
219;2
220;1
221;3
222;1
223;3
224;2
225;3
226;3
227;4
228;1
229;1
230;3
231;2
232;1
233;3
234;3
235;3
236;4
237;1
238;1
239;3
240;1
241;3
242;2
243;3
244;3
245;4
246;1
247;1
248;3
249;2
250;1
251;3
252;1
253;3
254;2
255;3
256;3
257;4
258;1
259;1
260;3
261;3
262;3
263;4
264;1
265;1
266;3
267;2
268;1
269;3
270;1
271;3
272;2
273;3
274;3
275;4
276;1
277;1
278;3
279;2
280;1
281;3
282;1
283;3
284;2
285;3
286;3
287;4
288;1
289;1
290;3
291;2
292;1
293;3
294;1
295;3
296;2
297;3
298;3
299;4
300;-1.83255e-06
