0.00000000, 0.00016539, 0.00040193, 0.00030540, 0.00016240, 0.00094702, 0.00004213, 0.00089524, 0.00006219, 0.00011323, 0.00025950, 0.00034262, 0.00054711, 0.00124260, 0.00003667, 0.00013597, 0.00003640, 0.00008005, 0.00049878, 0.00010447, 0.00047232, 0.00015842, 0.00037029, 0.00013471, 0.00122233, 0.00027497, 0.00010355, 0.00016383, 0.00015870, 0.00047102, 0.00086854, 0.00020427, 0.00007562, 0.00010877, 0.00008366, 0.00007439, 0.00002975, 0.00004584, 0.00010418, 0.00011773, 0.00004117, 0.00043110, 0.00019817, 0.00001897, 0.00002402, 0.00015770, 0.00001683, 0.00053941, 0.00029291, 0.00099909, 0.00009638, 0.00022680
0.00016539, 0.00000000, 0.00077965, 0.00034319, 0.00008672, 0.00068658, 0.00044324, 0.00120606, 0.00047695, 0.00010293, 0.00017482, 0.00014119, 0.00046265, 0.00095560, 0.00083288, 0.00029015, 0.00052445, 0.00057330, 0.00054202, 0.00025767, 0.00103976, 0.00013428, 0.00783154, 0.00147698, 0.00006423, 0.00006435, 0.00047645, 0.00002080, 0.00005736, 0.00015818, 0.00014058, 0.00092091, 0.00002897, 0.00012288, 0.00012858, 0.00016005, 0.00006387, 0.00093098, 0.00009604, 0.00003886, 0.00082124, 0.00021644, 0.00051163, 0.00013016, 0.00090192, 0.00009631, 0.00015070, 0.00024847, 0.00045663, 0.00009762, 0.00044245, 0.00005490
0.00040193, 0.00077965, 0.00000000, 0.00188212, 0.00054418, 0.00036296, 0.00007499, 0.00011801, 0.00002774, 0.00057198, 0.00006563, 0.00028987, 0.00025142, 0.00064966, 0.00060385, 0.00063617, 0.00010115, 0.00071819, 0.00013876, 0.00098254, 0.00055197, 0.00025164, 0.00021852, 0.00006529, 0.00008237, 0.00034724, 0.00041367, 0.00095994, 0.00025773, 0.00152706, 0.00005671, 0.00073348, 0.00015384, 0.00016668, 0.00011127, 0.00007409, 0.00008166, 0.00025931, 0.00006357, 0.00005124, 0.00011816, 0.00003808, 0.00034419, 0.00025675, 0.00264786, 0.00124304, 0.00026593, 0.00006177, 0.00138741, 0.00082919, 0.00022071, 0.00006717
0.00030540, 0.00034319, 0.00188212, 0.00000000, 0.00009036, 0.00016867, 0.00010537, 0.00021089, 0.00048298, 0.00061945, 0.00008317, 0.00004792, 0.00036665, 0.00037150, 0.00018542, 0.00262576, 0.00054359, 0.00026357, 0.00034742, 0.00029753, 0.00103060, 0.00009948, 0.00008342, 0.00006872, 0.00016131, 0.00011395, 0.00009054, 0.00002506, 0.00004469, 0.00020069, 0.00014503, 0.00076222, 0.00120146, 0.00007380, 0.00010426, 0.00019892, 0.00004383, 0.00008161, 0.00001926, 0.00011938, 0.00018557, 0.00054448, 0.00034347, 0.00006899, 0.00023038, 0.00035813, 0.00009416, 0.00007686, 0.00026100, 0.00027566, 0.00007999, 0.00016146
0.00016240, 0.00008672, 0.00054418, 0.00009036, 0.00000000, 0.00031147, 0.00065693, 0.00024463, 0.00001409, 0.00022921, 0.00002299, 0.00136089, 0.00016124, 0.00005527, 0.00025770, 0.00054365, 0.00012550, 0.00050634, 0.00004617, 0.00013384, 0.00087570, 0.00020393, 0.00048247, 0.00014648, 0.00007356, 0.00008695, 0.00047881, 0.00291672, 0.00013627, 0.00017160, 0.00013028, 0.00022317, 0.00015318, 0.00056019, 0.00005646, 0.00020524, 0.00002467, 0.00070051, 0.00004004, 0.00028950, 0.00031699, 0.00022856, 0.00129227, 0.00080165, 0.00081524, 0.00034253, 0.00009220, 0.00080353, 0.00019278, 0.00115021, 0.00011446, 0.00004927
0.00094702, 0.00068658, 0.00036296, 0.00016867, 0.00031147, 0.00000000, 0.04169919, 0.00016375, 0.00077504, 0.00005880, 0.00031969, 0.00023066, 0.00013470, 0.00006961, 0.00066018, 0.00078250, 0.00012878, 0.00004727, 0.00045287, 0.00007514, 0.00102968, 0.00007365, 0.00033259, 0.00046887, 0.00008251, 0.00006074, 0.00014976, 0.00006277, 0.00108311, 0.00051215, 0.00005796, 0.00015663, 0.00082518, 0.00012125, 0.00045026, 0.00032291, 0.00046911, 0.00009046, 0.00027284, 0.00004596, 0.00024377, 0.00070246, 0.00089001, 0.00003513, 0.00022801, 0.00128491, 0.00025562, 0.00025551, 0.00019415, 0.00011825, 0.00026617, 0.00017328
0.00004213, 0.00044324, 0.00007499, 0.00010537, 0.00065693, 0.04169919, 0.00000000, 0.00007424, 0.00194241, 0.00023262, 0.00006835, 0.00020578, 0.00011477, 0.00002206, 0.00005988, 0.00011646, 0.00018773, 0.00020658, 0.00011898, 0.00043848, 0.00031735, 0.00018096, 0.00010576, 0.00005138, 0.00008096, 0.00014238, 0.00004840, 0.00016328, 0.00007024, 0.00254346, 0.00008126, 0.00033290, 0.00010340, 0.00014842, 0.00011937, 0.00001930, 0.00008867, 0.00008171, 0.00008431, 0.00004098, 0.00002821, 0.00006064, 0.00006264, 0.00005406, 0.00007080, 0.00004960, 0.00112752, 0.00005028, 0.00034830, 0.00073124, 0.00019795, 0.00007745
0.00089524, 0.00120606, 0.00011801, 0.00021089, 0.00024463, 0.00016375, 0.00007424, 0.00000000, 0.00043893, 0.00015449, 0.00042644, 0.00027965, 0.00010531, 0.00032692, 0.00014715, 0.00013465, 0.00005950, 0.00021306, 0.00004615, 0.00038790, 0.00010469, 0.00280512, 0.00127760, 0.00017524, 0.00018050, 0.00006038, 0.00005232, 0.00004529, 0.00005994, 0.00011011, 0.00130797, 0.00015419, 0.00003618, 0.00010624, 0.00026288, 0.00059110, 0.00003094, 0.00032185, 0.00023830, 0.00017081, 0.00016305, 0.00080147, 0.00010345, 0.00009003, 0.00232092, 0.00050084, 0.00002750, 0.00054364, 0.00008011, 0.00041101, 0.00009786, 0.00014905
0.00006219, 0.00047695, 0.00002774, 0.00048298, 0.00001409, 0.00077504, 0.00194241, 0.00043893, 0.00000000, 0.00007794, 0.00065610, 0.00120374, 0.00016805, 0.00002597, 0.00011599, 0.00011303, 0.00010754, 0.00004127, 0.00009127, 0.00075477, 0.00173383, 0.00002697, 0.00092706, 0.00052180, 0.00006008, 0.00003297, 0.00012492, 0.00230298, 0.00009713, 0.00050193, 0.00015158, 0.00011968, 0.00005806, 0.00071445, 0.00025067, 0.00014891, 0.00017726, 0.00002450, 0.00008919, 0.00011725, 0.00033112, 0.00055122, 0.00024897, 0.00021865, 0.00037650, 0.00111890, 0.00040367, 0.00016054, 0.00047313, 0.00004245, 0.00077153, 0.00010182
0.00011323, 0.00010293, 0.00057198, 0.00061945, 0.00022921, 0.00005880, 0.00023262, 0.00015449, 0.00007794, 0.00000000, 0.00013982, 0.00003863, 0.00172910, 0.00002074, 0.00003206, 0.00006455, 0.00005844, 0.00005446, 0.00099092, 0.00014600, 0.00002828, 0.00003914, 0.00004436, 0.00105576, 0.00003772, 0.00018571, 0.00008095, 0.00037510, 0.00005905, 0.00033058, 0.00031028, 0.00054796, 0.00007914, 0.00007190, 0.00015332, 0.00075656, 0.00021417, 0.00045341, 0.00005858, 0.00008525, 0.00003127, 0.00004650, 0.00002080, 0.00044399, 0.00003619, 0.00004457, 0.00064659, 0.00005237, 0.00005550, 0.00009520, 0.00275503, 0.00005614
0.00025950, 0.00017482, 0.00006563, 0.00008317, 0.00002299, 0.00031969, 0.00006835, 0.00042644, 0.00065610, 0.00013982, 0.00000000, 0.00019434, 0.00052864, 0.00011197, 0.00006136, 0.00004918, 0.00043270, 0.00003006, 0.00004813, 0.00008788, 0.00008173, 0.00009235, 0.00004250, 0.00010167, 0.00007639, 0.00008012, 0.00007263, 0.00008726, 0.00003034, 0.00006617, 0.00044229, 0.00027132, 0.00007000, 0.00002552, 0.00010498, 0.00013002, 0.00002598, 0.00007949, 0.00012541, 0.00009461, 0.00003224, 0.00009755, 0.00008031, 0.00030629, 0.00016582, 0.00003642, 0.00030940, 0.00151334, 0.00006753, 0.00023550, 0.00025934, 0.00049196
0.00034262, 0.00014119, 0.00028987, 0.00004792, 0.00136089, 0.00023066, 0.00020578, 0.00027965, 0.00120374, 0.00003863, 0.00019434, 0.00000000, 0.00034042, 0.00008804, 0.00011895, 0.00051048, 0.00056431, 0.00011472, 0.00006120, 0.00099156, 0.00066999, 0.00011247, 0.00033545, 0.00014057, 0.00008825, 0.00089788, 0.00006659, 0.00003694, 0.00011528, 0.00017652, 0.00012776, 0.00016720, 0.00017053, 0.00005917, 0.00018648, 0.00035338, 0.00004691, 0.00094724, 0.00005737, 0.00031718, 0.00009527, 0.00032417, 0.00080850, 0.00021032, 0.00016006, 0.00007214, 0.00063203, 0.00080793, 0.00049697, 0.00039729, 0.00022272, 0.00022262
