Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.364324,-0.326507,0.188473,0.053853,-0.23109,0.245015,0.329274,0.0969836,0.422451,-0.432034,0.430492,0.343575,0.279995,-0.524132,-0.414249,0.0968298,0.484124,0.109066,-0.0519403,0.508326,0.191295,-0.437551,0.127683,0.138326,-0.280777;-6.5101,-7.64925,-1.28962,0.981343
1;0.383908,-0.517737,0.520939,-0.130241,-0.332005,0.512002,0.329274,0.193553,0.756156,-0.535322,0.217185,0.343575,0.733383,-0.629374,-0.414249,0.304861,0.442576,0.432033,-0.670216,-0.131846,0.31617,-0.602267,0.34989,0.138326,-0.154425;-8.33648,-10.3984,0.515814,1.21656
2;0.245397,-0.579331,0.641258,-0.0221751,-0.578509,0.557195,0.329274,0.466611,0.794474,-0.576102,0.24421,0.343575,0.886616,-0.679107,-0.414249,0.707918,0.36559,0.584372,-0.831485,-0.318313,0.255358,-0.532996,0.253075,0.138326,-0.361596;-6.41911,-10.002,1.73248,1.12271
3;0.423773,-0.554154,0.619707,0.0560147,-0.598714,0.577482,0.329274,0.500775,0.873658,-0.664487,0.492533,0.343575,0.948353,-0.707191,-0.414249,0.78546,0.399836,0.626509,-0.883886,-0.450305,0.263187,-0.642359,0.408257,0.138326,-0.670074;-6.91959,-11.6106,1.32892,1.31306
4;0.632767,-0.593418,0.660508,-0.0105272,-0.455278,0.588634,0.329274,0.519445,0.879491,-0.671036,0.605203,0.343575,0.961275,-0.712149,-0.414249,0.826348,0.344447,0.609696,-0.894574,-0.58071,0.333406,-0.766638,0.600436,0.138326,-0.713372;-7.97555,-12.5846,1.36705,1.68292
5;0.657652,-0.634841,0.701554,0.0799508,-0.387796,0.59058,0.329274,0.553198,0.885505,-0.622281,0.601943,0.343575,0.963782,-0.703987,-0.414249,0.85542,0.272413,0.63567,-0.883144,-0.671435,0.364138,-0.780717,0.62329,0.138326,-0.734236;-7.78002,-12.1355,1.55795,1.63602
6;0.676048,-0.63932,0.705744,0.172978,-0.394936,0.587373,0.329274,0.582125,0.894657,-0.597496,0.590689,0.343575,0.965149,-0.699571,-0.414249,0.867838,0.263621,0.661594,-0.874703,-0.699656,0.363259,-0.787231,0.633938,0.138326,-0.748277;-7.56965,-11.9501,1.53245,1.57775
7;0.686948,-0.641379,0.706583,0.176898,-0.40139,0.58563,0.329274,0.590354,0.900141,-0.600175,0.59965,0.343575,0.966359,-0.700565,-0.414249,0.870045,0.259509,0.664308,-0.873973,-0.697788,0.360222,-0.791519,0.640972,0.138326,-0.754078;-7.59867,-11.9775,1.53308,1.59056
8;0.689725,-0.642728,0.707324,0.181496,-0.396017,0.586023,0.329274,0.590216,0.901705,-0.602585,0.602863,0.343575,0.966746,-0.700967,-0.414249,0.869937,0.256788,0.665549,-0.874508,-0.702556,0.362641,-0.793268,0.643847,0.138326,-0.755097;-7.60533,-11.9783,1.53217,1.59182
9;0.689964,-0.643278,0.707889,0.184688,-0.394258,0.586181,0.329274,0.592077,0.901774,-0.600579,0.602892,0.343575,0.96679,-0.700608,-0.414249,0.870774,0.255674,0.666361,-0.874062,-0.704598,0.363507,-0.793574,0.64435,0.138326,-0.755047;-7.59813,-11.9639,1.53509,1.59105
10;0.690192,-0.643374,0.708026,0.185901,-0.394143,0.58604,0.329274,0.592821,0.90213,-0.599921,0.60302,0.343575,0.966833,-0.700507,-0.414249,0.870974,0.255479,0.666691,-0.87383,-0.704993,0.363515,-0.793559,0.644325,0.138326,-0.755433;-7.59558,-11.9594,1.53496,1.59032
11;0.690482,-0.643369,0.707981,0.186057,-0.39401,0.586,0.329274,0.592978,0.902264,-0.599878,0.603198,0.343575,0.966862,-0.70049,-0.414249,0.870995,0.255489,0.666748,-0.873766,-0.70513,0.36355,-0.793675,0.644516,0.138326,-0.755525;-7.59652,-11.9599,1.53451,1.5906
12;0.813503,-0.417029,0.512822,-0.366084,-0.565282,0.404613,-0.22976,0.435567,0.806735,-0.844658,0.843897,0.364813,0.986232,-0.486004,-0.0764489,0.659991,0.66517,0.404029,-0.901491,-0.878837,0.726813,-0.706842,0.779127,0.196697,-0.599248;-8.90942,-16.6697,0.94832,2.22159
13;0.691622,-0.377882,0.403843,-0.705635,-0.208057,0.291413,-0.22976,0.171215,0.389832,-0.871046,0.953542,0.364813,0.981147,-0.63168,-0.0764489,0.612085,0.632896,0.181781,-0.840071,-0.859623,0.760203,-0.637661,0.721742,0.196697,-0.472931;-8.68517,-16.0755,0.894105,2.308
14;0.745118,0.108748,-0.669254,-0.971771,-0.833726,-0.166487,-0.370997,-0.465383,-0.0461671,-0.488823,0.547641,-0.240456,0.972087,-0.459862,-0.00575393,0.947581,0.129518,0.375252,-0.339391,-0.444676,0.843933,-0.481654,0.677417,-0.637675,-0.561946;-7.95859,-13.1777,3.07418,1.96258
15;0.90177,-0.566403,0.137251,-0.41831,-0.321735,0.304194,0.206382,0.153428,-0.0201831,-0.704894,0.988612,0.0258499,0.284865,-0.812345,-0.68281,0.841372,0.135245,0.425055,-0.301349,0.84659,0.541342,-0.577037,0.756382,-0.0821609,-0.429819;-7.5737,-12.58,-0.177862,3.03838
16;0.574538,-0.600093,0.195572,0.133661,-0.384649,0.482471,0.206382,0.42324,0.827182,-0.520818,0.653741,0.0258499,0.584288,-0.683468,-0.68281,0.594889,0.10298,0.82857,-0.656423,-0.154387,0.630961,-0.501235,0.704514,-0.0821609,-0.621126;-8.30876,-11.2558,0.900076,2.01501
17;0.713532,-0.573483,0.211098,0.0697842,-0.542381,0.4208,0.206382,0.648261,0.892266,-0.547122,0.779635,0.0258499,0.808255,-0.713846,-0.68281,0.834321,0.124202,0.839645,-0.706349,0.0608032,0.564222,-0.608137,0.776956,-0.0821609,-0.432167;-8.82807,-11.7215,1.55836,2.8842
18;0.754463,-0.371425,-0.0235187,-0.499515,-0.628216,0.220851,-0.350979,0.472451,0.853545,-0.848525,0.952004,0.0500991,0.952367,-0.522745,-0.438384,0.497648,0.561932,0.672231,-0.783289,-0.490928,0.839365,-0.338452,0.819534,-0.0222676,-0.401574;-9.30072,-15.9361,1.2748,2.75873
19;0.881771,-0.249055,-0.653857,-0.93194,-0.486833,-0.0672744,-0.666193,-0.0197069,0.297246,-0.762507,0.962636,0.0567047,0.962807,-0.182067,-0.242984,0.787167,0.356075,0.706159,-0.556982,0.131124,0.766021,-0.507808,0.865098,-0.434134,-0.0835731;-7.82058,-16.5948,2.44312,2.71165
20;0.882412,-0.184065,-0.760907,-0.994729,-0.859694,-0.432718,-0.752775,-0.706099,-0.854243,-0.29211,0.989041,0.16882,0.975678,-0.915085,-0.190537,0.665197,0.351092,0.645486,0.704227,0.14926,0.726843,0.471804,0.376751,-0.803638,0.267932;-1.73093,-10.0303,2.39279,-0.766208
21;0.842156,-0.387077,-0.836203,-0.639826,-0.370283,0.0520952,-0.303279,0.257445,-0.435256,-0.707991,0.97142,0.527111,-0.322316,-0.923818,-0.414698,0.923792,0.327957,0.81943,0.120893,0.400837,0.296427,0.459076,0.611625,-0.490403,0.609722;-3.22939,-11.8561,-0.93147,-0.793121
