Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;3
7;3
8;4
9;1
10;3
11;0
12;1
13;1
14;3
15;3
16;3
17;3
18;4
19;1
20;1
21;3
22;3
23;3
24;0
25;2
26;2
27;3
28;3
29;3
30;3
31;3
32;4
33;1
34;1
35;1
36;3
37;3
38;3
39;4
40;1
41;3
42;0
43;1
44;1
45;3
46;3
47;3
48;0
49;2
50;2
51;3
52;3
53;3
54;3
55;3
56;4
57;1
58;1
59;1
60;3
61;3
62;3
63;0
64;4
65;1
66;1
67;3
68;0
69;4
70;1
71;1
72;3
73;3
74;3
75;0
76;2
77;2
78;3
79;3
80;3
81;3
82;3
83;4
84;1
85;1
86;1
87;3
88;3
89;3
90;0
91;4
92;1
93;1
94;3
95;0
96;4
97;1
98;1
99;3
100;3
101;3
102;0
103;2
104;2
105;3
106;3
107;3
108;3
109;3
110;4
111;1
112;1
113;1
114;3
115;3
116;3
117;4
118;1
119;1
120;3
121;3
122;3
123;0
124;2
125;2
126;3
127;3
128;3
129;3
130;3
131;4
132;1
133;1
134;1
135;3
136;3
137;3
138;4
139;1
140;3
141;0
142;1
143;1
144;3
145;3
146;3
147;0
148;2
149;2
150;3
151;3
152;3
153;3
154;3
155;4
156;1
157;1
158;1
159;3
160;3
161;3
162;0
163;4
164;1
165;1
166;3
167;0
168;4
169;1
170;1
171;3
172;3
173;3
174;0
175;2
176;2
177;3
178;3
179;3
180;3
181;3
182;4
183;1
184;1
185;1
186;3
187;3
188;3
189;0
190;4
191;1
192;1
193;3
194;0
195;4
196;1
197;1
198;3
199;3
200;3
201;0
202;2
203;2
204;3
205;3
206;3
207;3
208;3
209;4
210;1
211;1
212;1
213;3
214;3
215;3
216;4
217;1
218;1
219;3
220;3
221;3
222;0
223;2
224;2
225;3
226;3
227;3
228;3
229;3
230;4
231;1
232;1
233;1
234;3
235;3
236;3
237;4
238;1
239;3
240;0
241;1
242;1
243;3
244;3
245;3
246;0
247;2
248;2
249;3
250;3
251;3
252;3
253;3
254;4
255;1
256;1
257;1
258;3
259;3
260;3
261;0
262;4
263;1
264;1
265;3
266;0
267;4
268;1
269;1
270;3
271;3
272;3
273;0
274;2
275;2
276;3
277;3
278;3
279;3
280;3
281;4
282;1
283;1
284;1
285;3
286;3
287;3
288;0
289;4
290;1
291;1
292;3
293;0
294;4
295;1
296;1
297;3
298;3
299;3
300;0
