0.00000000, 0.00054943, 0.00027725, 0.00080075, 0.00033795, 0.00080110, 0.00019067, 0.00049328, 0.00037673, 0.00055817, 0.00053641, 0.00057601, 0.00038135, 0.00017687, 0.00024397, 0.00020840, 0.00218039, 0.00033890, 0.00026865, 0.00017618, 0.00027996, 0.00031958, 0.00063120, 0.00022122, 0.00158025, 0.00048270, 0.00021675, 0.00078665, 0.00023233, 0.00039990, 0.00071587, 0.00031831, 0.00023253, 0.00047999, 0.00045435, 0.00040366, 0.00083396, 0.00133447, 0.00035769, 0.00025582, 0.00074637, 0.00070689, 0.00049599, 0.00027779
0.00054943, 0.00000000, 0.00022714, 0.00039246, 0.00052637, 0.00038548, 0.00022697, 0.00032982, 0.00040539, 0.00048403, 0.00021074, 0.00030023, 0.00029815, 0.00016423, 0.00020165, 0.00021565, 0.00014312, 0.00017262, 0.00029645, 0.00020312, 0.00026979, 0.00018170, 0.00027948, 0.00017112, 0.00047407, 0.00021696, 0.00026802, 0.00025329, 0.00129116, 0.00054325, 0.00043552, 0.00038200, 0.00021127, 0.00040044, 0.00038056, 0.00329905, 0.00043358, 0.00025965, 0.00022010, 0.00055328, 0.00028908, 0.00025499, 0.00066830, 0.00040405
0.00027725, 0.00022714, 0.00000000, 0.00020601, 0.00060180, 0.00021453, 0.00038479, 0.00028525, 0.00016778, 0.00026394, 0.00017466, 0.00069788, 0.00016014, 0.00028838, 0.00030133, 0.00018970, 0.00011015, 0.00016361, 0.00027930, 0.00024081, 0.00024786, 0.00024698, 0.00032359, 0.00019699, 0.00018966, 0.00018563, 0.00031067, 0.00032958, 0.00020182, 0.00019496, 0.00019272, 0.00034748, 0.00033868, 0.00028358, 0.00033664, 0.00079162, 0.00121180, 0.00084833, 0.00038338, 0.00031257, 0.00041122, 0.00046187, 0.00040754, 0.00026682
0.00080075, 0.00039246, 0.00020601, 0.00000000, 0.00020199, 0.00121678, 0.00028140, 0.00075971, 0.00038557, 0.00068078, 0.00016294, 0.00021780, 0.00026991, 0.00031077, 0.00032741, 0.00014317, 0.00019275, 0.00071806, 0.00016107, 0.00042055, 0.00054819, 0.00012154, 0.00031204, 0.00047641, 0.00035028, 0.00016986, 0.00023721, 0.00030037, 0.00010582, 0.00020235, 0.00030923, 0.00064909, 0.00029256, 0.00039018, 0.00033954, 0.00021963, 0.00038585, 0.00131268, 0.00039943, 0.00064232, 0.00036797, 0.00025789, 0.00055066, 0.00031807
0.00033795, 0.00052637, 0.00060180, 0.00020199, 0.00000000, 0.00031708, 0.00035560, 0.00029058, 0.00034991, 0.00027538, 0.00034971, 0.00021084, 0.00016085, 0.00170642, 0.00017657, 0.00019842, 0.00020173, 0.00111458, 0.00070954, 0.00018071, 0.00017178, 0.00019139, 0.00043102, 0.00026532, 0.00029687, 0.00028758, 0.00020851, 0.00021300, 0.00018610, 0.00022743, 0.00072709, 0.00024777, 0.00021617, 0.00040191, 0.00052593, 0.00026066, 0.00021378, 0.00052871, 0.00077145, 0.00030390, 0.00029743, 0.00053344, 0.00051842, 0.00087149
0.00080110, 0.00038548, 0.00021453, 0.00121678, 0.00031708, 0.00000000, 0.00031603, 0.00053991, 0.00027432, 0.00040751, 0.00157194, 0.00052257, 0.00025765, 0.00027426, 0.00033497, 0.00032453, 0.00057784, 0.00028036, 0.00029195, 0.00020031, 0.00077944, 0.00050830, 0.00050781, 0.00022489, 0.00042933, 0.00020488, 0.00060334, 0.00025366, 0.00226623, 0.00431336, 0.00033854, 0.00166422, 0.00103503, 0.00036352, 0.00070094, 0.00020054, 0.00027499, 0.00029162, 0.00039943, 0.00022439, 0.00067775, 0.00056373, 0.00071594, 0.00037101
0.00019067, 0.00022697, 0.00038479, 0.00028140, 0.00035560, 0.00031603, 0.00000000, 0.00034600, 0.00022047, 0.00047276, 0.00024733, 0.00021181, 0.00032470, 0.00024215, 0.00032899, 0.00059482, 0.00023561, 0.00030221, 0.00188603, 0.00013803, 0.00027291, 0.00017467, 0.00105012, 0.00022054, 0.00016378, 0.00103381, 0.00023474, 0.00084838, 0.00016978, 0.00016647, 0.00019195, 0.00021417, 0.00032425, 0.00023530, 0.00022213, 0.00110753, 0.00037488, 0.00021611, 0.00029477, 0.00040128, 0.00038379, 0.00052791, 0.00062585, 0.00035612
0.00049328, 0.00032982, 0.00028525, 0.00075971, 0.00029058, 0.00053991, 0.00034600, 0.00000000, 0.00034774, 0.00025694, 0.00026407, 0.00030975, 0.00061799, 0.00019095, 0.00021205, 0.00023956, 0.00020563, 0.00056386, 0.00057944, 0.00027417, 0.00037016, 0.00060532, 0.00023417, 0.00023983, 0.00024632, 0.00017324, 0.00019956, 0.00026395, 0.00021317, 0.00014040, 0.00087694, 0.00058972, 0.00020738, 0.00037058, 0.00088312, 0.00030575, 0.00021235, 0.00023907, 0.00124118, 0.00028068, 0.00031868, 0.00043491, 0.00153545, 0.00175204
0.00037673, 0.00040539, 0.00016778, 0.00038557, 0.00034991, 0.00027432, 0.00022047, 0.00034774, 0.00000000, 0.00026194, 0.00036528, 0.00043524, 0.00023229, 0.00013509, 0.00023291, 0.00029777, 0.00024265, 0.00024072, 0.00039245, 0.00020564, 0.00044197, 0.00459480, 0.00042342, 0.00020051, 0.00027636, 0.00016387, 0.00035092, 0.00111605, 0.00022022, 0.00020989, 0.00026813, 0.00154428, 0.00023042, 0.00054758, 0.00036405, 0.00020411, 0.00028177, 0.00046544, 0.00056604, 0.00026284, 0.00033387, 0.00030433, 0.00093915, 0.00025804
0.00055817, 0.00048403, 0.00026394, 0.00068078, 0.00027538, 0.00040751, 0.00047276, 0.00025694, 0.00026194, 0.00000000, 0.00028834, 0.00024146, 0.00033973, 0.00018898, 0.00023960, 0.00020935, 0.00035972, 0.00015135, 0.00040447, 0.00026954, 0.00022962, 0.00072971, 0.00041873, 0.00025900, 0.00114500, 0.00026131, 0.00021032, 0.00020564, 0.00018779, 0.00033605, 0.00028915, 0.00017589, 0.00032462, 0.00096891, 0.00222435, 0.00087406, 0.00057437, 0.00034412, 0.00030616, 0.00046794, 0.00105698, 0.00159532, 0.00048711, 0.00067843
