-0.467629 0.203307 0.960702 -0.457526 0.103424 0.146925 -0.999148 0.811463 -0.006634 0.941840 -0.607538 -0.638098 0.678438 0.503206 -0.510776 0.178061 -0.593427 0.590997 0.508870 0.179609 -0.133400 -0.210508 -0.625804 -0.610652 0.107016 -0.346077 -0.715945 -0.539361 0.303209 -0.237637 -0.097269 0.588413 -0.134029 -0.055935 -0.241245 0.412956 -0.896195 -0.259973 -0.936717 0.828834 0.026664 -0.146561 -0.715620 -0.827095 0.831772 -0.920067 -0.023021 0.580502 -0.430934 0.773127 0.625502 0.665547 -0.160545 -0.185494 0.896027 0.189789 0.755392 0.142550 0.621285 0.250360 -0.450502 0.141934 0.907733 0.252796 -0.825759 0.311743 0.589942 0.294878 -1.638438 0.596571 -0.436328 0.792419 0.962028 0.910965 0.864288 0.573672 -0.146280 -0.938778 0.461518 0.840126 -0.528567 0.110032 -0.160445 0.366039 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.461852 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.461852 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.461852 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.461852 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.584115 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
-0.919728 0.587720 -0.540765 -0.927162 -0.503943 0.204355 0.343551 0.637120 0.590317 0.242378 -0.805149 -0.199921 0.363789 -0.303472 0.135970 0.591545 -0.925075 0.969854 0.247635 0.258760 0.074743 0.092926 0.208053 0.366451 -0.492139 0.785168 -0.467135 0.316663 0.514033 -0.808187 -0.826287 -0.205118 1.400755 -0.645883 0.859767 0.641096 -0.455342 0.061110 0.975661 2.436048 1.077649 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 0.060034 -0.336599 0.449770 0.142550 0.621285 0.250360 -0.450502 0.141934 0.907733 0.252796 -0.825759 0.311743 0.589942 -0.622989 -0.220524 0.688581 -0.816178 0.946595 -0.044285 -0.703879 0.191225 -0.324485 -0.270086 -0.284017 0.786570 -0.859498 -0.069915 -0.757353 -0.814445 0.524199 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.841008 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.584115 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 0.395644 0.653887 -0.890502 0.783113 0.940508 0.546417 0.199122 0.806597 -0.248217 -0.625725 0.471238 0.122853 -0.363608 -0.671290 0.518257 -0.645388 
-0.919728 0.587720 -0.540765 -0.927162 -0.503943 0.204355 0.343551 0.637120 0.590317 0.242378 -0.805149 -0.199921 0.363789 -0.303472 0.135970 0.591545 -0.925075 0.969854 0.247635 0.258760 0.074743 0.092926 0.208053 0.366451 -0.492139 0.785168 -0.467135 0.316663 0.514033 -0.808187 -0.826287 -0.205118 1.400755 -0.645883 0.859767 0.641096 -0.455342 0.061110 0.975661 2.436048 1.077649 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 0.060034 -0.336599 0.449770 0.142550 0.621285 0.250360 -0.450502 0.141934 0.907733 0.252796 -0.825759 0.311743 0.589942 -0.622989 -0.220524 0.688581 -0.816178 0.946595 -0.044285 -0.703879 0.191225 -0.324485 -0.270086 -0.284017 0.786570 -0.859498 -0.069915 -0.757353 -0.814445 0.524199 
0.831080 -0.952924 0.425904 -0.729762 -0.676364 -0.935294 -0.483392 0.997671 0.815539 0.985894 -0.805149 0.056388 0.350975 -0.575959 0.580133 0.461852 0.287289 0.856414 -0.079101 -0.436057 0.650991 -0.887394 0.909868 0.892556 0.546582 -0.543318 -0.211316 -0.008730 -0.140011 0.844495 0.523033 0.297547 -0.120752 0.609954 -0.885896 0.596808 -0.901855 0.525390 -0.429291 -0.499580 0.158802 -0.282618 0.458296 0.751703 -0.801008 -0.370584 0.088497 0.639402 -0.440376 0.736930 0.395990 -0.641150 -0.768554 -0.656671 -0.121163 -0.913364 -0.285506 -0.566883 -0.870047 -0.032448 0.679989 0.848522 -0.999728 0.768927 -0.403442 -0.388842 -0.874256 0.448392 1.006534 0.653887 -0.890502 0.783113 0.962028 0.910965 0.864288 0.573672 -0.146280 -0.938778 0.461518 0.840126 -0.528567 -0.671290 0.598835 -0.645388 
