Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.135037,-0.0427615,-0.515707,-0.0230112,-0.476503,0.150706,-0.129021,0.521333,0.185205,-0.16222;2.85375,0.552801,-3.17364,-1.56257
1;0.157055,0.499023,-0.515707,-0.0230112,-0.155332,0.355565,0.00474428,0.541311,-0.534059,-0.358232;0.094743,-0.778146,-3.47392,4.55494
2;0.183452,0.499023,-0.515707,-0.0230112,-0.165438,0.56323,0.185389,0.520587,-0.400882,-0.306728;0.554231,-1.35298,-2.82137,3.87757
3;0.17654,0.499023,-0.515707,-0.0230112,-0.177508,0.513684,0.356505,0.491599,-0.455247,-0.231102;0.575225,-1.60461,-2.88749,3.64922
4;-0.11696,0.765577,-0.691533,-0.40912,-0.496249,-0.0443992,0.255922,0.457161,-0.453233,0.0693846;0.740126,-1.19801,-3.3668,1.18434
5;-0.157842,0.836972,-0.691533,-0.40912,-0.255216,-0.423398,-0.231986,0.474157,-0.401556,0.315502;0.184803,-0.217647,-4.09056,2.22604
6;0.0196619,0.703032,-0.850843,-0.562475,-0.236364,-0.759852,-0.156469,0.223239,0.534605,0.0758909;1.86783,0.599925,-3.40219,-2.09128
7;-0.194694,0.875025,-0.875209,-0.275328,-0.606716,-0.225699,-0.578759,0.578019,0.482571,-0.545178;1.79133,0.739308,-2.93519,-1.77589
8;0.1726,0.726132,-0.791152,0.12821,-0.211225,0.808265,-0.116469,0.639974,-0.512841,-0.697203;-0.305166,-0.930083,-3.16377,6.72102
9;0.293804,0.889897,-0.761564,-0.0978665,-0.349878,0.75937,0.774956,0.353189,-0.556551,-0.78072;-0.226198,-2.73782,-2.77442,4.94733
10;0.627158,0.833254,-0.493206,-0.514899,0.121315,0.909691,0.72889,0.641864,-0.48448,-0.200039;1.0332,-3.80051,-2.62808,5.13105
11;0.575816,0.712015,-0.493206,-0.514899,-0.251051,0.628206,0.785855,0.647672,0.396495,-0.492757;3.49221,-3.28953,-1.97818,-1.90771
12;0.0613184,0.889141,-0.531058,0.103342,-0.665088,0.729611,0.426162,0.513902,-0.676992,-0.703244;-0.160596,-2.55757,-3.22741,3.3504
