Passo;A  o
0;0
1;3
2;3
3;3
4;3
5;3
6;0
7;0
8;3
9;3
10;4
11;0
12;3
13;1
14;4
15;0
16;3
17;3
18;1
19;4
20;0
21;3
22;1
23;4
24;0
25;3
26;3
27;1
28;4
29;0
30;3
31;1
32;4
33;0
34;3
35;3
36;3
37;3
38;4
39;0
40;0
41;0
42;3
43;0
44;3
45;3
46;0
47;3
48;4
49;0
50;0
51;0
52;3
53;3
54;3
55;4
56;0
57;3
58;4
59;0
60;3
61;1
62;4
63;0
64;3
65;3
66;1
67;4
68;0
69;3
70;1
71;4
72;0
73;3
74;3
75;1
76;4
77;0
78;3
79;3
80;3
81;4
82;0
83;0
84;0
85;3
86;0
87;3
88;3
89;0
90;3
91;4
92;0
93;0
94;0
95;3
96;3
97;3
98;4
99;0
100;3
101;4
102;0
103;3
104;1
105;4
106;0
107;3
108;3
109;1
110;4
111;0
112;3
113;1
114;4
115;0
116;3
117;3
118;1
119;4
120;0
121;3
122;1
123;4
124;0
125;3
126;3
127;1
128;4
129;0
130;3
131;1
132;4
133;0
134;3
135;3
136;1
137;4
138;0
139;3
140;1
141;4
142;0
143;3
144;3
145;3
146;3
147;4
148;0
149;3
150;4
151;0
152;3
153;1
154;4
155;0
156;3
157;3
158;1
159;4
160;0
161;3
162;1
163;4
164;0
165;3
166;3
167;1
168;4
169;0
170;3
171;3
172;3
173;4
174;0
175;0
176;0
177;3
178;0
179;3
180;3
181;0
182;3
183;4
184;0
185;0
186;0
187;3
188;3
189;3
190;4
191;0
192;3
193;4
194;0
195;3
196;1
197;4
198;0
199;3
200;3
201;1
202;4
203;0
204;3
205;1
206;4
207;0
208;3
209;3
210;1
211;4
212;0
213;3
214;1
215;4
216;0
217;3
218;3
219;1
220;4
221;0
222;3
223;1
224;4
225;0
226;3
227;3
228;1
229;4
230;0
231;3
232;1
233;4
234;0
235;3
236;3
237;3
238;3
239;4
240;0
241;3
242;4
243;0
244;3
245;1
246;4
247;0
248;3
249;3
250;1
251;4
252;0
253;3
254;1
255;4
256;0
257;3
258;3
259;1
260;4
261;0
262;3
263;3
264;3
265;4
266;0
267;0
268;0
269;3
270;0
271;3
272;3
273;0
274;3
275;4
276;0
277;0
278;0
279;3
280;3
281;3
282;4
283;0
284;3
285;4
286;0
287;3
288;1
289;4
290;0
291;3
292;3
293;1
294;4
295;0
296;3
297;1
298;4
299;0
300;0
